Date,rsi,macd,adx,ema1,ema2,obv
2013-06-11,52.81291942916525,0.12553106953375806,19.755834171923304,45.025091711523295,45.02276398911813,48180000.0
2013-06-12,47.233624121739695,0.10523181161763458,18.743025287802144,44.958781465388434,44.98825173851465,45532400.0
2013-06-13,54.18360358395579,0.09609319580757708,18.04684829911358,45.04735622161983,45.03184134671908,47780300.0
2013-06-14,54.423041274907035,0.09467408892540381,17.549049832359636,45.12511642464336,45.07405048876957,49898800.0
2013-06-17,59.29158824532414,0.10781605092247194,17.872682598343644,45.30114980234403,45.171121870981715,52971400.0
2013-06-18,64.10144304190446,0.14063863262114662,18.860957696988105,45.57610332251844,45.32752875596472,55935000.0
2013-06-19,58.949333286508086,0.17586427184520873,19.91725559780832,45.71113617884328,45.42193402037809,52437300.0
2013-06-20,49.92527519610553,0.1938699692318511,19.058515968274712,45.63382445540385,45.40898046604936,49168000.0
2013-06-21,49.0707337432928,0.19795607403478183,17.84412467127547,45.55073210423422,45.386869614422835,43190600.0
2013-06-24,46.49935789126698,0.18743013749278137,16.83280297681919,45.423235539119716,45.33569165077346,40080000.0
2013-06-25,50.4742573608378,0.17529727891086733,15.743817912619575,45.40355933446423,45.33372258055832,43190700.0
2013-06-26,56.34167971456036,0.17486880300989824,15.617641441475785,45.52962797205174,45.40640965299996,46486900.0
2013-06-27,57.7948851420934,0.1847670069780176,15.689943350312051,45.671142296638685,45.49227128197901,49017700.0
2013-06-28,55.46391807926187,0.1962506072859586,15.688490665851672,45.741944442166755,45.54639345484225,44794200.0
2013-07-01,62.220627922911234,0.2239316513157655,16.741034145713886,45.98509471328418,45.69238178612514,48554100.0
2013-07-02,55.60196557503973,0.24796197282600002,17.550237015118693,46.04908893861468,45.753779992456266,45305500.0
2013-07-03,55.2914749243842,0.2672987620980313,17.935823386636404,46.094832805857365,45.805865727312764,44206400.0
2013-07-05,59.96249565769736,0.2933318713131897,18.80292740928993,46.260591467521046,45.92021236709323,45956900.0
2013-07-08,58.869929115765586,0.3196713534789629,19.89910782386471,46.37504404864807,46.01258077629575,43167900.0
2013-07-09,67.54654434129202,0.3694018023306966,21.793210510445924,46.7571030050335,46.24722720795977,47871800.0
2013-07-10,71.10034989970787,0.4440433464455841,24.075232452883824,47.22581174425768,46.541300909179455,52573200.0
2013-07-11,72.60609686362567,0.5357589045457034,26.55582432784709,47.6820662010188,46.84548284701415,56831200.0
2013-07-12,71.43997831838769,0.6302896504203515,28.624582919125164,48.03419715995281,47.10960700207527,53791600.0
2013-07-15,72.07394037818052,0.7226308407634703,30.61837303475974,48.350087494615266,47.36312957336299,57286400.0
2013-07-16,69.46450232085158,0.8032808886116131,31.69909235485421,48.564883929992476,47.56963798439413,54764800.0
2013-07-17,70.64378637400964,0.8744916713803728,32.70261743779908,48.78560876988963,47.78004108582581,57982800.0
2013-07-18,65.3664134831345,0.92639783162701,32.087523146775034,48.878883234748606,47.9246674897104,52484700.0
2013-07-19,68.92680917461593,0.9722845238840928,31.73257639046223,49.079561540554444,48.12066238751709,55425700.0
2013-07-22,64.94909065386122,1.0037400003754209,31.40298297388605,49.17495641999816,48.26195486275307,52649600.0
2013-07-23,62.91874025169668,1.0190790825095475,31.0845981479463,49.21728553619331,48.371079786211965,50177300.0
2013-07-24,60.86954810946277,1.0180554201450094,30.22308433839965,49.21619720973054,48.4511007342535,47505900.0
2013-07-25,58.222379656030796,1.000445956330066,28.77896750852705,49.16900145006693,48.49924547685609,44403800.0
2013-07-26,54.163615524708256,0.9645825191156868,27.10608399878476,49.05629824043165,48.50399674544816,42028300.0
2013-07-29,56.88050541562403,0.9224157620544783,25.21481281244028,49.02626794073612,48.540866730844165,44173700.0
2013-07-30,56.7264191694404,0.8761740990305321,24.084497310229327,48.99905167777414,48.572839279758554,42065400.0
2013-07-31,57.77352097298738,0.8297790327509647,23.15172240525781,48.99927497719042,48.613547903073325,44437200.0
2013-08-01,59.629966458158826,0.7873114806612248,22.499431422303335,49.03914794306099,48.67116965415954,47225300.0
2013-08-02,56.006039166698386,0.7429775789538293,21.072875144557674,49.017527914764116,48.69489042875656,45150100.0
2013-08-05,55.03957994760247,0.6968275217034436,19.648002047879253,48.98528570304205,48.708729030807625,43557300.0
2013-08-06,54.3962882035755,0.6495575331209521,18.29941630245446,48.94964464948519,48.71639863820492,41546600.0
2013-08-07,57.73980624282431,0.6076911869948479,17.417476432305204,48.97869617812808,48.753830011425514,43886500.0
2013-08-08,56.128280650877684,0.5681639017927245,17.0807987503079,48.98129746860174,48.77660841755005,41845300.0
2013-08-09,52.75852691614485,0.5269326548590756,16.333585495431386,48.93844349530984,48.773655293544934,40288000.0
2013-08-12,48.43005127771679,0.4801374466335998,15.452759513874842,48.84119973624677,48.73841220087046,38176000.0
2013-08-13,57.3331756573064,0.44409993966988237,15.047490597539776,48.90849064613791,48.78344910942071,39936400.0
2013-08-14,49.39120464815605,0.404537167186815,14.671169460942929,48.83653799282564,48.75766834213496,38202000.0
2013-08-15,48.19297659403136,0.3620592610583614,13.775241876752132,48.75649949806324,48.723254811610914,35782800.0
2013-08-16,49.989522215009984,0.3217098092827544,12.943309120003532,48.720119652216,48.707364862495915,37960500.0
2013-08-19,51.06930487753022,0.28558558479413243,12.444881592045812,48.707553439213065,48.70199730232486,39912900.0
2013-08-20,46.571216165070105,0.24708340845237586,11.649508792975722,48.625829512783966,48.659718687232306,37522500.0
2013-08-21,45.45344265910577,0.2069206693810628,10.947324058963583,48.54044235777344,48.61176454180314,35585600.0
2013-08-22,54.7307006055137,0.18023723747767378,11.120496514587455,48.61743412552576,48.64530097405152,37261500.0
2013-08-23,55.10114181364101,0.16357083207353668,11.281299509095335,48.68704243444174,48.679108483624105,39043400.0
2013-08-26,49.04962890903574,0.14555725824221458,10.93186767084066,48.651384065712136,48.66118590484361,37431300.0
2013-08-27,40.55319360508066,0.11291630945369999,11.325959153481787,48.45815593584581,48.55903766166302,35020400.0
2013-08-28,39.89302677331812,0.07128391482930121,11.88812301422935,48.28550709556691,48.4589947714391,33445900.0
2013-08-29,42.80973332884337,0.029750803383694645,11.717749035959352,48.18658523762525,48.39065592433897,34735500.0
2013-08-30,42.18964864853969,-0.010655490836358424,11.559544627565785,48.09374209213217,48.32258849701272,33202900.0
2013-09-03,45.49598615639342,-0.04414980908285769,11.058291517735535,48.06408482928644,48.285258844581094,34896700.0
2013-09-04,54.60324841361467,-0.0582207689516573,11.187953880440034,48.19064280817205,48.33048692730264,37010100.0
2013-09-05,56.05978260757223,-0.05680926938368379,11.597567942551262,48.32197343188581,48.3859606712355,38395000.0
2013-09-06,52.67939367972291,-0.05016580789273001,11.607039294535515,48.37782841412627,48.40912402009006,36424200.0
2013-09-09,58.36420496053116,-0.03095734412000843,11.796088990816571,48.532014673068595,48.486907717063296,37793100.0
2013-09-10,63.08219936406657,0.004593778323311044,13.112813738835346,48.76533078588872,48.61341681958863,40122200.0
2013-09-11,67.27315693037087,0.05838195625162227,14.628145575587137,49.06868154194014,48.786782831453664,42209400.0
2013-09-12,67.91913431777414,0.12227334100650586,16.220086477324212,49.33539973936892,48.95333985967697,44707800.0
2013-09-13,69.36125788589133,0.19246812811616062,17.874410076424724,49.594636994309816,49.12551745795001,47175600.0
2013-09-16,70.94909897494732,0.2665586232130433,19.99929617233941,49.85304551363734,49.30555235248917,49986600.0
2013-09-17,70.05541404380573,0.3376706407065936,21.936620031983,50.05388659478823,49.46289702939185,47384600.0
2013-09-18,72.22207001310034,0.40775865897380814,23.418943896606084,50.279069524130385,49.637134712894536,50083200.0
2013-09-19,69.74118236070149,0.47016340534485285,25.082375633911475,50.43552691623934,49.780225233640735,46104200.0
2013-09-20,61.988182026635265,0.5151668591527458,25.468959127152427,50.46960387942571,49.86048475555727,40979800.0
2013-09-23,61.77983678617003,0.5454980088347637,25.295320754989433,50.49483901336711,49.93171450418072,38821600.0
2013-09-24,55.63758675464967,0.5567178549572172,24.598614309056153,50.43478239956275,49.95388718353904,36460300.0
2013-09-25,60.14920446828468,0.5615900748741227,24.116578890325545,50.470979242735005,50.018646979107714,39062900.0
2013-09-26,61.52176832007568,0.5633871694892797,24.06322047101124,50.52838801346936,50.091797503171165,40781000.0
2013-09-27,62.18960786523573,0.5630399032586862,24.013673367362237,50.58859366959088,50.16491384783465,43157200.0
2013-09-30,56.39232610830825,0.5536961010359781,23.388602024953173,50.565061202417475,50.192937776625364,40484300.0
2013-10-01,57.55444890210827,0.5396832986447776,22.80817863557332,50.565659631192986,50.22869156558321,42927100.0
2013-10-02,54.03909155413517,0.5183000006851693,21.276578928739816,50.5211507861481,50.23746960537968,40572500.0
2013-10-03,44.274485622008484,0.4789972877285195,20.976348921791494,50.33385724017564,50.166380717562525,38025100.0
2013-10-04,48.89768827042173,0.4355867590307466,20.69756391533948,50.250761737821406,50.138804647054414,39991000.0
2013-10-07,44.00199742661168,0.3832194948056924,20.547292928939523,50.09542454018601,50.06810012360416,38275900.0
2013-10-08,40.37427667346984,0.3207226514544022,20.951277723156753,49.89553882902968,49.966000409815784,35296400.0
2013-10-09,39.295877938915716,0.2524476883665463,21.770927290279076,49.70949674015299,49.861839165091226,32369100.0
2013-10-10,53.70815721894163,0.20492362399993896,20.3331480364319,49.80080160974345,49.89515672297782,35069600.0
