Date,PG,dayofweek,weekly_ret
2015-06-05,65.09055707320185,4,-0.019512195121951237
2015-06-12,66.30107498855003,4,-0.012246460007653726
2015-06-19,67.70493951537746,4,0.018597442851607582
2015-06-26,66.69617458592062,4,0.021174083935590504
2015-07-10,68.0496008662752,4,-0.014899428855227437
2015-07-17,69.13402316544128,4,0.02029241240231916
2015-07-24,68.0483158443576,4,0.01593576281655329
2015-07-31,65.00567723579807,4,-0.015704385067906723
2015-08-07,63.971688627875345,4,-0.04471291568065772
2015-08-14,64.09034305829272,4,-0.01590612777053446
2015-08-21,60.88667343702392,4,0.0018547959724430907
2015-08-28,60.352728500145766,4,-0.04998677598518908
2015-09-04,58.27627596784193,4,-0.008769487750557192
2015-09-11,57.9881152082569,4,-0.03440528015728095
2015-09-18,59.276363309931135,4,-0.004944735311227633
2015-09-25,61.590124703069705,4,0.022215726395790947
2015-10-02,61.37824179161014,4,0.03903345724907048
2015-10-09,63.124156982037036,4,-0.0034402091647171007
2015-10-16,63.48012027328914,4,0.02844518088925696
2015-10-23,65.87345436148837,4,0.005639097744361221
2015-10-30,65.31759631481866,4,0.03770210386961548
2015-11-06,64.62491167204564,4,-0.00843827080358317
2015-11-13,63.248094048756066,4,-0.01060487038491753
2015-11-20,64.83870322845706,4,-0.02130475056239245
2015-11-27,64.73608328137958,4,0.025148729042725693
2015-12-04,66.55758734200492,4,-0.0015826958586124817
2015-12-11,66.51482903072264,4,0.0281373844121533
2015-12-18,66.81413720969863,4,-0.0006424257998201011
2016-01-08,64.96697816230393,4,0.00449987143224484
2016-01-15,64.12036359891468,4,-0.027646230641238723
2016-01-22,66.73398687643217,4,-0.013031459786758015
2016-01-29,70.46922683474335,4,0.04076120487816026
2016-02-05,70.04653224361806,4,0.05597207859358888
2016-02-12,69.86537741885007,4,-0.005998286203941938
2016-02-19,70.55549103701382,4,-0.002586206896551868
2016-02-26,69.96026804134759,4,0.00987776268675189
2016-03-04,72.02198247561171,4,-0.00843623914904057
2016-03-11,70.52098535610561,4,0.029469790382244065
2016-03-18,71.72868418789214,4,-0.020840819259791532
2016-04-01,72.0564881565199,4,0.01712538226299709
2016-04-08,71.77181628902737,4,0.0045700541190618615
2016-04-15,71.57501956912633,4,-0.003950676403687292
2016-04-22,70.40094573658294,4,-0.0027419777020625258
2016-04-29,69.67910775064887,4,-0.01640340218712033
2016-05-06,71.42717323465791,4,-0.010253242742433444
2016-05-13,70.64445734629565,4,0.025087368946580257
2016-05-20,69.5921393186086,4,-0.010958236941434385
2016-05-27,70.81839421037616,4,-0.014895974393697164
2016-06-03,71.72286590359475,4,0.01762059485128753
2016-06-10,72.35773545748859,4,0.012771705759548002
2016-06-17,72.2968575550604,4,0.008851703649812137
2016-06-24,71.54023219631023,4,-0.0008413461538463451
2016-07-01,73.73183668372455,4,-0.010465535907614454
2016-07-08,74.59282416092302,4,0.03063457330415753
2016-07-15,74.80154839781963,4,0.011677282377918985
2016-07-22,75.13432333793047,4,0.0027981811822317404
2016-07-29,75.02037721060977,4,0.004448770743902708
2016-08-05,75.18691385823233,4,-0.0015165655622957352
2016-08-12,76.29131478457151,4,0.00221988550064256
2016-08-19,76.52797212592986,4,0.014688738633714449
2016-08-26,76.76462946728826,4,0.0031020220588229286
2016-09-02,77.30806484374088,4,0.0030924292749971993
2016-09-09,75.5901078472133,4,0.007079241836035921
2016-09-16,77.1765885429862,4,-0.022222222222222254
2016-09-23,76.92240102819386,4,0.020987940630797564
2016-09-30,78.66665328487238,4,-0.00329358319136841
2016-10-07,78.88578045279681,4,0.022675478577939945
2016-10-14,77.50966183823134,4,0.0027855153203342198
2016-10-21,74.49449798315206,4,-0.017444444444444596
2016-10-28,76.7117538818561,4,-0.03890049038495558
2016-11-04,75.15702464611144,4,0.029764022293371273
2016-11-11,73.8319713201927,4,-0.020267157991708862
2016-11-18,72.43624848355826,4,-0.017630465444287702
2016-11-25,73.72596705411918,4,-0.018904044029672384
2016-12-02,72.78959603713659,4,0.017804878048780504
2016-12-09,74.52983273850991,4,-0.012700694943685753
2016-12-16,74.80367709253309,4,0.023907766990291623
2016-12-23,75.05102038003794,4,0.0036742918098846555
2016-12-30,74.27365576216559,4,0.003306565895134783
2017-01-06,75.11285620191414,4,-0.010357815442561424
2017-01-13,74.2118199402894,4,0.011298763082778551
2017-01-20,77.8595725494707,4,-0.011995766200164515
2017-01-27,77.20962986266552,4,0.049153256342672424
2017-02-03,77.82395925156356,4,-0.0083476272155516
2017-02-10,78.32254542226345,4,0.00795664206642055
2017-02-17,81.10038265901986,4,0.006406589635053361
2017-02-24,81.06476936111272,4,0.03546663635330227
2017-03-03,80.57508651488962,4,-0.00043912613898344777
2017-03-10,81.08257601006628,4,-0.00604063701263069
2017-03-17,81.0202527387288,4,0.0062983425414364635
2017-03-24,80.63740978622711,4,-0.000768639508070601
2017-03-31,79.99637042389871,4,-0.004725274725274731
2017-04-07,79.44436430633814,4,-0.00794965220271604
2017-04-21,79.50851943668674,4,-0.006900389538119001
2017-04-28,78.35115100886766,4,0.0008075479098959004
2017-05-05,77.60648760182127,4,-0.014556533513879644
2017-05-12,77.3283603052136,4,-0.009504179548837866
2017-05-19,77.37321954660193,4,-0.0035838150289017046
2017-05-26,78.2793762226463,4,0.0005801137022856118
2017-06-02,79.48160389185371,4,0.011711502782931094
2017-06-09,79.095814415914,4,0.015358166189111788
2017-06-16,80.4415916575641,4,-0.004853820973022005
2017-06-23,80.22626729890008,4,0.017014519056261612
2017-06-30,78.18965773986965,4,-0.0026767789426723754
2017-07-07,78.638250153753,4,-0.025385819727130166
2017-07-14,78.14479849848131,4,0.005737234652897216
2017-07-21,80.12006697739565,4,-0.0062749572162008604
2017-07-28,81.56676720495274,4,0.025277030805226586
2017-08-04,81.9826935203754,4,0.018056652747996838
2017-08-11,82.58849924066494,4,0.005099212947566878
2017-08-18,83.61023127637712,4,0.007389434211977575
2017-08-25,83.64639878206606,4,0.012371359754762334
2017-09-01,83.66448253491049,4,0.000432572726289715
2017-09-08,83.9447807039997,4,0.00021619284401652727
2017-09-15,84.33358139015566,4,0.003350264778990919
2017-09-22,83.4022681186658,4,0.00463162429987074
2017-09-29,82.26299168946458,4,-0.011043207891068718
2017-10-06,83.48364500646588,4,-0.013660017346053932
2017-10-13,84.12561823244434,4,0.01483842602769836
2017-10-20,80.39534912136186,4,0.007689808296328371
2017-10-27,79.29304461782817,4,-0.04434165465239748
2017-11-03,78.87398670739387,4,-0.013711048158640216
2017-11-10,80.31335953018993,4,-0.005284926470588314
2017-11-17,80.5593283037057,4,0.018249018249018256
2017-11-24,80.57754821285505,4,0.003062613430126815
2017-12-01,82.3175495366148,4,0.00022616759018467825
2017-12-08,82.32665949118947,4,0.02159412097230029
2017-12-15,83.71137258653758,4,0.00011066843736173837
2017-12-22,83.9300114963294,4,0.01681974106451256
2017-12-29,83.70226263196291,4,0.0026118184786159127
2018-01-05,83.11922553918477,4,-0.002713556930424743
2018-01-12,81.63430294351542,4,-0.006965607313887623
2018-01-19,83.59877880101807,4,-0.017864971503726457
2018-01-26,80.53278647428698,4,0.024064342888576062
2018-02-02,77.33827949913002,4,-0.036675085099374116
2018-02-09,73.36350501567324,4,-0.03966716060640618
2018-02-16,75.82364257125387,4,-0.05139465875370941
2018-02-23,74.40080182082478,4,0.03353353353353339
2018-03-02,72.9779610703957,4,-0.01876513317191275
2018-03-09,73.7031508722273,4,-0.01912399753238725
2018-03-16,72.49144132992639,4,0.009937106918239014
2018-03-23,69.68247830004701,4,-0.016440403537177684
2018-04-06,71.99574197171239,4,-0.03874889198429776
2018-04-13,71.94066426524417,4,0.033197207219075375
2018-04-20,68.39383951931919,4,-0.0007650133877342702
2018-04-27,67.47636118430394,4,-0.04930208501895239
2018-05-04,67.12419778298495,4,-0.013414634146341253
2018-05-11,67.99533882835297,4,-0.0052190633154787225
2018-05-18,68.06947849178854,4,0.012978047770261014
2018-05-25,68.86647987372099,4,0.0010903639089545614
2018-06-01,68.06947849178854,4,0.011708645336963919
2018-06-08,71.52624029947229,4,-0.01157313955053152
2018-06-15,71.71158945806124,4,0.05078284547311096
2018-06-22,71.75792674770848,4,0.002591344908007276
2018-06-29,72.34177659726362,4,0.0006461617989146351
2018-07-06,73.50020883844452,4,0.008136381247578095
2018-07-13,73.50020883844452,4,0.016013323084806963
2018-07-20,73.58059895671397,4,0.0
2018-07-27,75.35745632857156,4,0.0010937399980202045
2018-08-03,76.99403548686149,4,0.02414844941535299
2018-08-10,76.15236620545524,4,0.021717547778605573
2018-08-17,78.26589128987534,4,-0.010931616664642596
2018-08-24,77.95727922002638,4,0.02775389905440262
2018-08-31,77.57385210294133,4,-0.003943123431712436
2018-09-07,76.60125648887191,4,-0.004918426103646678
2018-09-14,78.19107624263924,4,-0.012537673297166818
2018-09-21,80.25784192253677,4,0.0207544866316689
2018-09-28,77.83570476826772,4,0.02643224494677665
2018-10-05,76.82570163058024,4,-0.030179445350734024
2018-10-12,73.9359704310855,4,-0.012976090352036507
2018-10-19,82.3716509199913,4,-0.03761412051126001
2018-10-26,82.9000372260073,4,0.11409440411373994
2018-11-02,84.73995382731293,4,0.006414662084765377
2018-11-09,87.19317596238713,4,0.02219440018210772
2018-11-16,88.52357719717735,4,0.028950005567308867
2018-11-23,86.3722900941123,4,0.015258088951412008
2018-11-30,89.17462460994707,4,-0.024301854615220386
2018-12-07,87.23091784138828,4,0.03244483285995203
2018-12-14,91.18437966675785,4,-0.0217966352766904
2018-12-21,85.83446831834603,4,0.04532179556517035
2018-12-28,86.03261318310203,4,-0.05867135761589426
2019-01-04,87.26865972038941,4,0.0023084533362647264
2019-01-11,86.58930589836885,4,0.01436718578635654
2019-01-18,86.94159977295881,4,-0.0077846253649044295
2019-01-25,89.01480790580776,4,0.004068561018417904
2019-02-01,92.69522784806713,4,0.023845985561146366
2019-02-08,92.9234709452615,4,0.04134615384615414
2019-02-15,93.65575088209349,4,0.00246229609110471
2019-02-22,95.339043723902,4,0.007880462593388815
2019-03-01,93.61771036589441,4,0.01797319252640084
2019-03-08,93.58917997874512,4,-0.018054862842892483
2019-03-15,97.42176198580073,4,-0.000304754164973442
2019-03-22,96.67997191991897,4,0.04095112285336855
2019-03-29,98.952892762813,4,-0.0076142131979698435
2019-04-05,98.57248760082237,4,0.0235097383434979
2019-04-12,99.91341579683935,4,-0.003844305622296873
2019-04-26,101.38365366228042,4,0.013603473227207008
2019-05-03,101.59435084540628,4,0.014715119623480932
2019-05-10,101.5273108325935,4,0.002078216512374942
2019-05-17,102.906419667599,4,-0.0006598793363500333
2019-05-24,102.17855667134609,4,0.013583624186397358
2019-05-31,98.55839597945663,4,-0.007073057235923663
2019-06-07,104.17060276635408,4,-0.035429749742243666
2019-06-14,106.49784892542587,4,0.0569429598678457
2019-06-21,106.49784892542587,4,0.02234071894823919
2019-06-28,105.01339149885744,4,0.0
2019-07-05,108.36539213949585,4,-0.013938848920863167
2019-07-12,110.12758676200286,4,0.031919744642042946
2019-07-19,110.85843937215263,4,0.016261599646486546
2019-07-26,110.58854664087532,4,0.006636417192444455
2019-08-02,112.23682010689026,4,-0.002434570906877709
2019-08-09,112.56454699486986,4,0.014904558528719303
2019-08-16,114.87791326296104,4,0.0029199587770527557
2019-08-23,113.08505440519035,4,0.020551464291830968
2019-08-30,115.89001100525093,4,-0.015606645410303988
2019-09-06,118.43471390015121,4,0.02480395499488597
2019-09-13,117.71178694137272,4,0.021957913998170042
2019-09-20,117.82745525477728,4,-0.006104012370798384
2019-09-27,120.07334834004914,4,0.0009826400262036294
2019-10-04,119.52392385137749,4,0.01906086387434569
2019-10-11,116.71896725131693,4,-0.004575740547483331
2019-10-18,113.95379300216378,4,-0.023467741935483954
2019-10-25,119.56078136985346,4,-0.023690873165449045
2019-11-01,120.16222302867139,4,0.04920405209840806
2019-11-08,116.11704283952506,4,0.005030425963489016
2019-11-15,116.93189928050415,4,-0.033664325502542836
2019-11-22,116.68938248259371,4,0.007017543859648923
2019-11-29,118.40640141179969,4,-0.002074000331839909
2019-12-06,120.47264452999676,4,0.01471444010308387
2019-12-13,121.71433053529829,4,0.01745043421268222
2019-12-20,121.60762314421768,4,0.010306787986150256
2019-12-27,122.3157721941162,4,-0.0008767035944847734
2020-01-03,118.91083635145344,4,0.005823229100191396
2020-01-10,120.25922974783556,4,-0.027837259100642386
2020-01-17,122.62619369544159,4,0.01133953336596516
2020-01-24,122.11864983751259,4,0.019682181172864466
2020-01-31,121.61120459286256,4,-0.004138951415140091
2020-02-07,123.03595470284151,4,-0.004155346012465921
2020-02-14,123.0945060772242,4,0.011715615471031615
2020-02-21,123.64098557146272,4,0.00047588832487299726
2020-02-28,110.49620202254715,4,0.004439511653718142
2020-03-06,118.72267012331614,4,-0.10631412786108918
2020-03-13,111.31592126390491,4,0.07445023403691597
2020-03-20,99.95695463366164,4,-0.06238698010849908
2020-03-27,107.51008192902958,4,-0.1020426054177257
2020-04-03,112.30153606601364,4,0.07556379966806581
2020-04-17,121.67951452964235,4,0.04456748661160015
2020-04-24,116.6798069990416,4,0.08350712547792849
2020-05-01,114.75446248213535,4,-0.04108914758517357
2020-05-08,113.8998452731005,4,-0.016501094460347088
2020-05-15,112.5835383074605,4,-0.007447354904981607
2020-05-22,110.60907785900055,4,-0.011556705476498674
2020-05-29,113.87037571416825,4,-0.017537736672192605
2020-06-05,116.23776361505804,4,0.029484902309058647
2020-06-12,113.57568012484585,4,0.020790200138026238
2020-06-19,116.81733160739205,4,-0.022902053578974235
2020-06-26,113.19257585872677,4,0.02854177477945008
2020-07-10,120.9366847868034,4,-0.03102926337033285
2020-07-17,122.63521193179449,4,0.06841534322659015
2020-07-24,124.5083427874905,4,0.014044763571825936
2020-07-31,129.60887508967733,4,0.015274005126176826
2020-08-07,132.0108699529165,4,0.04096538583677356
2020-08-14,133.5430065940772,4,0.018532641854789755
2020-08-21,135.85603868460382,4,0.011606140022463185
2020-08-28,137.170710770245,4,0.01732050333086632
2020-09-04,136.37004581583196,4,0.0096769499417928
2020-09-11,136.54797136125703,4,-0.005836996468977396
2020-09-18,135.7868454169385,4,0.0013047260075380596
2020-09-25,136.03396423002894,4,-0.005574055306210801
2020-10-02,136.52820185620982,4,0.0018199024532286057
2020-10-09,141.27288306754642,4,0.0036331928498762878
2020-10-16,142.72594168851822,4,0.034752389226759606
2020-10-23,141.52583256386347,4,0.010285474391267702
2020-10-30,136.27750838956092,4,-0.008408486295181206
2020-11-06,142.37073323586296,4,-0.037083860092709586
2020-11-13,143.41443406597998,4,0.0447118891320204
2020-11-20,138.4643101288537,4,0.007330866438595374
2020-11-27,137.77844958334822,4,-0.03451621846409758
2020-12-04,136.6452886820783,4,-0.0049533381191674275
2020-12-11,135.69104792311424,4,-0.008224514825770468
2020-12-18,138.20586992330087,4,-0.006983341820033129
2021-01-08,137.95736972565396,4,0.018533440773569554
2021-01-15,133.97142655539767,4,-0.0017980437284235151
2021-01-22,130.0,4,-0.028892571510915732
2021-01-29,128.21,4,-0.029643832700068096
2021-02-05,129.57,4,-0.013769230769230756
2021-02-12,127.62,4,0.010607596911317296
2021-02-19,127.12,4,-0.01504978004167623
2021-02-26,123.53,4,-0.0039178812098417115
2021-03-05,125.98,4,-0.028241032095657648
2021-03-12,128.14,4,0.019833238889338745
2021-03-19,128.01,4,0.017145578663279704
