Date,WMT,dayofweek,weekly_ret
2015-02-06,75.48152170123274,4,-0.039882499152638085
2015-02-13,74.16774736267928,4,0.027653565544834002
2015-02-20,72.86261627635314,4,-0.01740524447497993
2015-02-27,72.54281594394209,4,-0.017597016664724463
2015-03-06,71.3846201454805,4,-0.00438908659549242
2015-03-13,71.21810605426846,4,-0.0159656856904562
2015-03-20,72.38333513989384,4,-0.002332632587701444
2015-03-27,70.73984038479534,4,0.016361416361416303
2015-04-10,70.13113862364776,4,-0.022705430081691458
2015-04-17,67.72241879739228,4,-0.008604794099569602
2015-04-24,69.42678372860554,4,-0.034345939243645374
2015-05-01,68.3485120374298,4,0.025166923472008218
2015-05-08,68.71856194517909,4,-0.015531062124248596
2015-05-15,69.33985545060474,4,0.005414161870073153
2015-05-22,66.3821483402685,4,0.009041130778046469
2015-05-29,64.99080091262512,4,-0.04265522463402316
2015-06-05,63.931976769575755,4,-0.020959662536251034
2015-06-12,63.380688166169904,4,-0.016291907903594915
2015-06-19,63.65195716149659,4,-0.008623049548316164
2015-06-26,63.1094191708432,4,0.00427999447742633
2015-07-10,63.98448044609062,4,-0.00852350838603233
2015-07-17,64.2207469904074,4,0.013865779256794442
2015-07-24,62.6368860822096,4,0.0036925601750543713
2015-07-31,62.98691059230856,4,-0.02466276059408634
2015-08-07,62.7637134232345,4,0.0055881531153954
2015-08-14,63.759123895771395,4,-0.0035435484448306243
2015-08-21,58.61470163062489,4,0.015859649122806685
2015-08-28,57.2052708730505,4,-0.08068527217463362
2015-09-04,56.280331938392315,4,-0.024045686804929356
2015-09-11,56.94981154824015,4,-0.01616877117339066
2015-09-18,55.795840115476125,4,0.01189544529660358
2015-09-25,56.18343357380907,4,-0.02026295436968284
2015-10-02,57.24050664198987,4,0.00694663719608446
2015-10-09,58.74683576414749,4,0.01881467544684856
2015-10-16,51.87586082097235,4,0.02631578947368407
2015-10-23,51.35613322911679,4,-0.11695906432748537
2015-10-30,50.422385352223756,4,-0.01001867889285113
2015-11-06,51.7789624563891,4,-0.0181818181818183
2015-11-13,49.70005208896689,4,0.026904262753319363
2015-11-20,52.915316004683454,4,-0.040149710785981396
2015-11-27,52.75675504445635,4,0.06469337114498375
2015-12-04,52.99547813385702,4,-0.0029965040785747687
2015-12-11,52.728990647431324,4,0.004524976738988329
2015-12-18,52.27596192050764,4,-0.005028494803888672
2016-01-08,56.44204962496271,4,-0.0085916442048517
2016-01-15,55.01190011447813,4,0.07969413763806288
2016-01-22,55.68700174675657,4,-0.025338369531004212
2016-01-29,58.947031997364256,4,0.012271919909575546
2016-02-05,59.515538635072424,4,0.05854203222204468
2016-02-12,58.787139505508854,4,0.009644364074744116
2016-02-19,57.436936240951965,4,-0.012238805970149258
2016-02-26,59.080275740577115,4,-0.022967663946812045
2016-03-04,59.320114478360246,4,0.028611197030621982
2016-03-11,60.10832629608839,4,0.004059539918809252
2016-03-18,59.9114551961161,4,0.013287429140341311
2016-04-01,61.79962801857771,4,-0.0032752716986748087
2016-04-08,60.904759382339975,4,0.03151605675877511
2016-04-15,61.79962801857771,4,-0.014480162177816447
2016-04-22,61.49537268225688,4,0.014692918013517575
2016-04-29,59.83986570521707,4,-0.00492325514045755
2016-05-06,61.07478442322515,4,-0.02692083818393487
2016-05-13,58.550299498061854,4,0.020637056976222645
2016-05-20,62.98620146188176,4,-0.04133432396043457
2016-05-27,63.78863088216625,4,0.07576224206960291
2016-06-03,63.89682361299114,4,0.012739765244775159
2016-06-10,64.1402572573471,4,0.0016961130742052521
2016-06-17,63.96895210020772,4,0.0038097925779594366
2016-06-24,64.87957425131708,4,-0.0026707899915657807
2016-07-01,65.64593942799328,4,0.01423537702607458
2016-07-08,66.5745937009068,4,0.011812117843246206
2016-07-15,66.42132066557157,4,0.014146408460376403
2016-07-22,66.31312793474669,4,-0.0023022751895990234
2016-07-29,65.79019640242645,4,-0.001628885570788774
2016-08-05,66.50246521369023,4,-0.007885791978246237
2016-08-12,67.07011128740105,4,0.010826367000137394
2016-08-19,66.0897929738215,4,0.008535714757142099
2016-08-26,64.573930396342,4,-0.014616321559074219
2016-09-02,65.80840530973848,4,-0.022936409833814064
2016-09-09,63.811460596891244,4,0.019117233623840324
2016-09-16,66.14425510235371,4,-0.030344827586206824
2016-09-23,65.67224998840797,4,0.036557610241821026
2016-09-30,65.46347849570125,4,-0.0071359956086185505
2016-10-07,62.35913716936598,4,-0.0031789910158943613
2016-10-14,62.13221163381515,4,-0.047420965058236564
2016-10-21,62.032364398172795,4,-0.003639010189228631
2016-10-28,63.53007293280822,4,-0.0016070124178231282
2016-11-04,62.77668015477949,4,0.02414398595258982
2016-11-11,64.6556235891403,4,-0.011858836976710863
2016-11-18,62.213904826613465,4,0.02993059572006951
2016-11-25,64.6556235891403,4,-0.03776498666292283
2016-12-02,64.33792783936914,4,0.039247154946016716
2016-12-09,64.06227438428645,4,-0.0049136599747299226
2016-12-16,64.88499194915315,4,-0.004284462747555451
2016-12-23,63.56864384536644,4,0.012842465753424737
2016-12-30,63.18470898176198,4,-0.020287404902789574
2017-01-06,62.39855664200047,4,-0.006039689387402958
2017-01-13,61.365589032778956,4,-0.01244212962962965
2017-01-20,61.411295564160454,4,-0.016554351010840906
2017-01-27,60.02181701016335,4,0.0007448234768361317
2017-02-03,60.78968673737227,4,-0.02262578148258443
2017-02-10,62.17916529136935,4,0.01279317697228155
2017-02-17,63.4132416386694,4,0.02285714285714291
2017-02-24,66.17391613411097,4,0.01984710379300214
2017-03-03,64.01656785290497,4,0.04353466916534532
2017-03-10,64.54876737031165,4,-0.0326011880093936
2017-03-17,64.35539731114238,4,0.008313465330249459
2017-03-24,64.09757056558337,4,-0.0029957203994294135
2017-03-31,66.37197078533615,4,-0.00400629560738297
2017-04-07,67.12703482590186,4,0.03548340755638546
2017-04-21,69.00548682926042,4,0.01137624861265274
2017-04-28,69.22648118259673,4,0.027983539094650123
2017-05-05,70.44195012594638,4,0.0032025620496398677
2017-05-12,70.17806188272333,4,0.01755786113327984
2017-05-19,73.01447542599547,4,-0.0037461802626308494
2017-05-26,72.42123860648756,4,0.040417382115969014
2017-06-02,73.8023680769044,4,-0.008124920655071866
2017-06-09,73.61698157080819,4,0.019070779470114152
2017-06-16,69.74240359339721,4,-0.0025119316754582677
2017-06-23,69.37163058120478,4,-0.052631578947368696
2017-06-30,70.15025390680891,4,-0.005316321105794719
2017-07-07,69.82582752114052,4,0.011223944414751719
2017-07-14,70.76202937692642,4,-0.004624735729387042
2017-07-21,70.58591219613504,4,0.013407672905880741
2017-07-28,73.97848525769581,4,-0.002488865601257162
2017-08-04,74.59953005311814,4,0.048063033486539286
2017-08-11,74.9911019729177,4,0.008394937977697081
2017-08-18,73.97443156059829,4,0.005248986414803758
2017-08-25,73.3401784593348,4,-0.013557213930348366
2017-09-01,73.09766992061641,4,-0.008573950321523305
2017-09-08,73.57335974656402,4,-0.003306625969731525
2017-09-15,74.97244746993934,4,0.006507592190889255
2017-09-22,74.17963109336,4,0.0190162271805272
2017-09-29,72.88314313636553,4,-0.010574769843244347
2017-10-06,73.68528676443405,4,-0.017477681378096244
2017-10-13,80.79265239918074,4,0.011005886869720927
2017-10-20,81.55748702129256,4,0.0964556962025318
2017-10-27,82.23837638000191,4,0.00946663588085861
2017-11-03,83.64679135486641,4,0.008348581884721318
2017-11-10,84.80337053952334,4,0.01712600657820129
2017-11-17,90.91272026492895,4,0.013826940231935758
2017-11-24,90.1199038883496,4,0.0720413550373955
2017-12-01,90.80079324705892,4,-0.008720631989330041
2017-12-08,90.52917246554934,4,0.007555371558683355
2017-12-15,91.05425104225269,4,-0.0029913921651602005
2017-12-22,92.0856553893485,4,0.005800103573278204
2017-12-29,92.59198115974104,4,0.011327360724950664
2018-01-05,93.88592479518856,4,0.005498421749313032
2018-01-12,94.5797786286894,4,0.013974683544303756
2018-01-19,98.06780060250445,4,0.007390392489763142
2018-01-26,101.63083380156284,4,0.036879151382968045
2018-02-02,97.96466016779488,4,0.036332345348503825
2018-02-09,93.17331815537688,4,-0.03607343850908751
2018-02-16,98.24595226245737,4,-0.04890888208269528
2018-02-23,87.09740891066679,4,0.05444299084230653
2018-03-02,83.23433081063506,4,-0.1134758541706431
2018-03-09,83.67945827362645,4,-0.044353536440951635
2018-03-16,84.10389195513156,4,0.005347883002797094
2018-03-23,80.56694460925576,4,0.005072137060414983
2018-04-06,81.76479077705903,4,-0.04205450263541577
2018-04-13,81.13285618459591,4,0.014867712479513129
2018-04-20,82.0383147051401,4,-0.007728688430037933
2018-04-27,82.33070235239917,4,0.01116019530341772
2018-05-04,82.55706698253522,4,0.0035640377098185017
2018-05-11,79.13739452787998,4,0.0027494558368654776
2018-05-18,79.38416500733848,4,-0.041421922794067645
2018-05-25,78.26420667748842,4,0.003118253777884661
2018-06-01,78.76723880869227,4,-0.014108082257293209
2018-06-08,80.06752941199277,4,0.0064273587193792725
2018-06-15,79.44111204105968,4,0.016508013013616152
2018-06-22,80.50412333718855,4,-0.00782361308677093
2018-06-29,81.29189063699835,4,0.013381123058542332
2018-07-06,80.20989699629574,4,0.009785427965102622
2018-07-13,83.23758095580565,4,-0.013309982486865213
2018-07-20,83.5792631581328,4,0.03774701218790666
2018-07-27,83.64570136414085,4,0.004104903078677502
2018-08-03,85.04090369030999,4,0.0007949125596182771
2018-08-10,86.09142003566284,4,0.016679904686258906
2018-08-17,93.4136776501398,4,0.01235307128412555
2018-08-24,90.6451578219803,4,0.08505211798624956
2018-08-31,91.51390025081659,4,-0.02963719979560564
2018-09-07,91.48526039052528,4,0.009583991574513284
2018-09-14,90.30147949848468,4,-0.0003129563947423808
2018-09-21,91.55208673120501,4,-0.012939580507148052
2018-09-28,89.65230933188177,4,0.013849244106142411
2018-10-05,89.07951212605566,4,-0.020750782064650752
2018-10-12,90.51150514062091,4,-0.006389095942924139
2018-10-19,92.74541424334272,4,0.016075447433286927
2018-10-26,94.45425924072391,4,0.02468094082902672
2018-11-02,96.74544806402832,4,0.01842511580030881
2018-11-09,100.7741217450052,4,0.024257125530624757
2018-11-16,93.2609317285862,4,0.041641997237023665
2018-11-23,90.78835712343685,4,-0.0745547555892383
2018-11-30,93.22274524819781,4,-0.026512437301668745
2018-12-07,89.45310057342206,4,0.026813880126183243
2018-12-14,88.1668342919714,4,-0.040436962725559966
2018-12-21,83.63610530059303,4,-0.014379225238759785
2018-12-28,88.435606350782,4,-0.05138813282525834
2019-01-04,89.69307562593151,4,0.057385515895787886
2019-01-11,91.03693591998443,4,0.014219038315423926
2019-01-18,93.81104752699366,4,0.014982876712328785
2019-01-25,93.0527263610638,4,0.030472374525516654
2019-02-01,90.09623371414742,4,-0.00808349534431596
2019-02-08,91.74726207541241,4,-0.031772230245512456
2019-02-15,95.98042200167906,4,0.0183251651395695
2019-02-22,95.55806590926242,4,0.04613935969868144
2019-03-01,94.00302756900122,4,-0.004400440044004417
2019-03-08,93.67666149758837,4,-0.01627322953289778
2019-03-15,94.98316171708484,4,-0.0034718676605738352
2019-03-22,94.848050533988,4,0.013946912695325997
2019-03-29,94.12424062454059,4,-0.0014224751066855834
2019-04-05,95.37884446758277,4,-0.007631257631257715
2019-04-12,98.01351253797131,4,0.01332923203116998
2019-04-26,97.98456014159342,4,0.0276231913386622
2019-05-03,98.51535407518818,4,-0.0002953918865694627
2019-05-10,98.87496122067554,4,0.005417118093174356
2019-05-17,97.85623185867271,4,0.003650264964920158
2019-05-24,99.61232723507759,4,-0.01030320871357071
2019-05-31,98.41895855387428,4,0.017945667261550335
2019-06-07,102.90136774668676,4,-0.011980130515242826
2019-06-14,105.82172525109492,4,0.045544164037854884
2019-06-21,107.82037523750047,4,0.028380162172355394
2019-06-28,107.19943543589876,4,0.018886953332721834
2019-07-05,108.64506091150278,4,-0.005759020966435546
2019-07-12,111.18703322430986,4,0.013485383292605624
2019-07-19,110.50788031630799,4,0.023397035184854253
2019-07-26,109.65408808910558,4,-0.006108202443280808
2019-08-02,106.1418973362958,4,-0.007726075504829066
2019-08-09,104.59337434807034,4,-0.03202972925145986
2019-08-16,110.1603781467978,4,-0.014589177573481438
2019-08-23,108.05447128072927,4,0.05322520507084261
2019-08-30,111.3985733874955,4,-0.01911673599433572
2019-09-06,111.85680312224189,4,0.030948299196968287
2019-09-13,114.48918670482756,4,0.004113425520742009
2019-09-20,114.05045610772993,4,0.023533513466399425
2019-09-27,115.48364272491548,4,-0.0038320701694628534
2019-10-04,115.20090522900813,4,0.012566250641135479
2019-10-11,117.2288155444815,4,-0.002448290417897847
2019-10-18,116.15636297379848,4,0.01760324983073769
2019-10-25,116.05886728555456,4,-0.009148369926812894
2019-11-01,114.67442851249099,4,-0.0008393486654356686
2019-11-08,116.4488500385302,4,-0.011928763440860135
2019-11-15,115.89312461553992,4,0.015473558918551067
2019-11-22,116.37085348793508,4,-0.004772270596114958
2019-11-29,116.10761512967652,4,0.004122150248170087
2019-12-06,117.30193977558157,4,-0.00226206434316345
2019-12-13,117.80138867594513,4,0.010286359293239844
2019-12-20,117.80138867594513,4,0.004257805977625706
2019-12-27,117.11587057740692,4,0.0
2020-01-03,115.4510409095284,4,-0.005819270097264906
2020-01-10,113.97228043982453,4,-0.014215235387574299
2020-01-17,112.5816580113613,4,-0.01280855034354067
2020-01-24,112.00386418545051,4,-0.012201409176834543
2020-01-31,112.12138157377136,4,-0.005132219902574842
2020-02-07,114.04083224967836,4,0.001049226195680708
2020-02-14,115.4510409095284,4,0.01711939907415494
2020-02-21,116.1267658923732,4,0.012365822241305224
2020-02-28,105.45226978656392,4,0.0058529137331408965
2020-03-06,114.80469527376378,4,-0.09192106594703975
2020-03-13,111.73945006172865,4,0.08868870728083178
2020-03-20,112.11670678551823,4,-0.02669965026017218
2020-03-27,107.79809361724216,4,0.003376217831582151
2020-04-03,117.5371073680242,4,-0.03851890848468886
2020-04-17,129.97156532861865,4,0.09034495345866023
2020-04-24,127.33514544456855,4,0.10579176431201875
2020-05-01,120.92116871173029,4,-0.020284589766878636
2020-05-08,121.47663851104684,4,-0.05037082818294181
2020-05-15,124.44092934831005,4,0.004593652254889946
2020-05-22,122.85009326564544,4,0.024402147388970175
2020-05-29,122.58330709029177,4,-0.012783865332698263
2020-06-05,120.11306472590576,4,-0.0021716399903480843
2020-06-12,116.33853439312391,4,-0.02015153957762361
2020-06-19,118.42341894866571,4,-0.03142481079302417
2020-06-26,116.91163062166149,4,0.017920842534397963
2020-07-10,129.12450887118595,4,-0.012765957446808418
2020-07-17,130.17189163368562,4,0.10446247464503022
2020-07-24,129.67784316080844,4,0.008111417202326221
2020-07-31,127.8597447806203,4,-0.003795354486108793
2020-08-07,128.42296003970029,4,-0.014020115818348278
2020-08-14,131.55826246781405,4,0.004404945904172841
2020-08-21,130.59588302140546,4,0.024413877605254708
2020-08-28,139.19776941353177,4,-0.007315233785821995
2020-09-04,141.7078931242676,4,0.065866443819798
2020-09-11,135.62605188046894,4,0.0180327868852459
2020-09-18,134.22712918001935,4,-0.04291815444934555
2020-09-25,136.1915738232039,4,-0.01031455742501819
2020-10-02,139.3961981653686,4,0.014635228028679004
2020-10-09,141.65828593630837,4,0.02353026881328768
2020-10-16,143.57312339153376,4,0.01622775800711751
2020-10-23,142.71987975863541,4,0.013517299341644806
2020-10-30,137.6599465867964,4,-0.005942920323405376
2020-11-06,144.6247957762689,4,-0.035453597497393186
2020-11-13,149.35732150757713,4,0.0505945945945947
2020-11-20,149.05967837982192,4,0.03272278246552762
2020-11-27,150.4089938923123,4,-0.0019928258270225374
2020-12-04,147.74012718010704,4,0.009052183173588801
2020-12-11,146.38074448529414,4,-0.017744063324538262
2020-12-18,145.33516773897057,4,-0.009201174526915712
2021-01-08,146.01230315563726,4,-0.0071428571428574505
2021-01-15,144.03068627450978,4,0.004659129838986198
2021-01-22,145.71356694240197,4,-0.01357157471185999
2021-01-29,139.89816865808822,4,0.011684181415929418
2021-02-05,143.75186580882354,4,-0.03990979293377994
2021-02-12,143.86140242034313,4,0.027546444586803442
2021-02-19,137.75722579656863,4,0.0007619839290660124
2021-02-26,129.37269607843135,4,-0.042430954523430375
2021-03-05,128.5760661764706,4,-0.0608645366488364
2021-03-12,133.55500306372548,4,-0.006157635467980094
2021-03-19,131.74,4,0.038723667905824044
