Date,MCD,dayofweek,weekly_ret
2015-02-06,79.34329809429667,4,0.032157213041536625
2015-02-13,80.74461605191486,4,0.01676763305928164
2015-02-20,79.51213158316634,4,0.01766145334610081
2015-02-27,84.2013040125943,4,-0.015263983272347126
2015-03-06,82.69436459801095,4,0.05897430160733763
2015-03-13,82.0302896017539,4,-0.017896865520728222
2015-03-20,82.62625434198459,4,-0.00803047462164086
2015-03-27,82.54963030395494,4,0.007265179034768865
2015-04-10,83.2647879922318,4,-0.0009273570324573877
2015-04-17,80.77876364726944,4,0.008663366336634004
2015-04-24,84.06508350054158,4,-0.02985685071574662
2015-05-01,83.2647879922318,4,0.04068296795952775
2015-05-08,83.6308806183735,4,-0.009519951387482073
2015-05-15,83.46911876031089,4,0.004396728016359708
2015-05-22,84.27792805062397,4,-0.0019342359767889894
2015-05-29,82.39225682046761,4,0.00968992248061995
2015-06-05,82.05729403343557,4,-0.02237443745678791
2015-06-12,81.64503214170385,4,-0.004065464401125984
2015-06-19,82.52108866163377,4,-0.005024073686413999
2015-06-26,83.56033218037416,4,0.010730065221965068
2015-07-10,83.86952859917297,4,0.0125936719400499
2015-07-17,83.7406967580068,4,0.0037002775208141436
2015-07-24,82.53826624045594,4,-0.001536098310291778
2015-07-31,85.76765105902109,4,-0.014358974358974375
2015-08-07,84.96030485437981,4,0.03912591050988512
2015-08-14,85.26091248376753,4,-0.009413178449829585
2015-08-21,83.42291154979692,4,0.0035382126971288397
2015-08-28,83.39714518156369,4,-0.02155736879218284
2015-09-04,82.18409579710458,4,-0.00030886440852473385
2015-09-11,84.40224324297266,4,-0.014545454545454639
2015-09-18,84.09031625839745,4,0.026989984185556093
2015-09-25,84.55820673526027,4,-0.003695719125346608
2015-10-02,86.46442719655316,4,0.005564142194745214
2015-10-09,89.03782481929855,4,0.022543293370222317
2015-10-16,90.82274034214552,4,0.02976250125263058
2015-10-23,97.55516442589355,4,0.020046710782405608
2015-10-30,97.26056671823922,4,0.07412707498568949
2015-11-06,98.17901839504394,4,-0.003019806377120293
2015-11-13,95.28502914926297,4,0.00944320712694835
2015-11-20,98.6988967026693,4,-0.029476656958785208
2015-11-27,99.74731795638037,4,0.03582795307811204
2015-12-04,101.46755096324435,4,0.010622421209726784
2015-12-11,101.36276519632878,4,0.01724590737984788
2015-12-18,101.86922973642069,4,-0.001032702237521499
2016-01-08,100.83883636175092,4,0.004996554100620054
2016-01-15,100.57687194446197,4,-0.01011486370649739
2016-01-22,103.38862335669646,4,-0.0025978524419815185
2016-01-29,108.0865185734112,4,0.027956242403194942
2016-02-05,100.7689791838072,4,0.04543918918918899
2016-02-12,102.97821243627716,4,-0.06770075941185949
2016-02-19,101.75571182226213,4,0.021923743500866566
2016-02-26,102.99567673076308,4,-0.01187144916475913
2016-03-04,103.10125917743734,4,0.012185703252381774
2016-03-11,106.9462199438258,4,0.001025115325473891
2016-03-18,109.1722498612086,4,0.03729305342208544
2016-04-01,111.75901980472855,4,0.020814479638008976
2016-04-08,112.58608230367709,4,0.02369439071566748
2016-04-15,112.4277086336657,4,0.007400409384348716
2016-04-22,110.42164214685431,4,-0.0014066895904967236
2016-04-29,111.29269733191714,4,-0.01784316794490548
2016-05-06,114.89129905606562,4,0.0078884462151394
2016-05-13,113.35155504206566,4,0.03233457190291733
2016-05-20,107.83487220333436,4,-0.013401746056057595
2016-05-27,108.44197127171151,4,-0.04866878832570065
2016-06-03,107.55448227510885,4,0.005629895561357845
2016-06-10,108.44966173203396,4,-0.008183999112105433
2016-06-17,108.36989326557527,4,0.008323032550473952
2016-06-24,105.86161815359705,4,-0.0007355344883950288
2016-07-01,106.71248179582291,4,-0.023145497669092907
2016-07-08,107.51902962334944,4,0.008037508372404911
2016-07-15,109.55755709951549,4,0.007558139534883379
2016-07-22,113.67892786654689,4,0.018959690050284417
2016-07-29,104.27511198736349,4,0.03761831567025342
2016-08-05,105.65776540598043,4,-0.08272259472945576
2016-08-12,105.93252345711588,4,0.01325966850828686
2016-08-19,101.93523697124245,4,0.0026004529821326283
2016-08-26,101.43003668367085,4,-0.03773427041499333
2016-09-02,103.45405165248852,4,-0.0049560907747153715
2016-09-09,102.337608895296,4,0.01995478888694424
2016-09-16,102.9628168393238,4,-0.010791677458343973
2016-09-23,104.65087828819892,4,0.006109268633269327
2016-09-30,103.03426917578413,4,0.016394864677307552
2016-10-07,101.32834464279397,4,-0.015447640180933808
2016-10-14,101.89996333447651,4,-0.01655686546463231
2016-10-21,101.75705866155589,4,0.005641251652710233
2016-10-28,100.12258646502602,4,-0.0014024016127616168
2016-11-04,99.17584300692677,4,-0.016062494514175407
2016-11-11,102.01607338122456,4,-0.009455842997323605
2016-11-18,107.17850469048278,4,0.028638328530259383
2016-11-25,107.76798646628046,4,0.05060409735597937
2016-12-02,106.42914327916658,4,0.0055000000000002824
2016-12-09,109.14747897523459,4,-0.012423385005275067
2016-12-16,110.92969906735868,4,0.02554127198917433
2016-12-23,110.83968795159485,4,0.01632855022266222
2016-12-30,109.56153010774828,4,-0.0008114248620576525
2017-01-06,108.6974233964154,4,-0.01153159006009441
2017-01-13,109.36350565306782,4,-0.007886953664147156
2017-01-20,110.04759013287304,4,0.006127856906260165
2017-01-27,110.58765682745607,4,0.006255144032921933
2017-02-03,111.82981022499708,4,0.004907574022574579
2017-02-10,113.25198585406578,4,0.011232296923327167
2017-02-17,115.03420594618986,4,0.012717321313586716
2017-02-24,115.79930043018251,4,0.015736766809728353
2017-03-03,115.97638466600313,4,0.0066510172143974255
2017-03-10,116.04892657978954,4,0.001529234072768615
2017-03-17,116.6473973685273,4,0.0006254886630181478
2017-03-24,117.28213911415831,4,0.005157055789966947
2017-03-31,117.5269680731874,4,0.005441542288557644
2017-04-07,117.84433894600288,4,0.0020875212617905703
2017-04-21,120.97270897804128,4,0.0027004089190647562
2017-04-28,126.8848749516327,4,0.026546629732225435
2017-05-05,130.53917385862246,4,0.048871898658271684
2017-05-12,131.8086573498844,4,0.02880011434288554
2017-05-19,134.33855659318502,4,0.00972492358988597
2017-05-26,135.88914000036928,4,0.019193725921849092
2017-06-02,140.26734130086447,4,0.011542355720553621
2017-06-09,138.2053913116622,4,0.032218919778896904
2017-06-16,138.67069861011052,4,-0.01470014309873835
2017-06-23,141.0884718275379,4,0.0033667810932138664
2017-06-30,139.738168294786,4,0.017435357589314693
2017-07-07,142.57563044806875,4,-0.009570615623383238
2017-07-14,141.67238686872793,4,0.020305562810133404
2017-07-21,140.43156740619912,4,-0.00633518909579589
2017-07-28,142.19243620228778,4,-0.008758371973209833
2017-08-04,140.3403306810132,4,0.012538981288981343
2017-08-11,143.51536871748394,4,-0.013025344882900192
2017-08-18,143.93505765333924,4,0.022623846053829277
2017-08-25,144.9021669403102,4,0.0029243483788936597
2017-09-01,146.66454100224658,4,0.006719066937119544
2017-09-08,146.57276668211503,4,0.01216251005178104
2017-09-15,144.01226315044448,4,-0.0006257430698953792
2017-09-22,145.83857212106255,4,-0.017469162857679632
2017-09-29,143.79200478212874,4,0.01268162120825922
2017-10-06,146.47181492997032,4,-0.014033100497136908
2017-10-13,151.76719320156138,4,0.018636711769211223
2017-10-20,152.62069437878486,4,0.036152882205513936
2017-10-27,151.78554806558762,4,0.005623752796758641
2017-11-03,154.77739090187652,4,-0.005472038484666597
2017-11-10,151.96909670585075,4,0.01971098615393929
2017-11-17,153.0061465233374,4,-0.01814408538393142
2017-11-24,155.1995527744817,4,0.0068240835799264765
2017-12-01,159.58203885696855,4,0.014335412667946246
2017-12-08,159.84051615713605,4,0.028237749427377334
2017-12-15,160.68056738268032,4,0.0016197142361313865
2017-12-22,158.24349569538697,4,0.005255558764077239
2017-12-29,158.88968894580566,4,-0.015167183729748568
2018-01-05,160.6713360505315,4,0.004083537510208846
2018-01-12,160.22823210738719,4,0.011213107134557587
2018-01-19,162.58222180534102,4,-0.0027578282102848073
2018-01-26,164.6500402066808,4,0.014691478942213898
2018-02-02,156.36030393702396,4,0.012718600953895098
2018-02-09,148.43982095332066,4,-0.050347611572101436
2018-02-16,145.66118997652032,4,-0.05065533120793475
2018-02-23,150.52610201895808,4,-0.01871890547263677
2018-03-02,137.74935134473606,4,0.03339882121807425
2018-03-09,146.08287587135828,4,-0.08488063201565432
2018-03-16,150.83958106381158,4,0.06049774060834934
2018-03-23,143.9832364700019,4,0.03256168913762414
2018-04-06,149.8083422427914,4,-0.04545454545454575
2018-04-13,150.25428335458392,4,0.04045683313976012
2018-04-20,147.5043131651969,4,0.0029767441860466537
2018-04-27,147.06766249323337,4,-0.01830210845235869
2018-05-04,153.32012849815732,4,-0.002960256975499398
2018-05-11,153.65458433200166,4,0.0425142135186356
2018-05-18,149.55750036740812,4,0.0021814215597162345
2018-05-25,151.62926844927745,4,-0.026664248140758073
2018-06-01,148.80497474125832,4,0.013852652503416607
2018-06-08,157.9206351064711,4,-0.01862630966239809
2018-06-15,155.63003327110994,4,0.06125911032922837
2018-06-22,153.84429877905285,4,-0.01450476585163707
2018-06-29,146.49567411540437,4,-0.011474228042773205
2018-07-06,149.04805901766397,4,-0.04776663628076583
2018-07-13,148.19726405024412,4,0.01742293700938169
2018-07-20,147.69239670693997,4,-0.005708192196713036
2018-07-27,147.23427633986773,4,-0.00340672512775253
2018-08-03,146.04690314357853,4,-0.003101854782553648
2018-08-10,148.35620376943243,4,-0.008064516129031918
2018-08-17,150.66550439528638,4,0.015812047884258273
2018-08-24,149.01066143667848,4,0.015565918830350745
2018-08-31,152.6195280017781,4,-0.01098355569345355
2018-09-07,154.1905975435581,4,0.02421884803614005
2018-09-14,151.31187131730252,4,0.010294026998705741
2018-09-21,155.50766183008025,4,-0.01866992068334361
2018-09-28,157.37977463735103,4,0.02772942054215366
2018-10-05,156.70242728999676,4,0.012038717483363603
2018-10-12,154.1153367271854,4,-0.004303903401279285
2018-10-19,157.56792667828282,4,-0.016509575553821154
2018-10-26,163.0713738755361,4,0.022402637040654705
2018-11-02,166.27936617342218,4,0.03492745835572264
2018-11-09,174.92495245423547,4,0.019672320295373025
2018-11-16,176.4772067919223,4,0.05199434229137201
2018-11-23,171.15250403355415,4,0.008873830267828398
2018-11-30,178.43398801761234,4,-0.030172184018337878
2018-12-07,173.18064000690867,4,0.04254383554114205
2018-12-14,173.49300123997756,4,-0.029441408943822522
2018-12-21,164.84154163316106,4,0.0018036729339747648
2018-12-28,166.17617599263713,4,-0.0498663320421191
2019-01-04,168.7507897924775,4,0.008096468561584746
2019-01-11,172.62217598414918,4,0.015493278651173448
2019-01-18,172.81148582237273,4,0.022941440430782833
2019-01-25,174.16505116567114,4,0.0010966716016889144
2019-02-01,167.27417305433374,4,0.00783261214876485
2019-02-08,165.40947114783174,4,-0.03956521739130425
2019-02-15,170.35045792546654,4,-0.011147578089633181
2019-02-22,173.3794153370434,4,0.029871244635193195
2019-03-01,176.26415168637837,4,0.01778074123465001
2019-03-08,170.977655918427,4,0.016638286290948212
2019-03-15,176.5308577791759,4,-0.029991894082680437
2019-03-22,177.9405899839629,4,0.03247910863509751
2019-03-29,180.88388222233584,4,0.007985755139480633
2019-04-05,181.65542484792874,4,0.016540870403083607
2019-04-12,182.5031692143209,4,0.004265402843601995
2019-04-26,188.0468458574699,4,0.004666771537936931
2019-05-03,188.1420980334691,4,0.030375782881002067
2019-05-10,190.49482678064743,4,0.0005065342923720184
2019-05-17,189.76138502545413,4,0.012505062778452647
2019-05-24,188.3802284734669,4,-0.003850192509625705
2019-05-31,189.9614145950524,4,-0.007278385704246215
2019-06-07,196.86927659752533,4,0.008393588511907968
2019-06-14,196.68723862519943,4,0.03636455338679534
2019-06-21,195.70040119627467,4,-0.0009246642008953199
2019-06-28,198.95792280631747,4,-0.005017292610453694
2019-07-05,202.38790144277425,4,0.01664545187506139
2019-07-12,204.06456697735507,4,0.017239718771068002
2019-07-19,204.90769021760144,4,0.008284415830335012
2019-07-26,206.54603196853475,4,0.004131649373209978
2019-08-02,205.49212791822674,4,0.007995511291906565
2019-08-09,211.88261884145768,4,-0.0051025141478804326
2019-08-16,209.31492533707103,4,0.0310984707198807
2019-08-23,205.6645849446408,4,-0.012118471625593541
2019-08-30,209.94726776725585,4,-0.017439465372819818
2019-09-06,211.9314461936473,4,0.020823628062983435
2019-09-13,202.0876095345596,4,0.009450841858971382
2019-09-20,201.68306830199433,4,-0.046448211607507894
2019-09-27,205.31430746097286,4,-0.002001811162480438
2019-10-04,203.89841314699447,4,0.018004680261712425
2019-10-11,201.32668673997256,4,-0.006896228185400699
2019-10-18,200.82582616632038,4,-0.012612782842836068
2019-10-25,187.44706968934105,4,-0.002487800210505986
2019-11-01,186.8017301040583,4,-0.06661870503597123
2019-11-08,186.48387627847137,4,-0.003442783001901706
2019-11-15,186.83062590638443,4,-0.0017015571826335396
2019-11-22,186.03117537536258,4,0.0018594080884251074
2019-11-29,188.52584630951498,4,-0.004279012218384559
2019-12-06,189.3692105952476,4,0.013409961685823868
2019-12-13,191.08502069380702,4,0.004473467708761891
2019-12-20,191.1044083785365,4,0.009060660353211958
2019-12-27,192.10287414210498,4,0.00010146103896091496
2020-01-03,193.95439803377087,4,0.005224713401643433
2020-01-10,200.92427069402083,4,0.00963818943331507
2020-01-17,205.49007044781465,4,0.035935625749700106
2020-01-24,204.77272611282368,4,0.022723983210305443
2020-01-31,207.4191450783984,4,-0.0034908953674875898
2020-02-07,205.1313982803192,4,0.012923688695322788
2020-02-14,210.4436238961981,4,-0.011029583586483871
2020-02-21,209.2609751276995,4,0.02589669675346129
2020-02-28,189.4370674918008,4,-0.0056197890275921925
2020-03-06,194.01274780563168,4,-0.0947329411219715
2020-03-13,172.8124208931487,4,0.0241540917752483
2020-03-20,144.8705266099681,4,-0.10927285527506758
2020-03-27,160.0122235120268,4,-0.16168915485801394
2020-04-03,156.42192424659027,4,0.10451882281635094
2020-04-17,181.56377535265042,4,-0.02243765624047267
2020-04-24,179.53447576783842,4,0.16073099232832266
2020-05-01,178.20762603930748,4,-0.011176786673831374
2020-05-08,176.81248257474925,4,-0.007390501032496499
2020-05-15,169.5733465558526,4,-0.00782875287419238
2020-05-22,179.9149694399906,4,-0.04094244882193898
2020-05-29,182.99794380922427,4,0.06098613428456323
2020-06-05,193.64466832023757,4,0.01713573016647718
2020-06-12,185.79712875907555,4,0.058179476170030275
2020-06-19,183.23366464710648,4,-0.04052546155406789
2020-06-26,176.53526417062028,4,-0.013797113707247455
2020-07-10,181.583618781931,4,-0.03655660377358483
2020-07-17,188.06594182369182,4,0.02859686213419388
2020-07-24,195.1768537664719,4,0.03569883167459964
2020-07-31,190.81601826565102,4,0.03781073741382923
2020-08-07,200.9520142945861,4,-0.022342995169081892
2020-08-14,203.3386877781435,4,0.05311920938851111
2020-08-21,207.79774029474868,4,0.011876832844574858
2020-08-28,211.07818862194281,4,0.021929189006424155
2020-09-04,209.17230794619311,4,0.01578673725008284
2020-09-11,215.3665665341241,4,-0.009029263933865161
2020-09-18,217.6091450021629,4,0.02961318660558243
2020-09-25,215.54439213951926,4,0.010412844036697289
2020-10-02,219.98015307409824,4,-0.009488355200435672
2020-10-09,222.11406033884003,4,0.020579338161151428
2020-10-16,226.5992172749177,4,0.009700453586024116
2020-10-23,225.94719005513542,4,0.02019303473735734
2020-10-30,210.42696638425892,4,-0.002877446919824167
2020-11-06,213.9439616909629,4,-0.06868960692580095
2020-11-13,210.70358399265132,4,0.016713615023473904
2020-11-20,211.5037992169295,4,-0.015145917990395219
2020-11-27,215.69258014401524,4,0.003797824456114096
2020-12-04,209.42941522441302,4,0.01980475500957546
2020-12-11,206.46794774140673,4,-0.02903746116542527
2020-12-18,213.74242491442897,4,-0.014140647243048199
2021-01-08,214.527511931736,4,0.035232961108971894
2021-01-15,208.60457696572337,4,0.0036730518876697538
2021-01-22,212.05299715566696,4,-0.02760920924630561
2021-01-29,206.54745022417197,4,0.016530894192749335
2021-02-05,211.2579723280143,4,-0.025963070578311154
2021-02-12,212.56976329364124,4,0.022806004618938003
2021-02-19,210.92008677626185,4,0.006209427039232329
2021-02-26,206.14,4,-0.007760635811126848
2021-03-05,207.37,4,-0.02266302299283829
2021-03-12,212.34,4,0.0059668186669255
2021-03-19,222.44,4,0.023966822587645265
