Date,JPM,dayofweek,weekly_ret
2015-06-05,57.36577406946636,4,-0.010380622837370068
2015-06-12,58.07199763039275,4,0.024931590148981275
2015-06-19,57.92734943116686,4,0.012310886977158209
2015-06-26,58.66760786249935,4,-0.0024908424908425264
2015-07-10,57.419725114038016,4,0.012779083431257554
2015-07-17,59.26948807073186,4,-0.02127038742377274
2015-07-24,59.01257654896883,4,0.03221476510067123
2015-07-31,58.68715528806899,4,-0.004334633723450332
2015-08-07,58.27609685324813,4,-0.0055144391234943635
2015-08-14,58.139077374974526,4,-0.0070042317233330875
2015-08-21,54.465242613763145,4,-0.002351212343864484
2015-08-28,54.91911963554449,4,-0.06319045514803356
2015-09-04,52.6668619614219,4,0.008333333333333082
2015-09-11,53.57461600498462,4,-0.04101044752845773
2015-09-18,52.18729378746425,4,0.017235772357723667
2015-09-25,52.64117080924561,4,-0.025895140664961458
2015-10-02,52.452769026619364,4,0.00869707909419093
2015-10-09,53.41884535139842,4,-0.0035789816170492816
2015-10-16,53.85012942496049,4,0.01841802335142262
2015-10-23,55.09222755681926,4,0.008073631519457392
2015-10-30,55.420003452726434,4,0.023065833733781682
2015-11-06,59.05141535211909,4,0.005949585094723542
2015-11-13,56.54996772545907,4,0.06552529182879385
2015-11-20,58.25785265676488,4,-0.04236050248320189
2015-11-27,57.938702442328946,4,0.030201342281879207
2015-12-04,58.55975150825832,4,-0.005478235119928954
2015-12-11,55.26474118624408,4,0.010719071013845394
2015-12-18,55.54938867479507,4,-0.05626749153041688
2016-01-08,51.174007003162785,4,0.005150616513189155
2016-01-15,49.54116360251876,4,-0.07876561337600396
2016-01-22,49.46299556738155,4,-0.031907671418873074
2016-01-29,51.677756562935954,4,-0.001577840112201856
2016-02-05,50.157822546379,4,0.044776119402985204
2016-02-12,49.93200377820483,4,-0.02941176470588258
2016-02-19,50.21861990704128,4,-0.004502164502164452
2016-02-26,49.975430464392176,4,0.005740128718037862
2016-03-04,52.1554501109967,4,-0.004842615012106366
2016-03-11,51.53879116713645,4,0.04362182829336114
2016-03-18,52.52891961220783,4,-0.011823480432972655
2016-04-01,51.999114040722276,4,0.01921132457027297
2016-04-08,50.52186728299326,4,-0.010085978835978726
2016-04-15,54.135572026304,4,-0.028409075519481575
2016-04-22,55.9730490144281,4,0.07152753723588479
2016-04-29,55.29930745211593,4,0.03394213673832214
2016-05-06,53.89932498497375,4,-0.012036892293262325
2016-05-13,53.54932936818822,4,-0.025316455696202667
2016-05-20,55.57055405512473,4,-0.006493506493506329
2016-05-27,57.25053301569535,4,0.03774509803921555
2016-06-03,56.559291672543885,4,0.030231459612659606
2016-06-10,55.85930043897282,4,-0.012073972184013737
2016-06-17,54.494317533509175,4,-0.012376237623762054
2016-06-24,52.149346901046044,4,-0.024436090225564255
2016-07-01,54.0218234508487,4,-0.04303147077713532
2016-07-08,54.524475089225845,4,0.03590604026845634
2016-07-15,56.59681079130705,4,0.00930460333006855
2016-07-22,56.47335249416179,4,0.03800743975416476
2016-07-29,56.41162334558915,4,-0.0021813649111872557
2016-08-05,58.46632214807818,4,-0.0010930668332294058
2016-08-12,57.60211406806133,4,0.036423323432859256
2016-08-19,58.0783103570502,4,-0.01478129713423837
2016-08-26,58.39577454970945,4,0.00826699326393121
2016-09-02,59.515717673812894,4,0.005466140297601063
2016-09-09,58.774967890941326,4,0.019178495922681726
2016-09-16,58.04303655786583,4,-0.012446288339012956
2016-09-23,59.30407487870674,4,-0.01245311327831966
2016-09-30,58.72205719216479,4,0.02172591917350375
2016-10-07,60.49534416701678,4,-0.009814126394051992
2016-10-14,59.971305801746766,4,0.030197970909789484
2016-10-21,60.83286040227542,4,-0.008662457788871203
2016-10-28,61.38354478611848,4,0.014366113744076037
2016-11-04,60.18447395033119,4,0.009052416411154951
2016-11-11,68.11610547890936,4,-0.01953407611054836
2016-11-18,69.0220701103931,4,0.13178866587957483
2016-11-25,70.016854803787,4,0.0133002999087235
2016-12-02,72.4771705186987,4,0.014412559516149726
2016-12-09,75.93227092700431,4,0.035138906507674594
2016-12-16,75.4437605864984,4,0.04767156862745092
2016-12-23,77.31786389280298,4,-0.006433500994267982
2016-12-30,76.6428314222857,4,0.024841064280668457
2017-01-06,76.91429827564131,4,-0.008730614589316343
2017-01-13,77.43229981999653,4,0.0035419731802430743
2017-01-20,74.72618830379595,4,0.006734788666976188
2017-01-27,77.63771422551672,4,-0.03494809688581324
2017-02-03,77.86099075325603,4,0.03896259113182765
2017-02-10,77.70023165328372,4,0.002875877142528349
2017-02-17,80.58496439167575,4,-0.002064693737095613
2017-02-24,80.67427500277147,4,0.03712643678160932
2017-03-03,82.88024709683596,4,0.0011082788429566115
2017-03-10,81.52272580818091,4,0.02734418244215653
2017-03-17,80.98686214160651,4,-0.016379310344827314
2017-03-24,77.95923242546134,4,-0.006573181419807561
2017-03-31,78.45044078648783,4,-0.03738420820467547
2017-04-07,77.40865823434031,4,0.006300836292816969
2017-04-21,75.91761190492507,4,-0.013279499027709196
2017-04-28,78.14519919224422,4,-0.019262009747041176
2017-05-05,78.14519919224422,4,0.029342167534311514
2017-05-12,78.07334153781456,4,0.0
2017-05-19,76.15114928182145,4,-0.000919540229885274
2017-05-26,76.67211727643641,4,-0.024620340543027752
2017-06-02,74.22895702582831,4,0.006841236140599172
2017-06-09,78.10927036502939,4,-0.031865042174320624
2017-06-16,77.40865823434031,4,0.05227492739593398
2017-06-23,78.01944829699234,4,-0.008969641214351398
2017-06-30,82.09737018587495,4,0.007890461824089146
2017-07-07,84.7524475689705,4,0.05226801749942411
2017-07-14,83.3075470243743,4,0.03234058992491762
2017-07-21,82.07938156146754,4,-0.017048481619605815
2017-07-28,82.43157606921288,4,-0.014742547425474206
2017-08-04,84.58086562929971,4,0.004290901089228916
2017-08-11,82.55800486686503,4,0.0260736196319018
2017-08-18,81.94392213541164,4,-0.02391629297458897
2017-08-25,82.98244440184016,4,-0.007438197330999929
2017-09-01,82.81086246216937,4,0.012673572845492531
2017-09-08,79.84881634574718,4,-0.0020676896289040236
2017-09-15,82.73861743493957,4,-0.03576881134133025
2017-09-22,85.63744915253567,4,0.03619090703460759
2017-09-29,86.25153188398907,4,0.03503601833660741
2017-10-06,88.02968019613243,4,0.00717072656332407
2017-10-13,87.0669123359601,4,0.020615846157202355
2017-10-20,90.38210355259119,4,-0.010936855138258594
2017-10-27,92.43479729220384,4,0.038076361360317446
2017-11-03,92.10781952837172,4,0.02271128529795985
2017-11-10,88.56556042019061,4,-0.0035373882283582514
2017-11-17,89.13777150689677,4,-0.03845774578443906
2017-11-24,89.3012603888128,4,0.006460875807609234
2017-12-01,95.17777742212871,4,0.0018341145302627204
2017-12-08,96.21320700759706,4,0.0658055329536209
2017-12-15,96.40394403649911,4,0.010878900658459978
2017-12-22,97.5937797882215,4,0.001982441234777532
2017-12-29,97.13056128945937,4,0.012342189560957229
2018-01-05,98.90750831293579,4,-0.004746393671474891
2018-01-12,102.86052207511976,4,0.018294417327425316
2018-01-19,103.17092038439057,4,0.039966771275613766
2018-01-26,106.19273921876213,4,0.003017662199343407
2018-02-02,104.33034936313736,4,0.02928944341208717
2018-02-09,100.45949985928978,4,-0.017537826685006808
2018-02-16,104.69552384463242,4,-0.03710185509275454
2018-02-23,107.0965460604624,4,0.04216648491457642
2018-03-02,103.45393060754921,4,0.02293337983955346
2018-03-09,107.76298948919089,4,-0.03401244565680683
2018-03-16,105.38935535947302,4,0.04165195905400654
2018-03-23,97.69330316196472,4,-0.022026431718061734
2018-04-06,100.09070562001871,4,-0.07302494802494797
2018-04-13,101.20088761470406,4,0.024540090062052267
2018-04-20,102.27436937816013,4,0.011091759097992648
2018-04-27,100.37513241204556,4,0.0106074342701723
2018-05-04,99.4851518047358,4,-0.01857001883914955
2018-05-11,104.46720819410885,4,-0.008866544789762565
2018-05-18,101.96241741271135,4,0.050078391589043925
2018-05-25,101.53118969576744,4,-0.023976813630774862
2018-06-01,99.45762663131387,4,-0.0042292810222264166
2018-06-08,101.94406729709671,4,-0.0204229170431951
2018-06-15,98.99887374094804,4,0.02499999999999991
2018-06-22,97.02623631237492,4,-0.028890288902888805
2018-06-29,95.60410235224084,4,-0.019925857275254977
2018-07-06,95.99113905608964,4,-0.014657210401891052
2018-07-13,98.11279598314138,4,0.004048327365940851
2018-07-20,102.65129688796516,4,0.022102633096290347
2018-07-27,107.03297967209379,4,0.04625799172621292
2018-08-03,108.0107867776046,4,0.042685118619697926
2018-08-10,106.75624181204357,4,0.00913556838748586
2018-08-17,105.8706806598828,4,-0.011614997010846229
2018-08-24,105.78765930186778,4,-0.00829516979175704
2018-08-31,105.69541334851769,4,-0.0007841770497512002
2018-09-07,105.4555738698075,4,-0.0008719916288804086
2018-09-14,104.69915705233684,4,-0.00226915692092855
2018-09-21,108.71185602306515,4,-0.007172848145556521
2018-09-28,104.09033376022634,4,0.038325991189427144
2018-10-05,106.46611800541844,4,-0.04251166737377998
2018-10-12,99.34174943883706,4,0.022824254273838163
2018-10-19,100.23345658667513,4,-0.06691676845227701
2018-10-26,96.06286794730741,4,0.008976157082748903
2018-11-02,100.67002154447087,4,-0.04160874803076631
2018-11-09,103.37300883635507,4,0.047959775672017146
2018-11-16,102.1654887403243,4,0.026849972319616056
2018-11-23,99.06309095513764,4,-0.011681193278821222
2018-11-30,103.28012267512192,4,-0.030366396945176732
2018-12-07,95.94211593770432,4,0.04256915142991069
2018-12-14,93.15553110071029,4,-0.07104955481608055
2018-12-21,87.47089803324249,4,-0.029044437990124905
2018-12-28,89.94166992204386,4,-0.061023033203709054
2019-01-04,94.29755932711245,4,0.028246787724328204
2019-01-11,93.5670786808204,4,0.04843015933375505
2019-01-18,97.94996255857276,4,-0.007746548813188925
2019-01-25,96.82614617966189,4,0.046842157942147855
2019-02-01,97.28503786771715,4,-0.01147337221531708
2019-02-08,94.92502347200434,4,0.004739336492890933
2019-02-15,98.84901566170143,4,-0.02425876010781669
2019-02-22,98.33393315470065,4,0.04133780584056823
2019-03-01,97.80012037471798,4,-0.005210800568450691
2019-03-08,96.4702709930068,4,-0.005428571428571449
2019-03-15,99.78552931079383,4,-0.013597625203485397
2019-03-22,93.42660163345651,4,0.034365595573245145
2019-03-29,94.80327669762234,4,-0.06372595025809491
2019-04-05,99.37168893298953,4,0.014735364875701817
2019-04-12,104.938994646641,4,0.04818833688563595
2019-04-26,108.01516695621793,4,0.0560250688443642
2019-05-03,109.57212533376452,4,0.029313910619548578
2019-05-10,106.16568912592017,4,0.014414257010570308
2019-05-17,104.52380574596191,4,-0.03108852910781923
2019-05-24,103.52357793978045,4,-0.015465291974047002
2019-05-31,99.98503617262907,4,-0.009569377990430672
2019-06-07,103.00459181393158,4,-0.03418102269619927
2019-06-14,103.62737516495022,4,0.030200075500188994
2019-06-21,103.26880293254557,4,0.006046170758519542
2019-06-28,105.49572521800613,4,-0.0034602076124565784
2019-07-05,107.84979998250543,4,0.02156432748537984
2019-07-12,109.5698470172075,4,0.022314409040125716
2019-07-19,107.89731509396131,4,0.015948541721737763
2019-07-26,110.44412506799526,4,-0.015264527320034693
2019-08-02,107.31763073419985,4,0.023604016205742262
2019-08-09,104.28616662331612,4,-0.028308380657373733
2019-08-16,102.36655612049948,4,-0.028247587000797103
2019-08-23,100.7510423310003,4,-0.018407144158921085
2019-08-30,104.4002028908102,4,-0.015781656145562706
2019-09-06,107.01353402088236,4,0.03621958121109259
2019-09-13,114.25483700675505,4,0.0250318587292917
2019-09-20,112.99093504202922,4,0.06766716987834132
2019-09-27,111.86957841167101,4,-0.011062130915745039
2019-10-04,109.79743842939844,4,-0.009924306139612815
2019-10-11,111.253485423053,4,-0.01852281926590682
2019-10-18,115.48751681249588,4,0.013261210957947966
2019-10-25,120.72737013834484,4,0.03805751679008118
2019-11-01,122.42289854542942,4,0.04537159920371581
2019-11-08,124.8943467320273,4,0.014044275172578002
2019-11-15,124.08010992636521,4,0.020187793427230094
2019-11-22,125.28709625005251,4,-0.006519404816689667
2019-11-29,126.21628413416106,4,0.009727476260325663
2019-12-06,129.35828027836297,4,0.007416469149017946
2019-12-13,131.05380868544756,4,0.024893746205221445
2019-12-20,131.46571671654723,4,0.01310722748815163
2019-12-27,133.2857754586154,4,0.0031430450990426184
2020-01-03,133.38156802398746,4,0.013844360244826381
2020-01-10,131.19293017944173,4,0.0007187005893347642
2020-01-17,133.24658595427977,4,-0.01640884776637297
2020-01-24,128.3775898683962,4,0.015653707650474136
2020-01-31,127.61590533218866,4,-0.03654124457308228
2020-02-07,132.25350358428767,4,-0.005933158092377044
2020-02-14,132.5331093001107,4,0.03634028407373813
2020-02-21,130.94224919284179,4,0.0021141649048628253
2020-02-28,111.94834366969192,4,-0.012003491924923781
2020-03-06,104.20615781431664,4,-0.14505559237169574
2020-03-13,100.18562045230978,4,-0.06915855654121073
2020-03-20,80.50716300421391,4,-0.03858253145817925
2020-03-27,87.86368580328157,4,-0.1964199788278317
2020-04-03,81.905191583329,4,0.09137724550898163
2020-04-17,92.75117352648728,4,-0.06781520904202754
2020-04-24,88.39524007761776,4,0.1324211778703155
2020-05-01,90.87042373760178,4,-0.046963647825173704
2020-05-08,90.3344587718572,4,0.028001322897144965
2020-05-15,83.70798283174257,4,-0.005898123324396987
2020-05-22,87.18688270030276,4,-0.07335490830636426
2020-05-29,94.8268196665526,4,0.041559953434225694
2020-06-05,108.39160570866969,4,0.08762713758801821
2020-06-12,97.32149296165458,4,0.14304799095673637
2020-06-19,95.3140605445022,4,-0.10213072012946167
2020-06-26,90.2272657787083,4,-0.020626814859317166
2020-07-10,94.72456113098913,4,-0.05336877619875269
2020-07-17,96.58422063589792,4,0.04984408330970491
2020-07-24,96.7022942552572,4,0.019632284200685524
2020-07-31,95.08862145734696,4,0.0012224938875304847
2020-08-07,97.78463576605068,4,-0.01668701668701633
2020-08-14,100.76599465487273,4,0.028352649006622155
2020-08-21,95.75770530038292,4,0.030489031998390148
2020-08-28,101.1202155129506,4,-0.04970217752172623
2020-09-04,101.85817563394615,4,0.0560008220304149
2020-09-11,99.44750590536069,4,0.007297849566994197
2020-09-18,96.7711705332168,4,-0.02366692426584227
2020-09-25,91.96951001260574,4,-0.026912041159592448
2020-10-02,96.31855499233951,4,-0.04961870869344187
2020-10-09,100.48028447254049,4,0.04728789986091786
2020-10-16,100.78807981035163,4,0.043207972550376894
2020-10-23,103.07172263927299,4,0.0030632411067192944
2020-10-30,97.34275780323983,4,0.022657866220076706
2020-11-06,102.22776768075859,4,-0.05558231384259671
2020-11-13,113.26868431450019,4,0.05018359853121157
2020-11-20,113.75519952587908,4,0.10800310800310808
2020-11-27,120.3579059660213,4,0.004295231416549639
2020-12-04,121.46994073488742,4,0.05804311774461013
2020-12-11,118.70971157645201,4,0.009239399439036955
2020-12-18,118.23312524693796,4,-0.022723557299329733
2021-01-08,136.02,4,-0.004014720642355529
2021-01-15,138.64,4,0.1504390137358964
2021-01-22,133.79,4,0.019261873253933137
2021-01-29,128.67,4,-0.034982688978649756
2021-02-05,137.98,4,-0.03826892891845435
2021-02-12,141.25,4,0.0723556384549624
2021-02-19,148.02,4,0.02369908682417754
2021-02-26,147.17,4,0.047929203539823106
2021-03-05,150.91,4,-0.005742467234157722
2021-03-12,156.15,4,0.025412787932323155
2021-03-19,155.14,4,0.03472268239347964
