Date,VZ,dayofweek,weekly_ret
2015-05-29,38.186867291810735,4,-0.003615183771841668
2015-06-05,36.47988960744783,4,-0.003426728482160857
2015-06-12,36.49533736929728,4,-0.044700647249191094
2015-06-19,36.657538868716365,4,0.0004234596654673073
2015-06-26,36.78112096351187,4,0.004444444444444029
2015-07-10,36.73088423176107,4,0.003371260008428134
2015-07-17,37.19197405509594,4,-0.0013658292742256828
2015-07-24,35.98063638362297,4,0.012553191489361737
2015-07-31,36.56676751498085,4,-0.03256986761924763
2015-08-07,36.230718999668994,4,0.01629018245004321
2015-08-14,37.11382323758155,4,-0.009189997862791288
2015-08-21,36.027526874131595,4,0.0243744607420191
2015-08-28,36.00408162887728,4,-0.029269319856811915
2015-09-04,35.027196409947464,4,-0.0006507592190889699
2015-09-11,35.73836884932837,4,-0.027132624267419136
2015-09-18,34.831819366161504,4,0.020303435966086525
2015-09-25,34.55829150486115,4,-0.02536628034113253
2015-10-02,33.479810223162644,4,-0.00785281579537811
2015-10-09,34.956074710432546,4,-0.031207598371777223
2015-10-16,35.38352671096773,4,0.04409417130592219
2015-10-23,36.539230267970254,4,0.012228260869565188
2015-10-30,37.10916626868383,4,0.03266219239373602
2015-11-06,36.238430712038095,4,0.015597920277296451
2015-11-13,35.011485154946364,4,-0.023464163822525475
2015-11-20,35.929715378318235,4,-0.03385757972913961
2015-11-27,35.80306293371522,4,0.026226543070314356
2015-12-04,36.18302026752428,4,-0.0035250055078210885
2015-12-11,35.47851604442,4,0.010612425381384405
2015-12-18,36.06428360070894,4,-0.01947057536644059
2016-01-08,35.926893904359424,4,0.016510486390004298
2016-01-15,35.606332727430036,4,-0.003809577860207747
2016-01-22,37.6979944068942,4,-0.008922596475574807
2016-01-29,40.04610502790185,4,0.05874409182984497
2016-02-05,40.84750797022528,4,0.06228741496598622
2016-02-12,40.158301439827135,4,0.020012007204322613
2016-02-19,40.75935364656971,4,-0.016872670198155637
2016-02-26,40.887578117341455,4,0.014967072440630558
2016-03-04,41.52068644177697,4,0.003145890680298802
2016-03-11,42.097696560249844,4,0.015484123872991029
2016-03-18,42.66669264929948,4,0.013896931094383502
2016-04-01,43.28377291488852,4,0.013516086046068798
2016-04-08,42.25866145578597,4,0.01446280991735538
2016-04-15,41.58647500487945,4,-0.023683505158348606
2016-04-22,40.93858444978882,4,-0.015906477577615763
2016-04-29,41.254431095395496,4,-0.015579357351509504
2016-05-06,41.4002064702909,4,0.007715133531157159
2016-05-13,41.254431095395496,4,0.0035335689045938867
2016-05-20,40.21780620725049,4,-0.0035211267605635976
2016-05-27,40.99527487335925,4,-0.025127601099332764
2016-06-03,41.23823383151824,4,0.019331453886427985
2016-06-10,42.65549442077898,4,0.00592651126037147
2016-06-17,43.554442565967214,4,0.0343676355066771
2016-06-24,44.08085364197835,4,0.021074615530662477
2016-07-01,45.538607390932256,4,0.01208627742655266
2016-07-08,45.72599729670465,4,0.033069998162778
2016-07-15,45.67691751427525,4,0.004114967859331298
2016-07-22,45.889596571469234,4,-0.0010733452593920667
2016-07-29,45.32517907353137,4,0.0046561604584527405
2016-08-05,43.8773254918647,4,-0.012299465240641738
2016-08-12,43.88550545560293,4,-0.031943692474282526
2016-08-19,42.90390980701535,4,0.0001864280387771089
2016-08-26,42.59307118496262,4,-0.02236719478098792
2016-09-02,43.255648247759225,4,-0.007244995233555818
2016-09-09,42.388572091506866,4,0.015555982331476592
2016-09-16,42.437651873936254,4,-0.020045385779122515
2016-09-23,42.99388940813588,4,0.0011578541103822726
2016-09-30,42.51945151131854,4,0.013107170393215073
2016-10-07,41.3034828973297,4,-0.011035007610350256
2016-10-14,41.6013445528393,4,-0.028597937432592535
2016-10-21,39.88036609878389,4,0.007211538461538769
2016-10-28,39.88864003365915,4,-0.04136833731105827
2016-11-04,38.953685392754046,4,0.00020746887966804906
2016-11-11,38.631001932618666,4,-0.023439120514416212
2016-11-18,39.77280494540543,4,-0.008283772302463688
2016-11-25,41.92402801297468,4,0.029556650246305605
2016-12-02,41.21246961370177,4,0.05408778864156427
2016-12-09,42.60249067274653,4,-0.016972567594237264
2016-12-16,43.2478575930173,4,0.033728167034732026
2016-12-23,44.41448241042985,4,0.015148572538356886
2016-12-30,44.166264364171866,4,0.026975320451501528
2017-01-06,44.544796884715296,4,-0.005588673621460316
2017-01-13,43.95097777491155,4,0.008570625702510215
2017-01-20,44.093159815287095,4,-0.013330829891100127
2017-01-27,41.48370119192413,4,0.0032350142721218056
2017-02-03,40.63060894967085,4,-0.05918057663125931
2017-02-10,40.96515492702508,4,-0.020564516129032318
2017-02-17,41.140791565136034,4,0.0082338410868672
2017-02-24,42.320066135309695,4,0.004287464271130581
2017-03-03,41.89352001418306,4,0.028664362675340893
2017-03-10,41.27460995607774,4,-0.01007905138339904
2017-03-17,42.14442949719872,4,-0.01477340786584147
2017-03-24,41.550610387394975,4,0.021073961499493254
2017-03-31,40.772790990046396,4,-0.014090097241515998
2017-04-07,41.18281272967235,4,-0.018719806763285107
2017-04-21,39.98947598596421,4,0.010056258835114962
2017-04-28,38.85538291038342,4,-0.028976572133168954
2017-05-05,39.51552664094537,4,-0.028359788359788585
2017-05-12,38.79613924225608,4,0.01698976257895879
2017-05-19,38.440677233491954,4,-0.0182051831227239
2017-05-26,38.35604342188144,4,-0.009162303664921545
2017-06-02,39.303942111919106,4,-0.0022016732716867438
2017-06-09,39.54091678442853,4,0.024713150926743088
2017-06-16,39.46474635397907,4,0.00602928509905265
2017-06-23,38.41528709000879,4,-0.001926369863013755
2017-06-30,37.79746026525209,4,-0.026592322539138014
2017-07-07,37.287092322116756,4,-0.016082837629433855
2017-07-14,37.35569782776923,4,-0.0135027046672902
2017-07-21,37.930268937608645,4,0.0018399264029438367
2017-07-28,41.11184926224189,4,0.015381083562901576
2017-08-04,41.94369101827808,4,0.08387971964729846
2017-08-11,41.2147575207206,4,0.02023362536503992
2017-08-18,40.89745705707793,4,-0.01737885912901238
2017-08-25,41.74645018952722,4,-0.00769870994590105
2017-09-01,41.09469788582878,4,0.020759068987208806
2017-09-08,39.54249832044167,4,-0.015612161051766438
2017-09-15,41.04324375658943,4,-0.037771285475793004
2017-09-22,42.792684150727375,4,0.03795272175233144
2017-09-29,42.44108093425847,4,0.042624320936063276
2017-10-06,42.363899740399454,4,-0.008216432865731482
2017-10-13,41.539361638506826,4,-0.0018185492018587546
2017-10-20,42.988812828149655,4,-0.01946322474902673
2017-10-27,42.4159758310453,4,0.03489343919765964
2017-11-03,41.15747030710392,4,-0.013325257419745551
2017-11-10,38.95291580309624,4,-0.029670554532432836
2017-11-17,39.4216006189089,4,-0.053563897089835666
2017-11-24,40.80161702102393,4,0.012032085561497485
2017-12-01,44.481660759997375,4,0.035006605019814785
2017-12-08,44.34279118494178,4,0.09019357583492882
2017-12-15,45.71412823861585,4,-0.003121951219511976
2017-12-22,46.16545435754654,4,0.03092581718535925
2017-12-29,45.93979129808119,4,0.00987279286121101
2018-01-05,45.549220618237314,4,-0.004888136867832182
2018-01-12,45.52566310749111,4,-0.00850179482335156
2018-01-19,45.569555956611325,4,-0.0005171880095082848
2018-01-26,48.03633407716764,4,0.0009641342074815373
2018-02-02,46.508862927784,4,0.05413215180119457
2018-02-09,43.78750628233043,4,-0.031798245614035436
2018-02-16,44.02452766757961,4,-0.058512646281615566
2018-02-23,42.391713680307475,4,0.005412991178829207
2018-03-02,42.36537797083534,4,-0.037088733798604
2018-03-09,43.02377070763863,4,-0.000621246634914141
2018-03-16,42.628735065556654,4,0.015540820555325574
2018-03-23,40.63599971549871,4,-0.00918179963272825
2018-04-06,41.68064952455993,4,-0.04674629324546953
2018-04-13,42.36476803610332,4,0.025707496219486092
2018-04-20,42.57810299893725,4,0.016413336148715096
2018-04-27,45.84035013893934,4,0.0050356693243811534
2018-05-04,42.8358827456949,4,0.07661795407098149
2018-05-11,43.218107887439025,4,-0.0655419817723486
2018-05-18,42.435879690381306,4,0.008923013073251829
2018-05-25,43.12921831959156,4,-0.018099547511312153
2018-06-01,42.49810238787453,4,0.016338500209468032
2018-06-08,43.71588946738484,4,-0.014633140972794778
2018-06-15,42.7203263074932,4,0.028655093076762173
2018-06-22,44.23144896090015,4,-0.02277348515656763
2018-06-29,44.72034158406124,4,0.03537245110278797
2018-07-06,45.760349527876606,4,0.011053054662379713
2018-07-13,46.22950039817854,4,0.02325581395348819
2018-07-20,45.51910737513709,4,0.010252344554670278
2018-07-27,46.76903940302015,4,-0.015366660182843717
2018-08-03,47.00283963845152,4,0.02745950217305415
2018-08-10,47.18268597339871,4,0.004999038646414267
2018-08-17,49.268903458786276,4,0.003826286588865191
2018-08-24,49.259911142038916,4,0.04421574232894998
2018-08-31,48.89122615539715,4,-0.0001825150574922274
2018-09-07,48.55851043574483,4,-0.007484483388097818
2018-09-14,49.05308785684963,4,-0.006805223468824617
2018-09-21,48.936187739133956,4,0.010185185185185075
2018-09-28,48.009979114155854,4,-0.0023831347387716084
2018-10-05,49.403788209996684,4,-0.018926865123116587
2018-10-12,48.84509086092287,4,0.029031653867765517
2018-10-19,49.90871930513057,4,-0.011308795728355858
2018-10-26,50.46326063074313,4,0.021775544388609624
2018-11-02,51.48143486793341,4,0.011111111111111072
2018-11-09,53.14505884477109,4,0.020176544766708826
2018-11-16,54.735956090380895,4,0.03231502737065162
2018-11-23,53.30869399003382,4,0.029934998289428583
2018-11-30,54.817773663012254,4,-0.02607540275701703
2018-12-07,52.43597321529929,4,0.028308321964529037
2018-12-14,51.89052273109022,4,-0.04344941956882242
2018-12-21,49.926900987937536,4,-0.010402219140083102
2018-12-28,50.2450804370595,4,-0.03784162578836736
2019-01-04,51.23598215003932,4,0.006372906045156723
2019-01-11,53.302097751998815,4,0.019721367830649372
2019-01-18,52.447720797339045,4,0.04032548055601026
2019-01-25,51.81382821807536,4,-0.01602895553257533
2019-02-01,50.11426115773068,4,-0.012086179716237488
2019-02-08,49.56305021924053,4,-0.0328014184397164
2019-02-15,50.67465894519569,4,-0.01099908340971556
2019-02-22,52.29154436476684,4,0.02242817423540311
2019-03-01,52.32829176066618,4,0.031907179115301165
2019-03-08,51.93325725474824,4,0.0007027406886856991
2019-03-15,53.642011164067746,4,-0.0075491573033705794
2019-03-22,54.90060947362028,4,0.032902883424730245
2019-03-29,54.321837988205615,4,0.023462921733173436
2019-04-05,54.28509059230626,4,-0.010542168674698593
2019-04-12,54.520281004969675,4,-0.0006764755623205332
2019-04-26,52.5154494256245,4,0.00433250474664848
2019-05-03,53.128036852646645,4,-0.03677221654749774
2019-05-10,52.82174313913558,4,0.011664899257688432
2019-05-17,53.91697520562969,4,-0.005765199161425594
2019-05-24,55.05861541053457,4,0.020734493059216375
2019-05-31,50.44564645250429,4,0.021174040282320616
2019-06-07,53.128036852646645,4,-0.08378287255563033
2019-06-14,54.09332613159061,4,0.053173873045077924
2019-06-21,53.61996311980078,4,0.018169112508735097
2019-06-28,53.02593894814296,4,-0.008750857927247724
2019-07-05,54.12117101463707,4,-0.011078414401938685
2019-07-12,53.64857927797151,4,0.02065464729564148
2019-07-19,53.08573354328393,4,-0.008732104790152295
2019-07-26,53.54539089327878,4,-0.010491344640671363
2019-08-02,52.14765731880462,4,0.008658773634917516
2019-08-09,52.32589180145569,4,-0.026103714085493945
2019-08-16,53.14201811675268,4,0.0034178809138334376
2019-08-23,52.45722247288278,4,0.015596988167801973
2019-08-30,54.55851321571643,4,-0.01288614298323043
2019-09-06,55.402781817747815,4,0.0400572246065809
2019-09-13,56.247050419779185,4,0.015474552957359222
2019-09-20,56.55661557385736,4,0.015238740264138073
2019-09-27,56.56599633610215,4,0.005503669112741916
2019-10-04,56.190765846310434,4,0.00016586498590154264
2019-10-11,56.802741778803366,4,-0.0066334991708125735
2019-10-18,57.86429810772478,4,0.010891040961548137
2019-10-25,57.21978176516535,4,0.018688469881528613
2019-11-01,57.21978176516535,4,-0.011138411138411186
2019-11-08,56.25300725132622,4,0.0
2019-11-15,56.40465815545785,4,-0.01689580917674338
2019-11-22,56.632134511655295,4,0.002695871946082562
2019-11-29,57.09656540555841,4,0.004032935641068658
2019-12-06,57.996992648839964,4,0.008200836820083657
2019-12-13,57.63682175152735,4,0.01577025232403728
2019-12-20,58.83107262156392,4,-0.006210165059650219
2019-12-27,58.31925082011968,4,0.020720276270350002
2020-01-03,57.24821630969004,4,-0.008699855002416546
2020-01-10,56.49608757719953,4,-0.018365025190963946
2020-01-17,57.58789194807608,4,-0.013138029112065075
2020-01-24,57.731550417928254,4,0.0193253093744703
2020-01-31,56.927062986756056,4,0.002494595044071124
2020-02-07,57.405924552929974,4,-0.013934970139349856
2020-02-14,56.03638047367256,4,0.00841184387617755
2020-02-21,55.73948630264473,4,-0.02385719052385704
2020-02-28,51.870284847959425,4,-0.0052982396171593615
2020-03-06,54.465714536622094,4,-0.06941580756013743
2020-03-13,51.879862079282894,4,0.050036927621861294
2020-03-20,49.6100582556185,4,-0.047476701248461595
2020-03-27,50.53904969399592,4,-0.04375115377515226
2020-04-03,52.38745533942726,4,0.0187258687258689
2020-04-17,56.587953300428936,4,0.03657381087739231
2020-04-24,56.07492532832447,4,0.08018137040224471
2020-05-01,55.01015029188122,4,-0.009066028053369757
2020-05-08,55.174706433877,4,-0.0189884343172797
2020-05-15,52.95803840346334,4,0.002991377793419181
2020-05-22,52.367572246890276,4,-0.04017543859649131
2020-05-29,55.54253781010286,4,-0.01114969840979707
2020-06-05,55.891009640211536,4,0.06062846580406678
2020-06-12,54.71975710012398,4,0.006273963053328391
2020-06-19,54.36160549695671,4,-0.02095600969864897
2020-06-26,51.45767357938422,4,-0.0065451972404032555
2020-07-10,53.34645948606435,4,-0.053418803418803784
2020-07-17,55.118474381820924,4,0.03670562183046
2020-07-24,55.65693194682984,4,0.033217104055789815
2020-07-31,56.27371061220367,4,0.009769094138543766
2020-08-07,57.301675054493415,4,0.011081794195250572
2020-08-14,57.55621863067944,4,0.018267223382046005
2020-08-21,57.75202138159178,4,0.004442166410387749
2020-08-28,58.01635509532341,4,0.003401939105290186
2020-09-04,59.21075187588863,4,0.004577046957111142
2020-09-11,58.5352323852411,4,0.020587242659466876
2020-09-18,59.08348008779562,4,-0.011408730158730007
2020-09-25,58.14362688341643,4,0.00936611473490534
2020-10-02,57.99677482023218,4,-0.01590720795360412
2020-10-09,58.700670244685796,4,-0.0025256777235225236
2020-10-16,57.43424755948105,4,0.012136802893530252
2020-10-23,57.3452022144276,4,-0.021574245744142795
2020-10-30,56.38549127329587,4,-0.0015503875968990721
2020-11-06,57.90915606643285,4,-0.01673567977915813
2020-11-13,60.41231965515785,4,0.02702228461133549
2020-11-20,59.403139077885314,4,0.043225696224158394
2020-11-27,59.937411148206074,4,-0.016704880445463477
2020-12-04,60.89712208933778,4,0.008994003997335298
2020-12-11,59.70985082195834,4,0.016011885110597257
2020-12-18,59.818684021468115,4,-0.019496344435418145
2021-01-08,57.8,4,0.0018227009113502834
2021-01-15,57.38,4,-0.033746713998984657
2021-01-22,57.47,4,-0.007266435986159059
2021-01-29,54.75,4,0.0015684907633322087
2021-02-05,55.32,4,-0.04732904123890724
2021-02-12,54.2,4,0.010410958904109702
2021-02-19,56.45,4,-0.02024584237165572
2021-02-26,55.3,4,0.04151291512915134
2021-03-05,56.0,4,-0.02037201062887517
2021-03-12,55.63,4,0.012658227848101333
2021-03-19,56.24,4,-0.0066071428571428115
