Date,BAC,dayofweek,weekly_ret
2017-06-09,21.815956555266787,4,-0.03076016055040587
2017-06-16,21.5947554748585,4,0.05434298440980001
2017-06-23,21.032536062154122,4,-0.010139416983523719
2017-06-30,22.35974254460381,4,-0.02603499786598351
2017-07-07,22.885095110573477,4,0.06310254163014895
2017-07-14,22.313658986185413,4,0.023495465787304104
2017-07-21,21.935773807154604,4,-0.02496979460330262
2017-07-28,22.1477581758792,4,-0.016935150764146756
2017-08-04,23.014129074144968,4,0.009663865546218231
2017-08-11,21.99107407725667,4,0.039117769454847906
2017-08-18,21.76987299684839,4,-0.0444533440128152
2017-08-25,21.908123672103567,4,-0.010058675607711454
2017-09-01,22.31467834600297,4,0.006350550381033049
2017-09-08,21.2031127995022,4,0.018557256658957355
2017-09-15,22.58330668640732,4,-0.04981320049813198
2017-09-22,23.176141644541058,4,0.06509392747924836
2017-09-29,23.472559123607937,4,0.026251025430680697
2017-10-06,24.278444144820995,4,0.012789768185451855
2017-10-13,23.926448388429083,4,0.03433307024467247
2017-10-20,25.16769658202161,4,-0.014498283098054232
2017-10-27,25.751268493934518,4,0.051877661633759065
2017-11-03,25.769794586376197,4,0.02318733897681291
2017-11-10,24.55633553144619,4,0.0007194244604316058
2017-11-17,24.658229039875426,4,-0.04708842559309845
2017-11-24,24.630439901212906,4,0.004149377593360981
2017-12-01,26.140040220838987,4,-0.001126972201352383
2017-12-08,27.023778235422512,4,0.06129002671818884
2017-12-15,27.01447573000584,4,0.03380782918149472
2017-12-22,27.795886185006005,4,-0.000344234079173944
2017-12-29,27.46099599000593,4,0.028925619834710536
2018-01-05,28.214498928756093,4,-0.012048192771084376
2018-01-12,29.014514394589604,4,0.027439024390243816
2018-01-19,29.507547181673043,4,0.028354764259808984
2018-01-26,29.954067441673146,4,0.016992625841615983
2018-02-02,29.721504806256426,4,0.01513240857503173
2018-02-09,28.214498928756093,4,-0.007763975155279601
2018-02-16,29.740109817089763,4,-0.05070422535211294
2018-02-23,29.795924849589767,4,0.054071876030333366
2018-03-02,29.535986607381435,4,0.001876759461995281
2018-03-09,30.553824906529265,4,-0.008723952806315105
2018-03-16,30.04023677393174,4,0.03446095478975675
2018-03-23,27.238846959763414,4,-0.01680929095354522
2018-04-06,27.668393397935887,4,-0.09325458501709649
2018-04-13,27.827138820738764,4,0.015769626328419495
2018-04-20,28.256685258911233,4,0.005737428282146739
2018-04-27,28.15396763239173,4,0.015436241610737866
2018-05-04,27.36024051837737,4,-0.0036351619299404003
2018-05-11,28.872991018028262,4,-0.028192371475953548
2018-05-18,28.256685258911233,4,0.055290102389078166
2018-05-25,28.16330559843896,4,-0.021345407503233993
2018-06-01,27.567064890332492,4,-0.0033046926635821317
2018-06-08,28.13903460404348,4,-0.02117083543415854
2018-06-15,27.454546258127056,4,0.020748299319728103
2018-06-22,27.182626230297245,4,-0.0243252249250252
2018-06-29,26.432502015594324,4,-0.009904371584699478
2018-07-06,26.28247717265374,4,-0.027595722662987154
2018-07-13,26.770057912210643,4,-0.005675771550195052
2018-07-20,28.251553236248913,4,0.018551551908669417
2018-07-27,29.123572635841064,4,0.055341506129596985
2018-08-03,29.54551750661146,4,0.030866246266179953
2018-08-10,29.24546782073029,4,0.014488087572440467
2018-08-17,28.823522949959887,4,-0.010155506188511576
2018-08-24,28.96417124021669,4,-0.014427701186277897
2018-08-31,29.00167745095184,4,0.004879635653871395
2018-09-07,29.076735463440038,4,0.001294917449012667
2018-09-14,28.615050422056843,4,0.0025880576258092702
2018-09-21,29.23691190636891,4,-0.01587815942968218
2018-09-28,27.75763534520232,4,0.021731972341126005
2018-10-05,28.48314041023307,4,-0.050596197228488626
2018-10-12,26.815420975032524,4,0.026137135098438735
