Date,NKE,dayofweek,weekly_ret
2015-05-29,47.7218274134876,4,-0.005239093160601782
2015-06-05,47.89080408181509,4,-0.02376447706766216
2015-06-12,48.71221844174037,4,0.0035408675125405686
2015-06-19,50.00301243590866,4,0.017151818092717708
2015-06-26,51.49563967280146,4,0.02649836191944477
2015-07-10,51.87583717653831,4,0.029850746268656803
2015-07-17,52.94602274261239,4,0.007383100902379258
2015-07-24,53.035204873118566,4,0.02062975027144409
2015-07-31,54.08192145748049,4,0.0016843971631206323
2015-08-07,53.74866191716795,4,0.019736259846004023
2015-08-14,53.67825497203149,4,-0.006162124631140409
2015-08-21,50.162601511551294,4,-0.0013099292638198978
2015-08-28,52.805208852339476,4,-0.06549492829660708
2015-09-04,51.61630305514982,4,0.052680827173200884
2015-09-11,52.61860705284761,4,-0.022514934095123507
2015-09-18,54.138532833393995,4,0.01941836083508086
2015-09-25,58.8206571418883,4,0.028885709175460406
2015-10-02,58.91947584588666,4,0.08648413733159477
2015-10-09,58.79242322646019,4,0.0016799999999999038
2015-10-16,61.39464909841733,4,-0.002156377286159139
2015-10-23,61.422883013845436,4,0.04426124539779108
2015-10-30,61.658165642412996,4,0.0004598758335248032
2015-11-06,62.01108958526432,4,0.003830537041293214
2015-11-13,57.34308223448407,4,0.005723880027474593
2015-11-20,62.42048135897186,4,-0.07527697677948086
2015-11-27,63.211030990958854,4,0.08854423108485143
2015-12-04,62.26990047668863,4,0.01266490765171513
2015-12-11,59.572191335929595,4,-0.014888706915804462
2015-12-18,60.62410349587197,4,-0.04332284330161973
2016-01-08,55.53907520700253,4,0.017657771795074773
2016-01-15,54.303196346442434,4,-0.0838779956427016
2016-01-22,57.435347351831396,4,-0.022252420587735577
2016-01-29,58.50141079643665,4,0.0576789437109102
2016-02-05,53.93526294520698,4,0.018561103810774915
2016-02-12,53.22769871206188,4,-0.07805192710853048
2016-02-19,55.95417955711432,4,-0.013118768584922225
2016-02-26,59.05802799317748,4,0.051222970577809335
2016-03-04,57.94427791923962,4,0.05547125273984155
2016-03-11,56.82814589271819,4,-0.01885857201440133
2016-03-18,59.58064097507189,4,-0.019262161279790968
2016-04-01,58.256416536826116,4,0.0484354194407457
2016-04-08,56.203868657545186,4,-0.02222575011906669
2016-04-15,56.279538625444935,4,-0.03523299236889099
2016-04-22,56.21332740353266,4,0.0013463480309658937
2016-04-29,55.749848850146634,4,-0.0011764705882351123
2016-05-06,55.267452804785684,4,-0.008244994110718662
2016-05-13,54.208073254189074,4,-0.008652867322700986
2016-05-20,53.42299733722909,4,-0.019168235495464647
2016-05-27,53.148693703592464,4,-0.014482638283022098
2016-06-03,50.70533985883878,4,-0.0051345609065156506
2016-06-10,52.28009877681207,4,-0.04597203947062456
2016-06-17,50.951988845991224,4,0.03105706267539765
2016-06-24,49.88950090133454,4,-0.025403737978588192
2016-07-01,52.75442375210522,4,-0.02085272761124568
2016-07-08,53.80742519725604,4,0.05742536603917081
2016-07-15,54.898372640430296,4,0.019960438770005418
2016-07-22,53.81691169676189,4,0.020275035260930663
2016-07-29,52.65007225754072,4,-0.019699326075686918
2016-08-05,52.982099740245935,4,-0.021681649920676893
2016-08-12,53.55128971059774,4,0.006306306306306464
2016-08-19,55.87548208953421,4,0.010743061772605422
2016-08-26,55.970347084592845,4,0.043401240035429334
2016-09-02,55.19110585596466,4,0.0016977928692700761
2016-09-09,52.63226278887496,4,-0.013922394075035038
2016-09-16,52.489576372494476,4,-0.046363322992071465
2016-09-23,52.46103908921839,4,-0.002711006687150186
2016-09-30,50.082932149543936,4,-0.0005436752446537074
2016-10-07,49.264863362295934,4,-0.045330915684496875
2016-10-14,49.10315209039806,4,-0.016334283000949523
2016-10-21,49.24583850677853,4,-0.0032824869665960543
2016-10-28,49.48364920074597,4,0.0029058504455639067
2016-11-04,47.524089082454225,4,0.004829051574270604
2016-11-11,48.294595730908746,4,-0.03960015378700499
2016-11-18,48.60850584694578,4,0.016212970376300984
2016-11-25,49.0080278128111,4,0.0064999015166438134
2016-12-02,48.17029186988902,4,0.00821917808219208
2016-12-09,49.373117231681725,4,-0.017093851360880263
2016-12-16,48.60941858927365,4,0.024970273483947647
2016-12-23,49.55449565925365,4,-0.015467904098994678
2016-12-30,48.523502492002756,4,0.019442262372348917
2017-01-06,51.46374226527382,4,-0.02080523983818139
2017-01-13,50.51866519529385,4,0.06059413732047991
2017-01-20,50.78595972013665,4,-0.01836393989983276
2017-01-27,50.77641348710656,4,0.005291005291004902
2017-02-03,49.98407614560818,4,-0.00018796992481184827
2017-02-10,53.66892209522712,4,-0.015604436924234077
2017-02-17,54.174872445822466,4,0.07372039724980906
2017-02-24,55.234504312163665,4,0.009427250088936301
2017-03-03,54.29570331234188,4,0.019559471365638847
2017-03-10,54.03715234418787,4,-0.016996640261602636
2017-03-17,55.34905910852487,4,-0.004761904761904856
2017-03-24,53.97012061170349,4,0.024277866383129343
2017-03-31,53.36683501934414,4,-0.02491349480968852
2017-04-07,52.77312538876825,4,-0.011178140525195168
2017-04-21,53.481746560745925,4,-0.011125067288713764
2017-04-28,53.06040424227272,4,0.013427690074397036
2017-05-05,51.66231382188438,4,-0.007878245299910658
2017-05-12,51.901712866471435,4,-0.026349034470312005
2017-05-19,49.574754153085344,4,0.004633920296571059
2017-05-26,50.35998301933086,4,-0.04483394833948362
2017-06-02,50.908053945620864,4,0.01583928916360855
2017-06-09,51.36928206743849,4,0.01088306415988316
2017-06-16,49.101577135168476,4,0.009060022650056565
2017-06-23,50.78313799596192,4,-0.04414515525626639
2017-06-30,56.6926233067503,4,0.03424657534246589
2017-07-07,55.71251354788783,4,0.11636707663197732
2017-07-14,55.7317313862969,4,-0.0172881355932204
2017-07-21,57.60547063118103,4,0.00034494653328742686
2017-07-28,56.37552897300068,4,0.03362068965517251
2017-08-04,57.42290116629488,4,-0.021351125938282034
2017-08-11,56.663796549136705,4,0.018578489858530833
2017-08-18,52.801011028914054,4,-0.013219544846050701
2017-08-25,51.79207451243799,4,-0.06817025606240468
2017-09-01,51.447954752264394,4,-0.019108280254777066
2017-09-08,50.329520953302136,4,-0.006644255195666249
2017-09-15,51.93967995698057,4,-0.021739130434782372
2017-09-22,51.33225470409589,4,0.031992337164750806
2017-09-29,49.9920624794773,4,-0.011694820865045474
2017-10-06,50.54163770827773,4,-0.026108189331329967
2017-10-13,49.153237130255604,4,0.010993249758920243
2017-10-20,51.15870463184312,4,-0.027470431133155282
2017-10-27,53.9547891292488,4,0.04080031384856797
2017-11-03,53.713747362231075,4,0.054655107425556126
2017-11-10,54.08013084809802,4,-0.004467476769120737
2017-11-17,57.06904875911787,4,0.006821037515706285
2017-11-24,57.19439047796709,4,0.05526831877339977
2017-12-01,57.927157449701006,4,0.002196316945429988
2017-12-08,59.30084755622363,4,0.012811867835468949
2017-12-15,62.677029578592645,4,0.02371409485637921
2017-12-22,61.22594848015325,4,0.056933115823817326
2017-12-29,60.51008180492313,4,-0.02315172094459006
2018-01-05,61.89344578543536,4,-0.01169221045978841
2018-01-12,62.560943090717494,4,0.02286171063149478
2018-01-19,65.01810708407487,4,0.010784620193810657
2018-01-26,65.82103862521136,4,0.03927632596257902
2018-02-02,65.02778095806448,4,0.012349352774885025
2018-02-09,63.35420075786436,4,-0.01205173427395656
2018-02-16,66.07255934894084,4,-0.02573638797976807
2018-02-23,65.9371251130865,4,0.04290731409375481
2018-03-02,63.93463319724013,4,-0.002049780380673605
2018-03-09,64.33246594288997,4,-0.030369718309858906
2018-03-16,63.954039672637684,4,0.006222492032174731
2018-03-23,62.71202524719426,4,-0.005882352941176339
2018-04-06,65.54537065523706,4,-0.019420421787285647
2018-04-13,65.25427352427377,4,0.04518025684666549
2018-04-20,64.12869795121567,4,-0.004441154700221883
2018-04-27,67.49572143269121,4,-0.01724907063197023
2018-05-04,66.07904872866979,4,0.05250416099258581
2018-05-11,66.39925557272943,4,-0.020989074180563727
2018-05-18,69.2034912676759,4,0.004845814977973761
2018-05-25,70.10589237366216,4,0.04223293876954526
2018-06-01,70.79482225027532,4,0.01303982052720154
2018-06-08,72.87702290469518,4,0.009826989619377224
2018-06-15,73.79163440710391,4,0.02941176470588247
2018-06-22,71.44672619348155,4,0.012550066755674383
2018-06-29,77.52791969353954,4,-0.03177742616033741
2018-07-06,74.41434862150984,4,0.08511507558218678
2018-07-13,75.29004048551819,4,-0.04016064257028107
2018-07-20,74.8813842823143,4,0.011767782426778117
2018-07-27,74.81327491511364,4,-0.005427759110881225
2018-08-03,76.61330819113081,4,-0.0009095634095636074
2018-08-10,78.54956020154928,4,0.024060345948758055
2018-08-17,77.59602906074018,4,0.025273050546101183
2018-08-24,80.22310465276523,4,-0.012139229530534035
2018-08-31,80.17445510476479,4,0.03385579937304062
2018-09-07,78.32127426900988,4,-0.0006064281382652803
2018-09-14,81.43266735640891,4,-0.02311435523114369
2018-09-21,83.44190552570106,4,0.03972602739726039
2018-09-28,82.63235810797656,4,0.024673613606419842
2018-10-05,78.14570976878045,4,-0.009701928696668527
2018-10-12,74.03945118008143,4,-0.054296506137866185
2018-10-19,72.3813420112481,4,-0.0525461807289066
2018-10-26,70.29407517518732,4,-0.02239494137794762
2018-11-02,74.6929412642687,4,-0.02883708395094986
2018-11-09,74.47836243065497,4,0.0625780491189123
2018-11-16,72.89828192859027,4,-0.0028728127448420793
2018-11-23,69.72836734111476,4,-0.021215295966474534
2018-11-30,73.48349692935497,4,-0.043484078137543625
2018-12-07,71.74227455802573,4,0.05385368583018613
2018-12-14,70.94992055758941,4,-0.023695420660277078
2018-12-21,70.79340618713285,4,-0.011044450504499315
2018-12-28,71.74227455802573,4,-0.002205983730869998
2019-01-04,73.02373596613883,4,0.013403343927041345
2019-01-11,74.3834545594802,4,0.0178620125443143
2019-01-18,78.69738189518912,4,0.01862022772940386
2019-01-25,78.85389626564569,4,0.05799579168858471
2019-02-01,79.73428959946385,4,0.001988812927284034
2019-02-08,80.56577219251432,4,0.01116486788239679
2019-02-15,83.51998093488189,4,0.010428168322905051
2019-02-22,82.91348774936272,4,0.03666828557552204
2019-03-01,85.47641056558888,4,-0.007261653783087407
2019-03-08,83.16199651172484,4,0.03091080698442661
2019-03-15,85.12336435398251,4,-0.02707664066085358
2019-03-22,80.6024114775786,4,0.02358490566037741
2019-03-29,82.58339299825883,4,-0.053110599078341036
2019-04-05,83.75040686440217,4,0.024577199172648667
2019-04-12,84.57418135815034,4,0.014131338320864772
2019-04-26,86.60419707488704,4,0.009836065573769925
2019-05-03,84.0446120407408,4,0.024002782931354494
2019-05-10,82.32841517876534,4,-0.029554976786320797
2019-05-17,82.93643920986521,4,-0.02042007001166868
2019-05-24,80.57299095994473,4,0.007385348421679483
2019-05-31,75.86570813852634,4,-0.028497102991604573
2019-06-07,82.03213269165781,4,-0.05842259006815975
2019-06-14,82.06163711535699,4,0.08128078817734008
2019-06-21,84.33347774019491,4,0.00035966910442386535
2019-06-28,82.56321231824329,4,0.02768456375838957
2019-07-05,85.38580218546613,4,-0.020991253644314978
2019-07-12,87.64780800240429,4,0.0341870160810005
2019-07-19,85.1202623721734,4,0.026491591799124414
2019-07-26,86.09390835424679,4,-0.028837522441651386
2019-08-02,79.7996312984188,4,0.011438474870017368
2019-08-09,80.62575516199622,4,-0.07310943568654371
2019-08-16,78.95383781904194,4,0.01035247719990151
2019-08-23,79.11119474543761,4,-0.02073676506464972
2019-08-30,83.3204925265226,4,0.0019930244145487386
2019-09-06,87.4520057062401,4,0.05320735952262612
2019-09-13,86.10112908184557,4,0.049585798816567994
2019-09-20,85.4700626295737,4,-0.015447062803021994
2019-09-27,91.02147532690296,4,-0.007329363261566413
2019-10-04,91.7708667389758,4,0.06495154591601282
2019-10-11,92.56956021763241,4,0.008233127505145488
2019-10-18,94.75857197395052,4,0.008703126678843986
2019-10-25,89.65087787587495,4,0.023647209203238262
2019-11-01,87.93516595876076,4,-0.05390218522372514
2019-11-08,88.55637199771591,4,-0.019137703475582968
2019-11-15,91.74128549902558,4,0.007064364207221452
2019-11-22,92.03709789852802,4,0.035964814608618
2019-11-29,92.42658422453957,4,0.0032244196044710627
2019-12-06,95.89665921253972,4,0.004231840582815449
2019-12-13,96.6579007341238,4,0.03754412236602844
2019-12-20,98.82299025655122,4,0.007938144329896923
2019-12-27,100.41467707440886,4,0.02239950905185628
2020-01-03,100.76069594785618,4,0.016106442577030977
2020-01-10,99.75229808809546,4,0.00344589937973816
2020-01-17,103.3410081184204,4,-0.010007849293563464
2020-01-24,100.8694447366539,4,0.03597621407333995
2020-01-31,95.20462146564509,4,-0.023916578972543845
2020-02-07,98.3089050731438,4,-0.056159952955013415
2020-02-14,102.36226901924087,4,0.032606438213914846
2020-02-21,99.10969160883616,4,0.041230893000804736
2020-02-28,88.6055472363286,4,-0.03177515935870212
2020-03-06,87.59438525175648,4,-0.10598503740648357
2020-03-13,74.92512038623533,4,-0.011411948981875364
2020-03-20,66.86556456802825,4,-0.14463558171118163
2020-03-27,82.50883527052619,4,-0.10756813971950219
2020-04-03,78.17670010132997,4,0.23395107487027444
2020-04-17,89.13095493419449,4,-0.05250510633185179
2020-04-24,87.60429860454641,4,0.14012173471975653
2020-05-01,84.79881976499831,4,-0.017128239350461483
2020-05-08,89.67618933764022,4,-0.03202444268416871
2020-05-15,86.23625591953709,4,0.05751695113397215
2020-05-22,92.93768240552478,4,-0.03835949590979415
2020-05-29,97.96870894641052,4,0.07771008161857673
2020-06-05,102.07309896414915,4,0.054133333333333145
2020-06-12,95.8320410195006,4,0.041894907689186356
2020-06-19,95.18607164624876,4,-0.06114302404829097
2020-06-26,93.0891556807697,4,-0.0067406408793941885
2020-07-10,97.382367515305,4,-0.022029651284192986
2020-07-17,95.68297116413478,4,0.046119355183089406
2020-07-24,97.8196390910447,4,-0.01745076028166126
2020-07-31,97.00472388171164,4,0.022330702118819934
2020-08-07,101.22836978374292,4,-0.00833079345727894
2020-08-14,105.77003137722127,4,0.043540620838028676
2020-08-21,109.06944417598456,4,0.04486550166895742
2020-08-28,111.83717449060975,4,0.031194212158226264
2020-09-04,111.9467308998534,4,0.025375854214122917
2020-09-11,117.52414809771084,4,0.0009796063763471974
2020-09-18,114.19761712613158,4,0.04982206405693912
2020-09-25,123.72902473032728,4,-0.028305084745762654
2020-10-02,126.12930606011952,4,0.0834641548927264
2020-10-09,130.45180438845907,4,0.019399500925702418
2020-10-16,127.48382166531349,4,0.034270372710044406
2020-10-23,129.4657967052664,4,-0.022751565124446538
2020-10-30,119.5957601997722,4,0.015546874999999849
2020-11-06,128.38019228639772,4,-0.07623663358719901
2020-11-13,127.76269252520636,4,0.07345103264490338
2020-11-20,132.44373910197956,4,-0.004809930178432786
2020-11-27,133.70861764506512,4,0.03663860305581523
2020-12-04,136.9106526970493,4,0.00955030831704029
2020-12-11,137.13020473140568,4,0.02394785847299774
2020-12-18,137.00046943837694,4,0.0016036154238647793
2021-01-08,146.05200103661468,4,-0.000946073793755775
2021-01-15,140.4334648846766,4,0.06606934731934722
2021-01-22,139.0662544889119,4,-0.038469422617013915
2021-01-29,133.31798304394505,4,-0.009735645252984648
2021-02-05,144.8145259338788,4,-0.04133476856835305
2021-02-12,141.83061419421713,4,0.08623399955086475
2021-02-19,141.73081781496427,4,-0.020605058231686568
2021-02-26,134.78,4,-0.0007036307345902326
2021-03-05,133.35,4,-0.0490423883960005
2021-03-12,140.45,4,-0.01060988277192465
2021-03-19,137.49,4,0.05324334458192714
