Date,AVGO,dayofweek,weekly_ret
2018-11-30,214.57867223135003,4,-0.03244812928748775
2018-12-07,206.57976212121375,4,0.03266637668551531
2018-12-14,230.32341958938096,4,-0.037277284023419566
2018-12-21,223.70689948134375,4,0.11493699684984282
2018-12-28,231.63542786931515,4,-0.028727083506458362
2019-01-04,213.03809630490304,4,0.0354415907884531
2019-01-11,228.87688458225603,4,-0.08028707756615028
2019-01-18,238.23949010952632,4,0.07434721090768814
2019-01-25,244.74307560749358,4,0.04090673264955891
2019-02-01,243.71090543717014,4,0.02729852005214317
2019-02-08,250.3332361759711,4,-0.00421736209599155
2019-02-15,257.5218903710557,4,0.02717289456916916
2019-02-22,252.56199300392618,4,0.028716339487703246
2019-03-01,249.13664951833945,4,-0.019260100024828697
2019-03-08,241.3177321219069,4,-0.013562386980108587
2019-03-15,265.1581227815904,4,-0.03138405132905586
2019-03-22,269.7478556611617,4,0.09879253567508273
2019-03-29,277.17709781605305,4,0.017309418362988716
2019-04-05,280.4677174801923,4,0.027541431744404488
2019-04-12,292.21993056640383,4,0.011871903162515407
2019-04-26,286.1179971836023,4,0.04190219534639139
2019-05-03,291.0032308586549,4,-0.020881304608396434
2019-05-10,280.17275997528344,4,0.017074192197416016
2019-05-17,267.2038471813229,4,-0.03721769978778
2019-05-24,235.91069939490086,4,-0.04628898539281501
2019-05-31,231.9472079226883,4,-0.11711338783676528
2019-06-07,253.3592792946644,4,-0.016800812690474398
2019-06-14,245.11890400127362,4,0.09231441742171387
2019-06-21,254.99076299369133,4,-0.032524466111252925
2019-06-28,267.8989781939632,4,0.04027375625164531
2019-07-05,263.0595608153465,4,0.05062228548487169
2019-07-12,265.60025493912025,4,-0.01806433683040365
2019-07-19,269.8905845767017,4,0.009658246656760516
2019-07-26,280.0533610717968,4,0.016153334034129108
2019-08-02,259.2159466280989,4,0.037655172413793014
2019-08-09,256.61010650115156,4,-0.07440515751694865
2019-08-16,254.79532498417026,4,-0.010052777079667785
2019-08-23,253.25974062364762,4,-0.007072135785007205
2019-08-30,263.04094767158256,4,-0.006026736795967658
2019-09-06,271.66813980615507,4,0.038621247198030284
2019-09-13,270.1883948769242,4,0.03279790546277961
2019-09-20,267.01485386517743,4,-0.005446884313658362
2019-09-27,257.5088019369582,4,-0.011745659961421961
2019-10-04,264.3565409247762,4,-0.03560121015971296
2019-10-11,263.86808766364237,4,0.026592252133946115
2019-10-18,269.335006855563,4,-0.0018477063568206331
2019-10-25,272.2375464265311,4,0.020718379552170152
2019-11-01,278.59683215321525,4,0.0107766888710632
2019-11-08,294.39641648450464,4,0.023359326478503695
2019-11-15,293.92674988726054,4,0.05671128493880495
2019-11-22,295.8148096081815,4,-0.0015953543281965743
2019-11-29,297.0265494290711,4,0.00642357227317758
2019-12-06,296.87625611795306,4,0.004096278419916111
2019-12-13,296.2844762054256,4,-0.0005059928528508006
2019-12-20,302.70012192377897,4,-0.00199335548172741
2019-12-27,300.3563310110777,4,0.021653668125039216
2020-01-03,298.1358975148343,4,-0.007742946708463538
2020-01-10,283.93081655809766,4,-0.0073926642024453315
2020-01-17,293.0118202158111,4,-0.04764632865463592
2020-01-24,307.4446379413931,4,0.03198315620613612
2020-01-31,289.56730158702334,4,0.04925677645001447
2020-02-07,299.122756846498,4,-0.05814814814814784
2020-02-14,301.53297098344603,4,0.03299908244855132
2020-02-21,288.9410254726982,4,0.008057608730133836
2020-02-28,258.6899913443908,4,-0.04175976335085141
2020-03-06,255.6819681892234,4,-0.10469622331691264
2020-03-13,222.2521083291145,4,-0.01162790697674454
2020-03-20,185.48210919260532,4,-0.13074781963258497
2020-03-27,222.60361965270062,4,-0.1654427461361112
2020-04-03,226.0484803842457,4,0.2001352616793255
2020-04-17,256.5601040065024,4,0.015475313190862039
2020-04-24,255.5276107340225,4,0.13497822931785208
2020-05-01,250.5967316476932,4,-0.004024371897096479
2020-05-08,265.389368906681,4,-0.019296854348400783
2020-05-15,251.28184400606781,4,0.05902964959568724
2020-05-22,266.9525830201553,4,-0.053157837326836654
2020-05-29,281.0601079207686,4,0.062363196497830176
2020-06-05,305.96538956815783,4,0.05284655702150709
2020-06-12,289.7253318337308,4,0.08861194081093182
2020-06-19,295.2930759292533,4,-0.05307808754888377
2020-06-26,299.81849083928984,4,0.019217318900915936
2020-07-10,311.55140923750923,4,0.015325164316147832
2020-07-17,304.98760700808134,4,0.03913340489899442
2020-07-24,298.2384968405271,4,-0.021068119208615177
2020-07-31,308.9278389556132,4,-0.022129129225160304
2020-08-07,317.88113828193525,4,0.03584159063409542
2020-08-14,319.7244646138251,4,0.028981846882399243
2020-08-21,321.8701354763424,4,0.005798791151474303
2020-08-28,336.3046485514586,4,0.006710999938990936
2020-09-04,353.986927068476,4,0.044845766923216734
2020-09-11,350.8171860215755,4,0.052578156719447655
2020-09-18,350.84644516970076,4,-0.008954401432704207
2020-09-25,351.20368446107926,4,8.34028356966332e-05
2020-10-02,351.23321391885344,4,0.0010182212084426379
2020-10-09,370.7915581179612,4,8.408071748866597e-05
2020-10-16,372.71097287328377,4,0.05568477986716358
2020-10-23,366.87398338658477,4,0.005176533050172516
2020-10-30,344.1461440530469,4,-0.015660900567806668
2020-11-06,374.6500739337892,4,-0.06194998926808326
2020-11-13,367.6417492887138,4,0.08863655864771336
2020-11-20,377.31756828605796,4,-0.018706321265304138
2020-11-27,388.7553115972625,4,0.026318607764390878
2020-12-04,405.2229058826713,4,0.030313307072235673
2020-12-11,399.45481846411207,4,0.04235979237878218
2020-12-18,431.2875739446931,4,-0.014234356781966606
2021-01-08,442.28413671924017,4,0.07969050317874937
2021-01-15,442.4925553277831,4,0.025497054491899762
2021-01-22,461.5181968790528,4,0.0004712323848847788
2021-01-29,447.10753880266066,4,0.04299652349444871
2021-02-05,462.50074174789773,4,-0.031224463463937258
2021-02-12,482.6577986026858,4,0.03442841287458398
2021-02-19,486.2703878174288,4,0.04358275573485537
2021-02-26,466.3316742668284,4,0.00748478368152683
2021-03-05,446.75024975944433,4,-0.04100334721201748
2021-03-12,447.7724934108689,4,-0.041990337752995543
2021-03-19,474.46,4,0.0022881770115965594
