Date,NVDA,dayofweek,weekly_ret
2018-09-14,274.80173873875975,4,-0.031423685335613794
2018-09-21,261.8981950972263,4,0.01681012285735295
2018-09-28,279.36470216823886,4,-0.04695582968563461
2018-10-05,268.27043814362304,4,0.06669197191117848
2018-10-12,245.08780041476624,4,-0.03971247598035721
2018-10-19,227.82011527967862,4,-0.08641517824056932
2018-10-26,197.12200837285636,4,-0.07045509856412768
2018-11-02,213.6540523450213,4,-0.13474713095082214
2018-11-09,204.45853780848938,4,0.08386706339200134
2018-11-16,163.46145462075125,4,-0.043039270426205034
2018-11-23,144.14590354563603,4,-0.20051538872951813
2018-11-30,162.46734494112619,4,-0.11816578483245144
2018-12-07,146.74052980945748,4,0.12710344827586217
2018-12-14,145.58736258109238,4,-0.09679985314813677
2018-12-21,128.80679118902108,4,-0.007858546168958869
2018-12-28,132.86275868189142,4,-0.11526118129054297
2019-01-04,135.38779726813908,4,0.03148877054873833
2019-01-11,147.95334361860012,4,0.01900486344930763
2019-01-18,156.00563202356318,4,0.09281151332697024
2019-01-25,159.20666519195592,4,0.05442451118726033
2019-02-01,143.87749393213724,4,0.020518702606257433
2019-02-08,147.2972312300475,4,-0.09628473306275376
2019-02-15,156.41321699220947,4,0.0237683963241897
2019-02-22,158.25231989951584,4,0.0618883714652092
2019-03-01,155.68977503597384,4,0.011757976356933986
2019-03-08,149.90800710398912,4,-0.016192779133785362
2019-03-15,168.9848558571986,4,-0.03713646532438486
2019-03-22,176.63748845564308,4,0.12725703664365384
2019-03-29,178.68747846250858,4,0.04528590777928265
2019-04-05,190.0221319470707,4,0.011605633802816984
2019-04-12,189.08669961384084,4,0.06343283582089554
2019-04-26,177.22462151586186,4,-0.004922754647813443
2019-05-03,182.12071415361825,4,-0.06273354033998224
2019-05-10,167.99966648496712,4,0.02762648099275644
2019-05-17,155.76938629837642,4,-0.0775367466258674
2019-05-24,144.44468422161458,4,-0.07279943134699673
2019-05-31,134.95681487088527,4,-0.07270171852041174
2019-06-07,144.95951988567697,4,-0.0656851403141463
2019-06-14,144.10271447604342,4,0.07411782075889528
2019-06-21,151.19626623952118,4,-0.005910652920962156
2019-06-28,163.61994467920775,4,0.049225663716813806
2019-07-05,159.63480323905168,4,0.0821692145492885
2019-07-12,166.98738919613962,4,-0.024356085976983466
2019-07-19,167.81430604497203,4,0.04605879048867245
2019-07-26,174.4196779820307,4,0.004951971839389113
2019-08-02,160.59123718468916,4,0.039361196865352444
2019-08-09,153.60727681081562,4,-0.07928257268521144
2019-08-16,158.96729204782557,4,-0.04348905018921789
2019-08-23,161.8365938847379,4,0.034894279413672624
2019-08-30,167.05338553115436,4,0.018049636500375943
2019-09-06,178.16301907432828,4,0.03223493229307528
2019-09-13,181.44405088375754,4,0.06650349232881636
2019-09-20,172.21926540131957,4,0.01841589700531765
2019-09-27,171.29180048254474,4,-0.050840936572496664
2019-10-04,181.47396910694385,4,-0.0053853726330418406
2019-10-11,185.483011013906,4,0.059443409408477255
2019-10-18,189.97074449184882,4,0.022091553552783028
2019-10-25,203.9824456840924,4,0.024194849185440237
2019-11-01,202.03776117698382,4,0.07375715260643623
2019-11-08,207.21361378821118,4,-0.009533587562335133
2019-11-15,203.63339974691903,4,0.025618243743521507
2019-11-22,210.31513625852276,4,-0.01727789007604208
2019-11-29,216.3076569277808,4,0.0328125765218672
2019-12-06,211.7467729554639,4,0.02849305464106955
