Date,AAPL,dayofweek,weekly_ret
2015-02-13,29.008408588689715,4,0.01908537203619476
2015-02-20,29.55967792093465,4,0.06852770537290831
2015-02-27,29.32341963568682,4,0.019003777148253187
2015-03-06,28.898839528864638,4,-0.00799258658635471
2015-03-13,28.211750216211534,4,-0.014479215319944005
2015-03-20,28.73905131661973,4,-0.02377567140600323
2015-03-27,28.13413879883544,4,0.018690832591633733
2015-04-10,29.01297396618243,4,-0.021048451151707614
2015-04-17,28.47654211078881,4,0.03123732251521294
2015-04-24,29.738868987523574,4,-0.018489378442171578
2015-05-01,29.43527138425825,4,0.044328657314629094
2015-05-08,29.25260999659341,4,-0.010208781086889829
2015-05-15,29.51620897399572,4,-0.006205527555031343
2015-05-22,30.38035518687111,4,0.009011126782636047
2015-05-29,29.86232589215005,4,0.0292770055137066
2015-06-05,29.488702993745047,4,-0.017051456164177026
2015-06-12,29.149462570653377,4,-0.012511513662879725
2015-06-19,29.01880916446267,4,-0.011504080839487174
2015-06-26,29.05319163977601,4,-0.004482189195564867
2015-07-10,28.257810377527317,4,0.0011848341232225668
2015-07-17,29.711043000771337,4,-0.027376725838264004
2015-07-24,28.53745451007585,4,0.05142764438676162
2015-07-31,27.80396170339117,4,-0.03950007714858805
2015-08-07,26.5986866642952,4,-0.025702811244979862
2015-08-14,26.69999745145145,4,-0.043349039678362344
2015-08-21,24.35142920373841,4,0.0038088642659279692
2015-08-28,26.08522517484421,4,-0.08796136598827164
2015-09-04,25.159612983098484,4,0.071198940998487
2015-09-11,26.29705682071637,4,-0.03548415570659358
2015-09-18,26.12206546108285,4,0.045209115036149106
2015-09-25,26.41218271521211,4,-0.006654408545661461
2015-10-02,25.415192468879017,4,0.011106214191273667
2015-10-09,25.815830581724192,4,-0.03774736291517766
2015-10-16,25.5671586496134,4,0.015763725312556875
2015-10-23,27.418383033104853,4,-0.009632536567962813
2015-10-30,27.51508878448127,4,0.07240634005763646
2015-11-06,27.994151128890177,4,0.003527040644944579
2015-11-13,25.97772127721397,4,0.017410895823788852
2015-11-20,27.58716528726745,4,-0.0720303981496776
2015-11-27,27.24261477362095,4,0.06195478013174238
2015-12-04,27.52472995929125,4,-0.012489522212908333
2015-12-11,26.17196451980663,4,0.01035565741448119
2015-12-18,24.51858453821432,4,-0.04914727379652206
2016-01-08,22.421220002124496,4,-0.06317370560169644
2016-01-15,22.460531134553968,4,-0.0855418277845893
2016-01-22,23.45255912350935,4,0.0017533003300331806
2016-01-29,22.50909194520213,4,0.04416761041902584
2016-02-05,21.85840293565459,4,-0.040228751725498
2016-02-12,21.851428333569178,4,-0.028907830272835056
2016-02-19,22.328026142738427,4,-0.0003190810465861782
2016-02-26,22.530289603215127,4,0.02181083093946201
2016-03-04,23.948458693913842,4,0.0090587255310286
2016-03-11,23.77409364177875,4,0.06294500051594265
2016-03-18,24.624995096197978,4,-0.007280846519755468
2016-04-01,25.571216112451054,4,0.035791120672794774
2016-04-08,25.262008753331493,4,0.0384252265861027
2016-04-15,25.538667969385838,4,-0.012092008364396944
2016-04-22,24.56919827951475,4,0.010951592122216303
2016-04-29,21.793306649524155,4,-0.037960855712334984
2016-05-06,21.687948567743273,4,-0.11298258894776692
2016-05-13,21.173350996032372,4,-0.004834423865787363
2016-05-20,22.272718535596574,4,-0.02372735116479696
2016-05-27,23.47266650963155,4,0.05192222713212513
2016-06-03,22.904270100878144,4,0.05387523629489599
2016-06-10,23.117126369176745,4,-0.024215246636771215
2016-06-17,22.29844841418212,4,0.009293300653594683
2016-06-24,21.84700599899937,4,-0.03541434787008013
2016-07-01,22.429436886981264,4,-0.020245463128081287
2016-07-08,22.61422419682291,4,0.026659528907923002
2016-07-15,23.10543096981968,4,0.008238606736886034
2016-07-22,23.07736201136272,4,0.02172114191146024
2016-07-29,24.375551339997052,4,-0.0012148208139299843
2016-08-05,25.27578556667715,4,0.056253800932495546
2016-08-12,25.440402703788,4,0.036931850858402226
2016-08-19,25.71790016348914,4,0.006512839598064701
2016-08-26,25.148795203763065,4,0.010907746348677971
2016-09-02,25.334577401359603,4,-0.022128749085588817
2016-09-09,24.25280764320259,4,0.007387319992519625
2016-09-16,27.02543056682674,4,-0.04269934094495531
2016-09-23,26.505710748233913,4,0.11432172985552214
2016-09-30,26.585667643402036,4,-0.019230769230769384
2016-10-07,26.823186655519123,4,0.003016591251885359
2016-10-14,27.66273405478445,4,0.00893409995577188
2016-10-21,27.420511695892767,4,0.03129931614939507
2016-10-28,26.743229760351,4,-0.008756269659100813
2016-11-04,25.728450254642638,4,-0.02469982847341301
2016-11-11,25.631531248721995,4,-0.0379452861453875
2016-11-18,26.016843394211406,4,-0.003766997427416152
2016-11-25,26.425794321632686,4,0.015032740016600599
2016-12-02,25.979021343120422,4,0.015718698891513894
2016-12-09,26.93639201136098,4,-0.01690670006261752
2016-12-16,27.413895406384672,4,0.03685168334849842
2016-12-23,27.54390870700993,4,0.01772707327775369
2016-12-30,27.37843723348687,4,0.004742605846339343
2017-01-06,27.87248777586286,4,-0.006007552351527612
2017-01-13,28.139606011692948,4,0.01804524261785523
2017-01-20,28.366538318238856,4,0.009583580697142047
2017-01-27,28.82749456591024,4,0.008064516129032251
2017-02-03,30.512939717652262,4,0.016250000000000098
2017-02-10,31.36599448699431,4,0.05846658466584653
2017-02-17,32.22065373732113,4,0.027957147925951498
2017-02-24,32.44381476379535,4,0.027247956403269713
2017-03-03,33.18451944741193,4,0.0069260241674033995
2017-03-10,33.03258002513161,4,0.022830381969852098
2017-03-17,33.23437457034767,4,-0.0045786235512947915
2017-03-24,33.38868804610112,4,0.006108955009343164
2017-03-31,34.10565219498639,4,0.004643188799200004
2017-04-07,34.02968248384623,4,0.021473265073947312
2017-04-21,33.77565876222132,4,-0.0022274815536683645
2017-04-28,34.103278141513265,4,-0.007464769080507749
2017-05-05,35.36390053574532,4,0.009699866451114092
2017-05-12,37.210628850479324,4,0.036964845109641375
2017-05-19,36.4859631765174,4,0.052220719059747234
2017-05-26,36.61707045305657,4,-0.019474695707879408
2017-06-02,37.05568388729668,4,0.003593362080229978
2017-06-09,35.513385561463224,4,0.01197838682377439
2017-06-16,33.913876787685425,4,-0.041621100032164904
2017-06-23,34.869768022089154,4,-0.045039602631225306
2017-06-30,34.331036303946405,4,0.028185843818092415
2017-07-07,34.369176602575976,4,-0.015449822258681967
2017-07-14,35.52768817344933,4,0.0011109568115539314
2017-07-21,35.82089171916419,4,0.03370786516853941
2017-07-28,35.63734153200935,4,0.008252818035426657
2017-08-04,37.27975814174543,4,-0.00512410993544965
2017-08-11,37.6918548354015,4,0.046086956521739
2017-08-18,37.69664171053935,4,0.011054167575046847
2017-08-25,38.26149297680521,4,0.00012700025400058657
2017-09-01,39.264343318184,4,0.014984126984126878
2017-09-08,37.96710015582766,4,0.026210434129863458
2017-09-15,38.266279851943054,4,-0.03303870771106365
2017-09-22,36.35392323437347,4,0.007879972262497814
2017-09-29,36.88765981224333,4,-0.04997498123592703
2017-10-06,37.17008544537626,4,0.014681677529791326
2017-10-13,37.57457639452427,4,0.0076563716584479025
2017-10-20,37.397462014423965,4,0.010882163554410962
2017-10-27,39.02499956129169,4,-0.004713676030320246
2017-11-03,41.286798063924046,4,0.04352
2017-11-10,41.95696058322253,4,0.05795768169273208
2017-11-17,40.871224842476174,4,0.016231884057971158
2017-11-24,42.029022689909226,4,-0.025877368752504792
2017-12-01,41.087411162536284,4,0.028327945930061604
2017-12-08,40.683863365090744,4,-0.02240384065839851
2017-12-15,41.78881566762021,4,-0.009821689564454616
2017-12-22,42.03863097080079,4,0.02715947334238633
2017-12-29,40.65023438197027,4,0.0059780421911823645
2018-01-05,42.036228900577896,4,-0.033026684189474964
2018-01-12,42.538261577161954,4,0.03409560952549784
2018-01-19,42.867345197697894,4,0.011942857142857477
2018-01-26,41.19790639278923,4,0.0077361793438361914
2018-02-02,38.553227077387156,4,-0.0389443012439763
2018-02-09,37.72211078026716,4,-0.06419450760888579
2018-02-16,41.58572701132579,4,-0.021557632398753857
2018-02-23,42.3261328683389,4,0.10242311872642418
2018-03-02,42.49736679618232,4,0.017804326393319192
2018-03-09,43.40659483557626,4,0.004045584045583972
2018-03-16,42.93389272490992,4,0.021394926508143453
2018-03-23,39.77932965985081,4,-0.010890098899877576
2018-04-06,40.608970098979505,4,-0.07347489046174593
2018-04-13,42.14042846771997,4,0.020856068873529754
2018-04-20,39.96744580593232,4,0.037712317377360804
2018-04-27,39.14745234865396,4,-0.05156527213414974
2018-05-04,44.335116838670885,4,-0.020516533912623758
2018-05-11,45.65916509762918,4,0.1325160177427307
2018-05-18,45.107158647538526,4,0.029864548767883248
2018-05-25,45.65674401670772,4,-0.012089718436820829
2018-06-01,46.05864344966845,4,0.01218399441790563
2018-06-08,46.41212126420018,4,0.00880263018347649
2018-06-15,45.71969212066543,4,0.007674516400336451
2018-06-22,44.770628399456946,4,-0.014919144496609249
2018-06-29,44.81662893696451,4,-0.02075831391654326
2018-07-06,45.50905808049926,4,0.0010274713389577528
2018-07-13,46.322541270106534,4,0.015450272810761057
2018-07-20,46.34917316024247,4,0.017875192849923005
2018-07-27,46.23780343785576,4,0.0005749229080642682
2018-08-03,50.35606208524254,4,-0.0024028416213958126
2018-08-10,50.4214312701217,4,0.08906691800188504
2018-08-17,52.86317648413761,4,0.0012981393336219949
2018-08-24,52.51817367777914,4,0.048426733484315365
2018-08-31,55.30492169815352,4,-0.006526335141097572
2018-09-07,53.766986652907676,4,0.053062546262028
2018-09-14,54.38410434878832,4,-0.02780828537538993
2018-09-21,52.88261326196062,4,0.011477632173520158
2018-09-28,54.845727822084854,4,-0.02760900643316655
2018-10-05,54.49343622404276,4,0.03712211706330959
2018-10-12,53.96378402836568,4,-0.0064233188624079895
2018-10-19,53.28349680456025,4,-0.00971955949886305
2018-10-26,52.55218803896942,4,-0.012606366214938491
2018-11-02,50.40928328398231,4,-0.013724864347270938
2018-11-09,49.85191533760786,4,-0.040776699029126284
2018-11-16,47.184629409141934,4,-0.011056851239770626
2018-11-23,42.00609621712945,4,-0.053504181542524454
2018-11-30,43.539663720790394,4,-0.1097504262904977
2018-12-07,41.079616644170535,4,0.036508212896859904
2018-12-14,40.34574729822149,4,-0.05650128793817888
2018-12-21,36.74954369265728,4,-0.017864561695056236
2018-12-28,38.090500969308344,4,-0.08913463862702431
2019-01-04,36.14733197023398,4,0.03648908644596305
2019-01-11,37.12988793839831,4,-0.05101452985982213
2019-01-18,38.2343491135309,4,0.027181977606907104
2019-01-25,38.46353090263127,4,0.029745879571869027
2019-02-01,40.59931012871552,4,0.00599413340135202
2019-02-08,41.7257142411024,4,0.05552738336714036
2019-02-15,41.728162789558546,4,0.027744415085274587
2019-02-22,42.352542645874564,4,5.868200222991504e-05
2019-03-01,42.84225233710279,4,0.014963032507921747
2019-03-08,42.33785135513771,4,0.011562698733884158
2019-03-15,45.57238386570025,4,-0.011773446876607307
2019-03-22,46.779518254577866,4,0.07639812619281705
2019-03-29,46.51017792440234,4,0.026488287126584797
2019-04-05,48.236404585981894,4,-0.005757655064119183
2019-04-12,48.694283147280295,4,0.03711503027112384
2019-04-26,50.02384495896498,4,0.009492385786801893
2019-05-03,51.84801355879018,4,0.027304269120531188
2019-05-10,48.46901668931531,4,0.03646598139990198
2019-05-17,46.458282555434586,4,-0.06517119244391956
2019-05-24,43.992798036752006,4,-0.04148493762044858
2019-05-31,43.03413506338589,4,-0.05306878306878293
2019-06-07,46.74096522706819,4,-0.021791361680728705
2019-06-14,47.37761576579082,4,0.08613697378191598
2019-06-21,48.86231431941422,4,0.013620825663949843
2019-06-28,48.65091684323605,4,0.03133755318045006
2019-07-05,50.20198437193866,4,-0.0043263909850086435
2019-07-12,49.97338012444367,4,0.03188156831042854
2019-07-19,49.798854301087275,4,-0.004553689467756694
2019-07-26,51.06478104796816,4,-0.003492375799311387
2019-08-02,50.15036405798818,4,0.025420800631817952
2019-08-09,49.594831155473464,4,-0.01790699913353233
2019-08-16,50.954438696478775,4,-0.011077345358298074
2019-08-23,50.00197315958576,4,0.0274142992188664
2019-08-30,51.50716481115245,4,-0.018692493946731226
2019-09-06,52.62248714969038,4,0.030102645084879587
2019-09-13,53.977159636100396,4,0.021653731915301178
2019-09-20,53.725471851740075,4,0.025743224233330197
2019-09-27,53.99443232718395,4,-0.004662857142856969
2019-10-04,56.01533718395955,4,0.005006200339870315
2019-10-11,58.28546229779784,4,0.0374280230326296
2019-10-18,58.33481284375084,4,0.04052684903748749
2019-10-25,60.8442881054612,4,0.0008467042038862171
2019-11-01,63.12428332849007,4,0.04301848483566695
2019-11-08,64.38077470802804,4,0.03747262551707342
2019-11-15,65.77164098718202,4,0.019905039919413614
2019-11-22,64.78665027703383,4,0.021603751825939765
2019-11-29,66.14039379072997,4,-0.014975918121613474
2019-12-06,66.99669224729097,4,0.020895408358163392
2019-12-13,68.09552610484322,4,0.012946679139382633
2019-12-20,69.15723719693764,4,0.01640131506039655
2019-12-27,71.72118286455958,4,0.015591495547883305
2020-01-03,73.6094942008487,4,0.03707414829659328
2020-01-10,76.8020520302235,4,0.02632850241545892
2020-01-17,78.88092689586294,4,0.04337154960831113
2020-01-24,78.77698315258095,4,0.02706795991364075
2020-01-31,76.5991142457206,4,-0.0013177297399055155
2020-02-07,79.39322105918119,4,-0.027646005466369528
2020-02-14,80.61377740580859,4,0.036477012051306934
2020-02-21,77.6616187625431,4,0.01537355872886903
2020-02-28,67.8153014052988,4,-0.03662101861824896
2020-03-06,71.70272375319544,4,-0.12678485864877787
2020-03-13,68.95895277886635,4,0.05732367573895192
2020-03-20,56.869987174973275,4,-0.0382659239525307
2020-03-27,61.45947750273896,4,-0.1753066877720617
2020-04-03,59.88912756896833,4,0.08070144826382841
2020-04-17,70.15718187525057,4,-0.025550980867037998
2020-04-24,70.19935557015438,4,0.17145105836543628
2020-05-01,71.71264697552577,4,0.0006011315417258078
2020-05-08,77.14064959020214,4,0.021557055518252932
2020-05-15,76.53870726921323,4,0.07569100909814219
2020-05-22,79.31958129758347,4,-0.0078031793119015536
2020-05-29,79.08328162612091,4,0.0363329108576258
2020-06-05,82.45614851562897,4,-0.0029790836965721823
2020-06-12,84.27192493844673,4,0.04264955652009794
2020-06-19,86.98812747778511,4,0.02202111613876312
2020-06-26,87.96068717822584,4,0.03223140495867782
2020-07-10,95.4352188913319,4,0.011180372869723953
2020-07-17,95.84065938026244,4,0.08497582218703204
2020-07-24,92.1469224105578,4,0.004248331943285999
2020-07-31,105.72296037732409,4,-0.03854039604474302
2020-08-07,110.75489969699579,4,0.14733034605625406
2020-08-14,114.53768601131777,4,0.047595520421607196
2020-08-21,123.96973225618513,4,0.03415457306783676
2020-08-28,124.40582422259244,4,0.08234884581076085
2020-09-04,120.5707068723016,4,0.003517729355953847
2020-09-11,111.63954340027928,4,-0.030827474310438086
2020-09-18,106.49615015076641,4,-0.07407407407407385
2020-09-25,111.91864225877994,4,-0.04607142857142854
2020-10-02,112.6562606705318,4,0.050917259453387986
2020-10-09,116.59354813866665,4,0.006590666191663708
2020-10-16,118.63695049554676,4,0.03494956644841629
2020-10-23,114.66975957828686,4,0.017525861331965542
2020-10-30,108.50964905852145,4,-0.03343975802386134
2020-11-06,118.51235279085896,4,-0.053720445062586886
2020-11-13,119.08149965319606,4,0.09218261987874321
2020-11-20,117.16437338006058,4,0.004802426489173506
2020-11-27,116.41549592961704,4,-0.01609927888646656
2020-12-04,122.06702442229765,4,-0.006391682290778911
2020-12-11,122.22678494505894,4,0.04854618749463935
2020-12-18,126.4654313145694,4,0.0013087934560327419
2021-01-08,131.85235644142662,4,0.03467853933502174
2021-01-15,126.94970539918957,4,0.04259602858157985
2021-01-22,138.86184937757818,4,-0.03718288527073066
2021-01-29,131.7624911473734,4,0.0938335692936918
2021-02-05,136.76,4,-0.05112533256633345
2021-02-12,135.37,4,0.03792816004849975
2021-02-19,129.87,4,-0.010163790582041421
2021-02-26,121.26,4,-0.04062938612691147
2021-03-05,121.42,4,-0.06629706629706633
2021-03-12,121.03,4,0.0013194788058716878
2021-03-19,119.99,4,-0.0032119914346895317
