Date,INTC,dayofweek,weekly_ret
2020-06-12,58.16315465832698,4,0.022405847767360543
2020-06-19,58.447451217418745,4,-0.07786757848927572
2020-06-26,56.369145337161655,4,0.004887915051407177
2020-07-10,58.35922125080406,4,-0.03555853740355586
2020-07-17,58.81997774312521,4,0.035304347826087046
2020-07-24,49.595044567078396,4,0.007895178901394129
2020-07-31,46.7912922946561,4,-0.1568333333333335
2020-08-07,47.40530528653238,4,-0.05653291164261698
2020-08-14,48.254119830492776,4,0.013122377300667232
2020-08-21,48.639047356242244,4,0.017905475744326438
2020-08-28,49.77409006037535,4,0.007977091429739902
2020-09-04,49.42864228085657,4,0.023336038961039307
2020-09-11,48.639047356242244,4,-0.006940313305572321
2020-09-18,49.24111348626067,4,-0.015974440894568787
2020-09-25,49.29046316904907,4,0.012378246753246946
2020-10-02,50.34654638072072,4,0.0010022048506714842
2020-10-09,52.13300489766063,4,0.02142571085302336
2020-10-16,53.45557639638962,4,0.035483238580670706
2020-10-23,47.573094208012925,4,0.02536917834153707
2020-10-30,43.704079077402746,4,-0.1100443131462332
2020-11-06,45.12328218135701,4,-0.08132780082987556
2020-11-13,45.19287085182837,4,0.03247301244903866
2020-11-20,45.12328218135701,4,0.0015421899096716984
2020-11-27,47.17117734094273,4,-0.0015398152221732797
2020-12-04,51.67952906362292,4,0.0453844459131969
2020-12-11,49.43777975058127,4,0.09557428872497375
2020-12-18,47.18111857958149,4,-0.04337789747042442
2021-01-08,51.34649756922427,4,-0.04564649105167895
2021-01-15,57.241652082012266,4,0.08828487147071229
2021-01-22,56.32705812724583,4,0.11481122942884814
2021-01-29,55.183815683787785,4,-0.015977770059048324
2021-02-05,58.18,4,-0.020296505471231963
2021-02-12,61.81,4,0.05429462024483467
2021-02-19,63.01,4,0.06239257476796145
2021-02-26,60.78,4,0.01941433425012118
2021-03-05,60.74,4,-0.03539120774480231
2021-03-12,62.9,4,-0.0006581112207962869
2021-03-19,63.76,4,0.03556140928547902
