Date,XOM,dayofweek,weekly_ret
2019-06-28,68.0682399208566,4,0.044922663080027014
2019-07-05,67.6241042042909,4,-0.013643969622860075
2019-07-12,68.95651135398796,4,-0.006524859715516307
2019-07-19,66.61147477052116,4,0.019703139366872735
2019-07-26,66.45158591255749,4,-0.0340074713384001
2019-08-02,63.73347532717553,4,-0.0024003200426726545
2019-08-09,62.92514832302599,4,-0.04090362251035928
2019-08-16,61.4271916745416,4,-0.012682926829268304
2019-08-23,60.69869935746432,4,-0.023805373342858704
2019-08-30,61.58907885611434,4,-0.011859443631039301
2019-09-06,63.79254327196539,4,0.014668839828122726
2019-09-13,65.33047149690633,4,0.035776869158878455
2019-09-20,64.82682248756895,4,0.024108275764838538
2019-09-27,64.28719854899317,4,-0.007709251101321479
2019-10-04,62.029771739284534,4,-0.008324084350721517
2019-10-11,62.038765471594154,4,-0.03511471740346961
2019-10-18,60.80662414517947,4,0.0001449905756130132
2019-10-25,62.28159624395324,4,-0.01986082922586274
2019-11-01,62.596376874789094,4,0.02425676675048072
2019-11-08,64.43109826594672,4,0.005054151624548586
2019-11-15,62.99261959899467,4,0.029310344827586432
2019-11-22,63.15649691548289,4,-0.02232584428430129
2019-11-29,62.027564290786344,4,0.0026015320132968256
2019-12-06,63.28395705052928,4,-0.017875162173850545
2019-12-13,63.0290367804365,4,0.020255394099515822
2019-12-20,63.67544175102887,4,-0.004028197381671927
2019-12-27,63.62992027422659,4,0.010255669507438947
2020-01-03,64.03050927008665,4,-0.000714898484415194
2020-01-10,62.9470981221924,4,0.006295607383030477
2020-01-17,62.41904899128596,4,-0.016920233186406897
2020-01-24,60.37968683054381,4,-0.008388776395718778
2020-01-31,56.55588277915232,4,-0.03267211201867004
2020-02-07,55.17202988436302,4,-0.06332931242460793
2020-02-14,56.018739981649176,4,-0.02446877012234383
2020-02-21,54.614807833716675,4,0.015346727301148944
2020-02-28,47.51201953266338,4,-0.025061830173124355
2020-03-06,44.0483711413825,4,-0.13005242685607987
2020-03-13,35.20914044683375,4,-0.07290046656298621
2020-03-20,30.23995955480947,4,-0.2006710002096873
2020-03-27,34.128482148754124,4,-0.14113326337880372
2020-04-03,36.21590757923272,4,0.12858888210140518
2020-04-17,39.919702258975725,4,0.0611637347767251
2020-04-24,40.39075844018993,4,0.10226982912522309
