Date,NEE,dayofweek,weekly_ret
2015-02-06,22.603549633212644,4,-0.002192181220314393
2015-02-13,22.137805415817528,4,-0.031490296594653855
2015-02-20,22.560820805928692,4,-0.020604914933837315
2015-02-27,22.267621093753053,4,0.019108280254777066
2015-03-06,21.243129730846967,4,-0.012995968307083494
2015-03-13,21.654217651676927,4,-0.04600811907983726
2015-03-20,22.81215116689432,4,0.01935157041539992
2015-03-27,22.28483943598677,4,0.05347380976046123
2015-04-10,22.577551253959946,4,-0.02311538824417414
2015-04-17,22.20090001759741,4,0.013135020282017074
2015-04-24,22.60983564564816,4,-0.01668255481410874
2015-05-01,21.92755883463717,4,0.01841977702375175
2015-05-08,21.7833552184298,4,-0.03017610661589709
2015-05-15,21.983518446896746,4,-0.006576364350215913
2015-05-22,22.002889081909675,4,0.009188815334453038
2015-05-29,22.194772717763296,4,0.0008811435284903357
2015-06-05,21.420536460166897,4,0.008720838210805049
2015-06-12,21.522466723772027,4,-0.03488372093023284
2015-06-19,21.89548811398653,4,0.004758529917991305
2015-06-26,21.405355357076775,4,0.017331721080209306
2015-07-10,22.04296168686204,4,-0.0223851030110932
2015-07-17,22.478876218449926,4,0.029787234042553123
2015-07-24,22.181760343686047,4,0.01977567886658793
2015-07-31,22.815029215445556,4,-0.013217559093101627
2015-08-07,23.20540043776307,4,0.028549080954243022
2015-08-14,23.64782115638958,4,0.01711026615969602
2015-08-21,23.196725521711567,4,0.019065420560747448
2015-08-28,22.2492537676124,4,-0.019075568598679427
2015-09-04,20.675941774616827,4,-0.04084506467140614
2015-09-11,20.944715906753565,4,-0.07071302298173254
2015-09-18,21.259378305352687,4,0.012999365884590608
2015-09-25,21.547818837401877,4,0.015023474178404106
2015-10-02,21.532522748581084,4,0.013567684242985045
2015-10-09,22.080996790583704,4,-0.0007098671534329082
2015-10-16,22.651322388044605,4,0.02547188958798441
2015-10-23,22.84798638716905,4,0.025828797624938504
2015-10-30,22.432806833461886,4,0.008682230368512345
2015-11-06,21.598077414955906,4,-0.018171384850803385
2015-11-13,21.945517146742425,4,-0.03721020845509426
2015-11-20,22.07444132394623,4,0.01608660461351663
2015-11-27,21.882079933679442,4,0.005874738623917075
2015-12-04,21.611223957847447,4,-0.008714213304148899
2015-12-11,21.450472037231698,4,-0.0123779812820769
2015-12-18,22.485450156264548,4,-0.007438353372733242
2016-01-08,23.159286974188053,4,0.048249666358690435
2016-01-15,23.179105704126982,4,0.029967681911663657
2016-01-22,23.474184572106555,4,0.0008557573452505629
2016-01-29,24.59944801641673,4,0.012730381911457256
2016-02-05,25.017843426238517,4,0.04793621013133209
2016-02-12,24.59063969199943,4,0.017008325127562562
2016-02-19,25.26888067213159,4,-0.017075961623096547
2016-02-26,24.96365021026108,4,0.02758126623085877
2016-03-04,25.356341828392626,4,-0.012079302832243899
2016-03-11,25.695787125421592,4,0.015730536793458816
2016-03-18,26.29037104440044,4,0.013386997987575366
2016-04-01,26.3369615753652,4,0.023139354170264248
2016-04-08,25.91542819996975,4,0.0017721518987341423
2016-04-15,26.052981196151425,4,-0.01600539128969769
2016-04-22,25.389620779081742,4,0.005307764746169008
2016-04-29,26.086260146840534,4,-0.025461977348207432
2016-05-06,26.288152447687825,4,0.02743795875567967
2016-05-13,26.791773901449773,4,0.007739411464534607
2016-05-20,26.474514571546873,4,0.019157734829944095
2016-05-27,26.78071313586603,4,-0.011841669426962853
2016-06-03,27.218715453508697,4,0.01156578578586065
2016-06-10,27.67236071106717,4,0.01635514018691575
2016-06-17,27.956168335254013,4,0.016666666666666607
2016-06-24,27.6656565939604,4,0.010255996123718303
2016-07-01,28.990837075399693,4,-0.010391686650679688
2016-07-08,29.03553118944487,4,0.04789983844911139
2016-07-15,28.51037534941412,4,0.0015416634548681696
2016-07-22,29.00871472101777,4,-0.01808666204879561
2016-07-29,28.66903945427447,4,0.01747922871923513
2016-08-05,28.155057142755012,4,-0.01170942146213727
2016-08-12,28.333833598935694,4,-0.01792813157689599
2016-08-19,27.951698923849488,4,0.006349710294467847
2016-08-26,27.372910146964536,4,-0.013486868049530698
2016-09-02,27.71276456500364,4,-0.020706747681483728
2016-09-09,27.20185759218989,4,0.012415721098503196
2016-09-16,27.755527703697304,4,-0.018435799561438815
2016-09-23,28.52751489169343,4,0.020354128744001
2016-09-30,27.53045855267803,4,0.027813817710022892
2016-10-07,27.39991844508685,4,-0.03495069033530562
2016-10-14,27.915326800920997,4,-0.004741661216481341
2016-10-21,27.843304672594822,4,0.01881057992442914
2016-10-28,28.297944357653765,4,-0.002580020962670515
2016-11-04,27.724018022554606,4,0.016328510225527504
2016-11-11,25.554351406728767,4,-0.020281555714626642
2016-11-18,25.678139439789376,4,-0.07825945770417286
2016-11-25,26.02634571668736,4,0.004844107803417597
2016-12-02,25.946969444459747,4,0.01356041693419674
2016-12-09,26.418691290840968,4,-0.0030498431509237145
2016-12-16,26.965253622465376,4,0.018180229000961168
2016-12-23,27.040094107708555,4,0.020688471113400553
2016-12-30,27.092255658029558,4,0.002775441547518964
2017-01-06,26.908556285159946,4,0.0019290447035142932
2017-01-13,26.999272024848644,4,-0.006780512305374131
2017-01-20,27.04689778818521,4,0.003371260008428134
2017-01-27,27.525423315043092,4,0.001763964720705502
2017-02-03,28.169505066832837,4,0.01769243669293985
2017-02-10,28.45525964685224,4,0.023399522122435235
2017-02-17,28.770496842270465,4,0.010144110780130555
2017-02-24,29.923153709689974,4,0.011078345421216218
2017-03-03,29.886595183471666,4,0.04006384991329015
2017-03-10,29.717511999711963,4,-0.0012217470983504342
2017-03-17,29.75635543381892,4,-0.005657492354740112
2017-03-24,30.34357676120059,4,0.001307089035829545
2017-03-31,29.33136256653102,4,0.01973431620978272
2017-04-07,29.45931740829512,4,-0.03335843373493985
2017-04-21,30.393844734750772,4,0.004362389966503066
2017-04-28,30.517229760737578,4,0.03172264019235249
2017-05-05,30.693167668163213,4,0.00405953991880903
2017-05-12,30.97192643057786,4,0.005765199161425594
2017-05-19,31.369500403202018,4,0.009082111218640776
2017-05-26,32.375447056558066,4,0.012836591663592634
2017-06-02,32.83561971033616,4,0.032067665739852425
2017-06-09,32.26730648292021,4,0.014213630872006222
2017-06-16,32.86553093283174,4,-0.017307827061873726
2017-06-23,32.934556830898444,4,0.01853964632059335
2017-06-30,32.24199698696241,4,0.0021002520302433325
2017-07-07,32.322527201373575,4,-0.021028363839597386
2017-07-14,32.59402906710266,4,0.002497680725040974
2017-07-21,33.21756301297198,4,0.008399772209567447
2017-07-28,33.390127758138775,4,0.01913031201468285
2017-08-04,33.765168470967915,4,0.005194985107709549
2017-08-11,33.86410559153021,4,0.011232083792722891
2017-08-18,34.496842990475095,4,0.0029301533219763254
2017-08-25,34.76271240012061,4,0.018684603886397477
2017-09-01,34.77660822119993,4,0.007707064954289411
2017-09-08,34.336573887021196,4,0.0003997335109922062
2017-09-15,34.76039642994072,4,-0.012653169952050902
2017-09-22,33.89653955284245,4,0.012343180898421569
2017-09-29,33.940542986260326,4,-0.024851755613298776
2017-10-06,34.153612242810034,4,0.0012981688986062334
2017-10-13,34.86693105821558,4,0.006277720914363849
2017-10-20,35.70299629315518,4,0.020885603851630963
2017-10-27,36.092079283376385,4,0.02397874460312166
2017-11-03,35.35328479599208,4,0.01089776855215363
2017-11-10,35.93459331114399,4,-0.020469712525667205
2017-11-17,36.13839868697415,4,0.016442843105142213
2017-11-24,36.364873161885455,4,0.00567156483629816
2017-12-01,36.70048437353138,4,0.00626686524970288
2017-12-08,37.06406318614781,4,0.00922899442414904
2017-12-15,36.92422518129534,4,0.00990664888550219
2017-12-22,36.01760878316847,4,-0.0037728730428220336
2017-12-29,36.402163296512775,4,-0.02455343053714598
2018-01-05,35.35803952694764,4,0.010676847418144453
2018-01-12,35.03408148237275,4,-0.028683014277482655
2018-01-19,34.99679134774542,4,-0.009162217388438476
2018-01-26,36.75175830864395,4,-0.001064395955295394
2018-02-02,36.33923619432916,4,0.050146510388918486
2018-02-09,34.5166808644186,4,-0.01122455450567561
2018-02-16,36.36953442871386,4,-0.050153925089789664
2018-02-23,36.41847773041223,4,0.05367994598244419
2018-03-02,35.87942098432219,4,0.0013457225248318938
2018-03-09,36.33950384418003,4,-0.014801737460868325
2018-03-16,37.8019100772996,4,0.012823029113509854
2018-03-23,37.43806904016713,4,0.040242878367030555
2018-04-06,38.20330889891028,4,-0.009624937903626285
2018-04-13,37.60942643184888,4,0.02044015298764812
2018-04-20,37.74322603905243,4,-0.01554531490015354
2018-04-27,38.487339644026605,4,0.0035576082886030758
2018-05-04,38.51785534391513,4,0.019715156415200052
2018-05-11,37.731489231402996,4,0.0007928763112952097
2018-05-18,36.724471135081494,4,-0.020415625571332918
2018-05-25,38.125845968424,4,-0.026689063083239928
2018-06-01,38.28077182939655,4,0.03815915627996147
2018-06-08,37.06012111322502,4,0.004063538973033021
2018-06-15,37.707727821453574,4,-0.03188678435250791
2018-06-22,38.832767212390756,4,0.01747448979591848
2018-06-29,39.47801039248709,4,0.029835777861351165
2018-07-06,40.25324761985557,4,0.0166159464394402
2018-07-13,40.066528897410116,4,0.01963719092378602
2018-07-20,40.172887663360065,4,-0.004638600199635912
2018-07-27,39.46619275182598,4,0.0026545540349223185
2018-08-03,40.451783982962134,4,-0.0175913396481735
2018-08-10,40.399786364053284,4,0.024973050664750307
2018-08-17,41.40192229211497,4,-0.001285422144317594
2018-08-24,40.818130843456395,4,0.024805475925817166
2018-08-31,40.465303618900535,4,-0.014100588000228065
2018-09-07,40.941086142344396,4,-0.008643884892941434
2018-09-14,41.309817598013396,4,0.011757789535567165
2018-09-21,40.62231185163701,4,0.009006391632771837
2018-09-28,39.8705754645957,4,-0.016642672041462858
2018-10-05,41.00531678300932,4,-0.018505504802061368
2018-10-12,40.289264085226314,4,0.02846062052505971
2018-10-19,41.26461825828623,4,-0.017462435458606262
2018-10-26,40.41534645393892,4,0.024208786017949846
2018-11-02,40.00141565854277,4,-0.020581113801453
2018-11-09,42.00208116962421,4,-0.010241921243157148
2018-11-16,42.91320470201921,4,0.05001486767766883
2018-11-23,42.1852574411501,4,0.021692342546443033
2018-11-30,43.22722116749216,4,-0.01696324629968393
2018-12-07,43.500796118472394,4,0.024699712400608975
2018-12-14,43.115412274482864,4,0.006328765615541521
2018-12-21,41.419247578405475,4,-0.008859236574428553
2018-12-28,41.08857872461199,4,-0.03934010152284306
2019-01-04,41.04337938488483,4,-0.007983458732984894
2019-01-11,41.79987359716057,4,-0.0011000463177395226
2019-01-18,41.8902722766149,4,0.018431577117023146
2019-01-25,41.440657791960454,4,0.0021626543736839032
2019-02-01,42.30182415939385,4,-0.010733147822136302
2019-02-08,43.536479807730665,4,0.02078071182548813
2019-02-15,43.78150780730426,4,0.02918681813069357
2019-02-22,44.75448306774696,4,0.005628107753674838
2019-03-01,44.917442975393286,4,0.022223429689198104
2019-03-08,45.19045366526292,4,0.0036411974058474517
2019-03-15,45.79874064093737,4,0.006078055022392892
2019-03-22,46.442950075805186,4,0.01346051934287229
2019-03-29,46.296865408418796,4,0.014066094959213515
2019-04-05,45.52094028984196,4,-0.003145464858454239
2019-04-12,45.7053422470346,4,-0.016759776536312554
2019-04-26,45.91129767974327,4,0.004050925925925819
2019-05-03,46.07893582264568,4,0.004506156667539951
2019-05-10,45.92327183280772,4,0.0036513483907987254
2019-05-17,47.6523395353154,4,-0.0033782027961127836
2019-05-24,48.70367017437478,4,0.037651230705048055
2019-05-31,47.7672914047342,4,0.02206251884611521
2019-06-07,49.25663029218314,4,-0.019226041205684052
2019-06-14,49.87598319521613,4,0.03117905252005415
2019-06-21,50.018169270231475,4,0.01257400068496528
2019-06-28,49.36989716550046,4,0.0028507924236564897
2019-07-05,50.15312554482232,4,-0.012960732353649695
2019-07-12,50.30254142026219,4,0.01586449282436786
2019-07-19,50.543534767745825,4,0.002979193695641813
2019-07-26,50.40857849315498,4,0.004790878167967971
2019-08-02,50.948403591518364,4,-0.002670099651933544
2019-08-09,52.17023986326047,4,0.01070899268537584
2019-08-16,52.42328287811829,4,0.02398183624237271
2019-08-23,53.476423806621845,4,0.004850332594234841
2019-08-30,53.09519061323179,4,0.020089183101181574
2019-09-06,53.35208719005317,4,-0.007128995662998072
2019-09-13,52.95220100915199,4,0.004838415190798084
2019-09-20,54.704429547282636,4,-0.007495230307985601
2019-09-27,56.04707769406602,4,0.03309075930248495
2019-10-04,56.61176545255074,4,0.024543682438419312
2019-10-11,55.630226644884175,4,0.010075239989622231
2019-10-18,56.342751112671756,4,-0.017338070979066145
2019-10-25,57.40911426174159,4,0.012808225145944263
2019-11-01,57.12555860619348,4,0.018926359256710157
2019-11-08,53.82225639668851,4,-0.004939209726443683
2019-11-15,56.085854535850395,4,-0.057825293793220434
2019-11-22,56.56087084770877,4,0.04205691642651299
2019-11-29,56.9714260880599,4,0.00846944948578332
2019-12-06,57.110309472159614,4,0.007258644257026381
2019-12-13,57.7340664253092,4,0.002437772645624836
2019-12-20,59.137519569895744,4,0.010921967660736609
2019-12-27,59.088788557930926,4,0.024308925933741232
2020-01-03,58.55518397691625,4,-0.0008240286761980187
2020-01-10,59.34218982014794,4,-0.009030555441012833
2020-01-17,61.74219215941486,4,0.013440412782956157
2020-01-24,64.2567123767991,4,0.04044344077191564
2020-01-31,65.34828704481083,4,0.04072612470402559
2020-02-07,65.67478482497506,4,0.016987714242377994
2020-02-14,67.86280726219505,4,0.004996271439224431
2020-02-21,67.63620805655867,4,0.033316019885731185
2020-02-28,61.923250201133634,4,-0.0033390779836278695
2020-03-06,66.59272776417211,4,-0.08446596903610792
2020-03-13,54.27961431620181,4,0.07540750118689665
2020-03-20,46.97651220947687,4,-0.18490177323228596
2020-03-27,56.825043061215965,4,-0.1345459469218271
2020-04-03,54.29921338257342,4,0.20964797913950473
2020-04-17,60.330826058439506,4,-0.044449234748868416
2020-04-24,58.723702615966644,4,0.11108103230463828
2020-05-01,55.62460024595425,4,-0.026638512141639148
2020-05-08,56.281168969403495,4,-0.052774301209845165
2020-05-15,55.82059090967043,4,0.011803567496145861
2020-05-22,57.29052088754193,4,-0.008183519784094262
2020-05-29,62.60921752414035,4,0.026333113890717463
2020-06-05,62.661411106671636,4,0.092837288860381
2020-06-12,60.82132642640261,4,0.0008336405499902444
2020-06-19,59.66357569049036,4,-0.029365516156930505
2020-06-26,58.18805932706178,4,-0.019035276011502122
2020-07-10,63.94725341336567,4,-0.024730605672763306
2020-07-17,67.83433992670507,4,0.09897553128439607
2020-07-24,69.0339667530652,4,0.06078582434514623
2020-07-31,69.1448152277802,4,0.01768465393274754
2020-08-07,70.8888312299629,4,0.0016057091882246688
2020-08-14,69.09554923901797,4,0.025222657641610358
2020-08-21,69.56603943169722,4,-0.02529710195288082
2020-08-28,69.20722623312231,4,0.006809269162210585
2020-09-04,68.65515284911278,4,-0.005157878779734282
2020-09-11,68.86063307724189,4,-0.007977106063316142
2020-09-18,68.55612623314695,4,0.0029929323525168527
2020-09-25,69.76920227872841,4,-0.004422074420276645
2020-10-02,69.60828402778394,4,0.01769464105156704
2020-10-09,74.99038060552702,4,-0.0023064367326661728
2020-10-16,75.65633459789726,4,0.07731977095707232
2020-10-23,75.02999125191334,4,0.008880525568650821
2020-10-30,72.49738554858712,4,-0.008278795811518469
2020-11-06,74.98295360932957,4,-0.033754578150262615
2020-11-13,76.43864486402735,4,0.03428493375221997
2020-11-20,74.81460836218766,4,0.019413629160063728
2020-11-27,74.74145745181005,4,-0.02124627542427804
2020-12-04,72.1449553361542,4,-0.0009777623913163058
2020-12-11,73.41833568406204,4,-0.034739784373752136
2020-12-18,74.12466384579221,4,0.01765030336458895
2021-01-08,80.7104278326281,4,0.009620596205962562
2021-01-15,81.61572167371884,4,0.08884713461280325
2021-01-22,83.77449929478136,4,0.011216566005176842
2021-01-29,80.45177244945933,4,0.026450511945392385
2021-02-05,83.16765397273153,4,-0.039662747892174166
2021-02-12,82.70008462623412,4,0.033757883022134116
2021-02-19,77.696097790315,4,-0.005622009569377973
2021-02-26,73.48,4,-0.06050763863827724
2021-03-05,70.7,4,-0.05426395803935136
2021-03-12,75.67,4,-0.03783342406096901
2021-03-19,70.84,4,0.07029702970297036
