Date,ACN,dayofweek,weekly_ret
2015-02-06,78.87359128499203,4,-0.058170813718896985
2015-02-13,80.34100693680583,4,0.049030108294656705
2015-02-20,80.96734288575074,4,0.018604651162790642
2015-02-27,80.5557506907298,4,0.007795968370642559
2015-03-06,81.12840070119373,4,-0.005083434633661121
2015-03-13,78.62305690541406,4,0.007108741530601037
2015-03-20,81.85316087068712,4,-0.03088121760229401
2015-03-27,84.05428434840783,4,0.04108341868669618
2015-04-10,85.63389375342159,4,0.026891123742894596
2015-04-17,83.55386465179663,4,0.018792729213733095
2015-04-24,84.46726873555367,4,-0.024289787728376533
2015-05-01,84.43109431639499,4,0.010931919038856819
2015-05-08,86.71912632818245,4,-0.0004282655246251599
2015-05-15,87.74105366941559,4,0.02709940017137935
2015-05-22,87.17130656766615,4,0.011784336218583658
2015-05-29,86.85478040002756,4,-0.006493506493506329
2015-06-05,86.27598969348844,4,-0.0036310820624546603
2015-06-12,86.9090420287656,4,-0.006663890045814247
2015-06-19,87.74105366941559,4,0.007337526205450695
2015-06-26,89.53168741777101,4,0.009573361082205967
2015-07-10,89.3327281123982,4,0.020408163265306145
2015-07-17,90.87014092664276,4,-0.0022222222222220145
2015-07-24,91.49414965713024,4,0.017209961530674223
2015-07-31,93.24860898632696,4,0.006867038216560317
2015-08-07,93.8183560880764,4,0.019175644954037674
2015-08-14,93.55609154917587,4,0.006109979633401208
2015-08-21,87.84053332210199,4,-0.0027954501638710605
2015-08-28,86.68295190902376,4,-0.06109231512808144
2015-09-04,85.41684723846944,4,-0.013178214763718499
2015-09-11,88.03949262747483,4,-0.014606155451225566
2015-09-18,88.20227751368897,4,0.030704076230809507
2015-09-25,87.6687048310982,4,0.001848998459168083
2015-10-02,89.8843880045683,4,-0.006049420691069618
2015-10-09,94.7588909862025,4,0.02527336496802146
2015-10-16,94.15860240472206,4,0.0542308079283631
2015-10-23,98.71068317334176,4,-0.0063349050968509735
2015-10-30,97.9885659429784,4,0.048344820891175644
2015-11-06,96.89167901078086,4,-0.0073154921752014435
2015-11-13,94.28657254681177,4,-0.011194029850746468
2015-11-20,98.6924017244718,4,-0.02688679245282999
2015-11-27,98.22622477828787,4,0.04672806592341239
2015-12-04,99.72530358562445,4,-0.004723534315087319
2015-12-11,96.25182830033232,4,0.015261492648426911
2015-12-18,93.17140416574429,4,-0.03483043079743331
2016-01-08,89.76191395149702,4,-0.03200379867046532
2016-01-15,90.73997146603979,4,-0.03659374080251132
2016-01-22,93.45476662322865,4,0.010896130346232047
2016-01-29,96.47120568677185,4,0.029918404351767958
2016-02-05,90.4657497329904,4,0.03227699530516448
2016-02-12,86.56266039925423,4,-0.06225127913587292
2016-02-19,90.44746828412045,4,-0.043144387188036815
2016-02-26,92.43100548651094,4,0.04487856388595568
2016-03-04,94.31399472011671,4,0.021930267812026116
2016-03-11,96.59917582886156,4,0.020371835443038222
2016-03-18,98.50958723577223,4,0.024229501841442236
2016-04-01,106.35232880098448,4,0.019776684330052863
2016-04-08,103.13479379987177,4,0.07961399276236425
2016-04-15,105.95805316214278,4,-0.030253545337344034
2016-04-22,105.15520081715876,4,0.027374460725149596
2016-04-29,104.2046974662007,4,-0.007577077164257151
2016-05-06,106.63171087689945,4,-0.00903905221588397
2016-05-13,106.53020081029229,4,0.023290825363088574
2016-05-20,107.48070416125036,4,-0.0009519688446558705
2016-05-27,109.7600665659751,4,0.008922383922383759
2016-06-03,109.72315381448158,4,0.021207177814029476
2016-06-10,109.14177797845869,4,-0.0003363040188330002
2016-06-17,108.4958048273221,4,-0.005298570227081356
2016-06-24,102.84815384881392,4,-0.005918660691638045
2016-07-01,104.75838873860344,4,-0.05205409543250794
2016-07-08,106.22567061047077,4,0.018573351278599937
2016-07-15,106.207214234724,4,0.014006342494714552
2016-07-22,104.1493283389604,4,-0.00017374685083837438
2016-07-29,104.10318739959351,4,-0.01937614041185154
2016-08-05,105.75503302892841,4,-0.0004430267588162451
2016-08-12,104.30620753280785,4,0.015867387642939157
2016-08-19,104.3246639085546,4,-0.013699825479930094
2016-08-26,106.3087243013312,4,0.0001769441741130695
2016-09-02,106.73322094350664,4,0.019018133569217444
2016-09-09,101.8699659342357,4,0.003993055555555403
2016-09-16,101.3993283526933,4,-0.045564585855092266
2016-09-23,104.36157666004813,4,-0.0046199836941756
2016-09-30,112.74077124907666,4,0.02921368765926502
2016-10-07,107.04697933120156,4,0.08029003448580774
2016-10-14,109.12332160271193,4,-0.050503396905950626
2016-10-21,107.7734775454479,4,0.0193965517241379
2016-10-28,107.84806771936985,4,-0.012369895247309581
2016-11-04,109.3025761108475,4,0.0006921013928542497
2016-11-11,111.1207116001945,4,0.013486643036223933
2016-11-18,110.4214287196764,4,0.016633967414483974
2016-11-25,112.57521999167213,4,-0.006293002181574137
2016-12-02,109.35851874128893,4,0.019505192940977967
2016-12-09,114.97142932891408,4,-0.028573794931257113
2016-12-16,114.68239240496662,4,0.05132577372324976
2016-12-23,109.53567040435351,4,-0.0025139891330790975
2016-12-30,109.20933839344505,4,-0.04487804878048762
2017-01-06,108.435465339005,4,-0.0029792305073205183
2017-01-13,109.04151050212073,4,-0.007086143601127248
2017-01-20,107.28864141495536,4,0.005588993981083812
2017-01-27,107.54970702368212,4,-0.016075245831552176
2017-02-03,106.74786265402138,4,0.0024333014686712673
2017-02-10,109.64755566523638,4,-0.007455570004334611
2017-02-17,113.03208480694393,4,0.027163944449296817
2017-02-24,115.083314589797,4,0.030867346938775464
2017-03-03,115.27911379634207,4,0.018147323269817717
2017-03-10,115.54950317680908,4,0.0017013691971159428
2017-03-17,116.75226973130016,4,0.002345519249433936
2017-03-24,110.93423616538969,4,0.010409101912369545
2017-03-31,111.77337562201136,4,-0.04983229516051724
2017-04-07,109.49837531739252,4,0.00756429652042323
2017-04-21,112.32612154999892,4,-0.020353687020353672
2017-04-28,114.27626053857979,4,0.02582454967400083
2017-05-05,114.48352168712464,4,0.017361402331627973
2017-05-12,113.95594785446508,4,0.0018136850783183611
2017-05-19,113.97478977706005,4,-0.004608294930875556
2017-05-26,115.77419338488106,4,0.00016534391534372972
2017-06-02,118.4591673546663,4,0.015787733509670998
2017-06-09,118.53453504504624,4,0.023191472048172956
2017-06-16,120.1737823108099,4,0.0006362334976937056
2017-06-23,115.63287896541868,4,0.013829279923700755
2017-06-30,116.51844932738294,4,-0.037786139855754075
2017-07-07,117.01776027615,4,0.0076584650480691074
2017-07-14,119.36357963922556,4,0.004285252263906747
2017-07-21,121.38908631818636,4,0.020046695113115076
2017-07-28,120.96514305979923,4,0.016969218626676996
2017-08-04,122.6609160933478,4,-0.0034924330616994403
2017-08-11,120.77672383384936,4,0.01401869158878477
2017-08-18,120.06073077524,4,-0.015360983102918668
2017-08-25,121.89781822825094,4,-0.005928237129484759
2017-09-01,122.56670648037287,4,0.015301318267419761
2017-09-08,125.97709447006504,4,0.005487286498183641
2017-09-15,127.51271116155628,4,0.02782475019216002
2017-09-22,129.91505629241678,4,0.012189650014956754
2017-09-29,127.24892424522648,4,0.018840044329516026
2017-10-06,128.36059767833058,4,-0.0205221174764324
2017-10-13,131.13978126109077,4,0.008736210853631743
2017-10-20,132.68485113518506,4,0.021651376146789136
2017-10-27,136.289952474366,4,0.011781854897394917
2017-11-03,137.0128751703495,4,0.027170406480751197
2017-11-10,136.8701930593001,4,0.0053042992741483275
2017-11-17,138.35408701421366,4,-0.001041377395168186
2017-11-24,140.42773369479795,4,0.01084161512266335
2017-12-01,139.4194467767157,4,0.014987968374011729
2017-12-08,143.1862545084193,4,-0.007180112443270326
2017-12-15,145.21234048532042,4,0.02701780719110336
2017-12-22,146.38233379592532,4,0.01415000332159666
2017-12-29,145.62136253699532,4,0.008057120398270667
2018-01-05,149.97792299436966,4,-0.0051985184222494984
2018-01-12,152.29888533410622,4,0.029917042262721294
2018-01-19,153.85887641491277,4,0.015475359928965648
2018-01-26,154.61984767384274,4,0.010242957966398292
2018-02-02,149.24548815764953,4,0.0049459041731063635
2018-02-09,146.33477309224222,4,-0.034758535835127446
2018-02-16,154.72448122194564,4,-0.019502868068833723
2018-02-23,155.00033330330774,4,0.057332293291731506
2018-03-02,149.81621660184703,4,0.0017828599532765388
2018-03-09,153.63058503723374,4,-0.0334458422829087
2018-03-16,153.04083231156298,4,0.025460317460317405
2018-03-23,140.16139375417245,4,-0.0038387715930902067
2018-04-06,140.18993017638232,4,-0.0841568773696314
2018-04-13,144.08563190192604,4,0.00020359687818105598
2018-04-20,146.2738370623629,4,0.027788741464114253
2018-04-27,146.25464228025382,4,0.015186838073669273
2018-05-04,147.26236834098134,4,-0.00013122498523709947
2018-05-11,150.75581868483675,4,0.006890215893431417
2018-05-18,149.05708046818182,4,0.023722627737226443
2018-05-25,149.70970305989104,4,-0.011268143621084636
2018-06-01,152.49294646570988,4,0.004378340094005395
2018-06-08,155.64089073160156,4,0.01859093531636624
2018-06-15,156.89814895974732,4,0.020643212285228918
2018-06-22,153.20315340374643,4,0.008077942899426427
2018-06-29,157.00372026134738,4,-0.02355028137998527
2018-07-06,157.88668023836576,4,0.02480736703627162
2018-07-13,161.32254623589387,4,0.005623815636652374
2018-07-20,159.81575584032987,4,0.021761595039815118
2018-07-27,155.49692986578336,4,-0.009340234398238945
2018-08-03,153.91336034178298,4,-0.027023780927216023
2018-08-10,154.21087946447398,4,-0.01018392791013456
2018-08-17,158.25138109843854,4,0.00193302986842947
2018-08-24,159.20152281283882,4,0.026201145133183612
2018-08-31,162.26309055923954,4,0.006004002668445807
2018-09-07,162.26309055923954,4,0.019230769230769162
2018-09-14,164.7296200602583,4,0.0
2018-09-21,167.17695477916803,4,0.015200804400544055
2018-09-28,163.34759574840342,4,0.014856676765323096
2018-10-05,164.33612702702186,4,-0.022906022159710937
2018-10-12,153.02080297371003,4,0.00605170387779097
2018-10-19,153.30325739358904,4,-0.06885475675991348
2018-10-26,149.59368274222788,4,0.0018458563436472009
2018-11-02,152.4412413518889,4,-0.024197624462976908
2018-11-09,159.95724638963375,4,0.01903528650048525
2018-11-16,159.8119627871,4,0.049304276002287484
2018-11-23,151.99570497078545,4,-0.0009082652134425606
2018-11-30,159.3470552589921,4,-0.0489090909090909
2018-12-07,152.4993547929024,4,0.048365513286178885
2018-12-14,150.6397246804707,4,-0.042973498662776666
2018-12-21,132.88606845084922,4,-0.01219434741187686
2018-12-28,135.42368870843833,4,-0.11785507619108848
2019-01-04,136.63438539621941,4,0.019096209912536466
2019-01-11,141.63214132337959,4,0.008940065798884511
2019-01-18,145.71945334132846,4,0.03657758559580304
2019-01-25,147.07543363164325,4,0.028858647336387877
2019-02-01,149.87456437379308,4,0.009305417082086986
2019-02-08,150.69783812148418,4,0.01903193941389536
2019-02-15,154.2233868763026,4,0.005493085175132473
2019-02-22,156.42201206131304,4,0.023394819718490778
2019-03-01,159.03711690692012,4,0.014256107517427674
2019-03-08,156.60603795785576,4,0.01671826625386985
2019-03-15,161.15825750391255,4,-0.015286236297198497
2019-03-22,160.04441655115397,4,0.029067969571402008
2019-03-29,170.48546478657786,4,-0.00691147304525519
2019-04-05,172.54849194255675,4,0.06523844105543475
2019-04-12,174.45028111289284,4,0.012100897625269669
2019-04-26,176.58891812384914,4,0.01102176639694541
2019-05-03,172.82921378951957,4,0.012259292431706204
2019-05-10,170.21206895419402,4,-0.02129071503622182
2019-05-17,174.1475516729858,4,-0.015142954006102438
2019-05-24,174.6162940315516,4,0.02312105565117628
2019-05-31,173.893649562096,4,0.002691639096058074
2019-06-07,178.6299004767709,4,-0.0041384710027406735
2019-06-14,180.63182096647893,4,0.027236480035940813
2019-06-21,181.20798344888263,4,0.011207085064509403
2019-06-28,180.43651165040984,4,0.003189706438881723
2019-07-05,186.90125001229603,4,-0.004257383056693098
2019-07-12,191.60820452956062,4,0.03582832710937911
2019-07-19,189.3816783263732,4,0.02518417890171909
2019-07-26,192.31131806740927,4,-0.01162020284389198
2019-08-02,188.48325547245548,4,0.015469499303872647
2019-08-09,186.9891392045271,4,-0.01990555019550111
2019-08-16,188.688330254328,4,-0.007927050411895675
2019-08-23,188.28794615638645,4,0.009087110925422914
2019-08-30,193.52223582703743,4,-0.002121933547251653
2019-09-06,196.40304823905623,4,0.02779938799854742
2019-09-13,190.05549546681152,4,0.014886208810617196
2019-09-20,188.56137919888315,4,-0.03231901352426392
2019-09-27,186.89148454649256,4,-0.007861473640941252
2019-10-04,185.1922934966917,4,-0.008855973898182379
2019-10-11,180.63182096647893,4,-0.009091859128435353
2019-10-18,183.47570707300903,4,-0.02462560641214928
2019-10-25,179.5429639397892,4,0.015744103620911165
2019-11-01,184.59374377422364,4,-0.021434680350652213
2019-11-08,186.04523001790574,4,0.028131315890096653
2019-11-15,193.01824839127065,4,0.00786313888003387
2019-11-22,192.8711382990055,4,0.03748023194517702
2019-11-29,197.28444106695798,4,-0.000762156394492397
2019-12-06,198.64766125528104,4,0.022882131597681488
2019-12-13,202.67847778334428,4,0.0069099224497910505
2019-12-20,207.03293651439063,4,0.020291286102197104
2019-12-27,208.13135853663658,4,0.021484564018193986
2020-01-03,205.7579823814266,4,0.0053055423969683435
2020-01-10,203.6592117317781,4,-0.011403260767128609
2020-01-17,205.96147308256744,4,-0.010200190657769337
2020-01-24,205.34122581659219,4,0.011304479336890605
2020-01-31,202.03324039805767,4,-0.0030114722753347145
2020-02-07,208.3046294206961,4,-0.016109699381502418
2020-02-14,209.08239980183964,4,0.031041372252814226
2020-02-21,208.6098304563347,4,0.003733812269590686
2020-02-28,177.79437105153374,4,-0.00226020624381984
2020-03-06,175.98285522709816,4,-0.1477181556467978
2020-03-13,163.9323369167223,4,-0.01018882551636302
2020-03-20,147.61884930210402,4,-0.06847552447552452
2020-03-27,160.35853124134124,4,-0.09951354273016644
2020-04-03,149.79463733036638,4,0.08630118714152335
2020-04-17,173.1933446620704,4,-0.06587671905697423
2020-04-24,173.55933665204674,4,0.1562052403791936
2020-05-01,178.139182364454,4,0.0021131989262661577
2020-05-08,186.51743143229191,4,0.026387780690755758
2020-05-15,181.8881273428608,4,0.04703203953578772
2020-05-22,191.61164426574703,4,-0.02481968604157847
2020-05-29,199.435959510918,4,0.05345877746356309
2020-06-05,206.2315405139931,4,0.0408342367456509
2020-06-12,199.40628448470366,4,0.034074000595178955
2020-06-19,199.3667177830846,4,-0.03309511247541863
2020-06-26,210.16842732509045,4,-0.0001984225408006024
2020-07-10,217.0788506796149,4,0.05418010419250785
2020-07-17,220.3350279302504,4,0.03288040664564407
2020-07-24,219.8386437094469,4,0.014999974619550827
2020-07-31,223.15449030441417,4,-0.002252861133639761
2020-08-07,229.88546033850943,4,0.015083092485549177
2020-08-14,228.5849336800043,4,0.03016282587418817
2020-08-21,235.77257719723872,4,-0.005657281050267748
2020-08-28,241.23280362607707,4,0.03144408251900099
2020-09-04,234.36284601015686,4,0.023158869847151653
2020-09-11,233.0722470360678,4,-0.028478538211448967
2020-09-18,234.47205053873358,4,-0.005506841191172063
2020-09-25,213.07789062210347,4,0.006005878093452877
2020-10-02,220.79170141338957,4,-0.09124396646625443
2020-10-09,227.9098511397116,4,0.03620183571728086
2020-10-16,229.26521166072257,4,0.03223920863309382
2020-10-23,228.91640564428596,4,0.005946915037823963
2020-10-30,216.17003721507209,4,-0.0015214083894803387
2020-11-06,235.48392463947894,4,-0.05568132346538979
2020-11-13,240.95519615444252,4,0.08934581162694188
2020-11-20,242.6095332609707,4,0.02323416141182455
2020-11-27,249.26674523181887,4,0.006865745719249139
2020-12-04,252.5754194448752,4,0.027440026289845543
2020-12-11,244.99138005892388,4,0.013273628658244219
2020-12-18,265.3417196464568,4,-0.030026830808080773
2021-01-08,263.2588494340208,4,0.08306553309197406
2021-01-15,253.65,4,-0.00784976525821579
2021-01-22,254.77,4,-0.036499625576419725
2021-01-29,241.92,4,0.004415533215060163
2021-02-05,253.54,4,-0.050437649644777705
2021-02-12,257.47,4,0.04803240740740744
2021-02-19,254.29,4,0.015500512739607286
2021-02-26,250.9,4,-0.012350953509146834
2021-03-05,249.51,4,-0.013331235990404644
2021-03-12,264.95,4,-0.0055400557991232
2021-03-19,263.78,4,0.061881287323153344
