,MSFT,AAPL,AMZN,FB,GOOGL,GOOG,JNJ,V,PG,JPM,HD,UNH,MA,NVDA,VZ,NFLX,ADBE,INTC,PYPL,T,PFE,CSCO,MRK,CMCSA,PEP,BAC,KO,XOM,WMT,ABT,CRM,ABBV,CVX,TMO,MCD,AMGN,COST,ACN,NEE,LLY,BMY,LIN,MDT,DHR,PM,TXN,NKE
MSFT,0.0,0.44670405155407156,0.4312886191531962,0.40999637984539133,0.45232404335365545,0.44186321817934754,0.6368612569364018,0.5086973401389662,0.6722420725226248,0.5912167207734957,0.5244957808141245,0.6745593899609282,0.46181095984049547,0.5790933294928102,0.6917828447865473,0.42918745233155514,0.40109863668253604,0.4934960565675039,0.536526832976465,0.6874454237427592,0.6270281599752897,0.6041893433335007,0.6964056142025625,0.5824514602505511,0.6546608113901222,0.5988200319806869,0.6870850170710694,0.6825579182461212,0.6851587222831418,0.6289332235644403,0.4515602346798988,0.5438621856806098,0.6979550629215125,0.635307443389194,0.6159178149922917,0.6559127796261328,0.5868861757707483,0.5502549113577389,0.6822515859279855,0.6904928804976257,0.705777452664536,0.5915151008203946,0.6261767490250997,0.630107154291317,0.6069056875477304,0.46116798607056353,0.678126238650993
AAPL,0.44670405155407156,0.0,0.3734003658822049,0.3774336542563554,0.48179910886196453,0.4820895431345642,0.6683464756516485,0.5263534550157768,0.6922025658438402,0.6154643068007574,0.5972801766479329,0.6347696358407271,0.5238455229618936,0.6173681279573972,0.6949485288319261,0.4386738301453097,0.4716771900998638,0.543909661404111,0.5795820974208169,0.6536875718912722,0.6645860949202225,0.6821285838832492,0.6914312365948687,0.5797564764068921,0.6826119850903851,0.6003762049818508,0.6956052360381807,0.692920989551611,0.6899940238643018,0.6809498913429395,0.43684860280641863,0.6308238189562211,0.7057241792156561,0.650773090609783,0.6111642114228125,0.6465014638188717,0.6500267672901462,0.6043324087866925,0.6620150527289707,0.6957669633898791,0.6749365219370339,0.6145386835029645,0.6770358677736031,0.695135168778398,0.6272327140345758,0.4747818505336477,0.6979269752936237
AMZN,0.4312886191531962,0.3734003658822049,0.0,0.3549836435048104,0.4214452308060951,0.41968226026862204,0.7058829160874192,0.524861952907284,0.6848871214869588,0.6406132377241648,0.5960085072451039,0.6735475680334385,0.5326436370440776,0.6360724910155116,0.6920442973431169,0.463853658240452,0.4614974395745502,0.5318831766834745,0.5788464500640237,0.6993907589541926,0.6503724493507488,0.6956301382497168,0.6983380109287817,0.6263678720898094,0.6880698401306242,0.6134720603357696,0.6892867627622106,0.6722556339404513,0.6823290602394148,0.6603950557743719,0.3921121403216963,0.6518315230519599,0.6924427521234978,0.6635163121220201,0.6472515830953662,0.6709806368723034,0.6091317336283615,0.612491573937034,0.6755240058700389,0.6675153093579521,0.6993652819506787,0.6746016254560295,0.6694019040376832,0.6518487293283782,0.6097053641456616,0.5145314384261727,0.6906466587391817
FB,0.40999637984539133,0.3774336542563554,0.3549836435048104,0.0,0.3367116477851656,0.3353167834050264,0.6728449213021052,0.4603454126595987,0.6907302962989292,0.6079534751203914,0.5840860683194131,0.6249044511503574,0.49622358051865767,0.5541386145619719,0.6757370190545096,0.4363477246364784,0.4241756097636986,0.5382678881653062,0.5168249771626267,0.6641535797075896,0.6478258062764947,0.699086457166239,0.7003329276442638,0.6090284810472155,0.675815697062646,0.5741765765507233,0.6882458596879107,0.6662447741777148,0.6772233988465923,0.6567767943743733,0.39761490208774125,0.6079705571317854,0.6979570229528252,0.6473133886181782,0.628489802732729,0.6355158724495579,0.5980366046805978,0.5935481723005861,0.6792208601554693,0.6933082964280899,0.6741279481164799,0.6662038558520428,0.6229278166450704,0.6646318923086326,0.6695959607748598,0.4481316604386385,0.6678245717123948
GOOGL,0.45232404335365545,0.48179910886196453,0.4214452308060951,0.3367116477851656,0.0,0.05785118110002528,0.6493965503462149,0.4887345290897766,0.6945547889059879,0.5880787572959559,0.5900981387077396,0.6182439441252201,0.5393860638216754,0.5923553689176774,0.6622839535349007,0.47235050874452916,0.46498521366688583,0.6088324326414573,0.5591673435629761,0.706756617933866,0.6470499668606293,0.6345072157229548,0.6844181020069353,0.682238171206616,0.6322704674907493,0.5718904135108543,0.6743339058979672,0.6969719614014076,0.7032406900552916,0.6290503891566029,0.45212699031015235,0.6323579376760899,0.7055249313937199,0.6307603914106213,0.6290996609165262,0.6432426079267337,0.5746907725821534,0.5897682501968552,0.7011447248502614,0.678998982079919,0.7038230984605237,0.6770701039997674,0.6302249201743333,0.6017984281652826,0.575237359860742,0.518221548114044,0.6903279187467009
GOOG,0.44186321817934754,0.4820895431345642,0.41968226026862204,0.3353167834050264,0.05785118110002528,0.0,0.6498765044391844,0.49392882923281195,0.6965513440919714,0.5919050372881841,0.5889898325594168,0.6237985880896733,0.5448130642267396,0.5926875698809649,0.6605674811296052,0.4693604335640511,0.4617999126968976,0.6035702856301763,0.5628882493032973,0.7010069996221792,0.6457706348760291,0.6435218152739997,0.690093007760061,0.6811521218653381,0.6339501894943823,0.5751367784911923,0.6776381664268499,0.6956439654565216,0.7018941955771821,0.6370529397365808,0.4494476918709895,0.6275383141265286,0.7033806437515878,0.6363873536988548,0.630841569688627,0.6452016044996208,0.5767902658718255,0.5851759742655764,0.701465473840944,0.6786935515744232,0.7013442288586771,0.6797445925117501,0.6259342973956652,0.605022770080988,0.5757723772076889,0.5168474353673145,0.6912247621969485
JNJ,0.6368612569364018,0.6683464756516485,0.7058829160874192,0.6728449213021052,0.6493965503462149,0.6498765044391844,0.0,0.6199706409412024,0.6494917063961111,0.5906546022076994,0.664249977819828,0.6723401681367973,0.5658431827740554,0.6749718136505309,0.6954033268065557,0.6044774759839814,0.6742798561028894,0.6846956859357327,0.6582774658530811,0.6109309139682041,0.5850683777826291,0.6467565785589401,0.5850110540473863,0.6779504511329882,0.6145696035660585,0.6224138013243632,0.6809811730055503,0.6464873895180555,0.7061448866590849,0.613956097873516,0.646582574075085,0.45373348772261957,0.6474265798186821,0.6087319139004105,0.6683142278605617,0.5629258416900218,0.64825110241838,0.6378726434114225,0.6867461505674838,0.608205994438052,0.6476970338782698,0.591555289121045,0.5844427373143178,0.6229358773919484,0.6371218408897763,0.6658205342599424,0.638905603840539
V,0.5086973401389662,0.5263534550157768,0.524861952907284,0.4603454126595987,0.4887345290897766,0.49392882923281195,0.6199706409412024,0.0,0.6856650387737386,0.5985642478912744,0.5135690938332401,0.6060901493523146,0.264404129173798,0.5914658667820331,0.6835979100093145,0.4864446217780139,0.43441519594640576,0.5047803797911128,0.5066129502120168,0.669733528584135,0.6734392731941041,0.6250125143022108,0.691493026069888,0.6179699468088409,0.6538843708369003,0.5625680556283023,0.7059671581498875,0.6551136863449948,0.6877177285427363,0.5766361251935559,0.45852981694314804,0.606158846559902,0.6757751726501036,0.6180010790547422,0.5823818715157131,0.6629671046120019,0.6112529696704601,0.6389337756043465,0.6409604021729678,0.7028616374191393,0.6970146534932453,0.6169118077201834,0.5763501661668284,0.6550879918649987,0.6922122299411776,0.4666024416598579,0.6741128319789125
PG,0.6722420725226248,0.6922025658438402,0.6848871214869588,0.6907302962989292,0.6945547889059879,0.6965513440919714,0.6494917063961111,0.6856650387737386,0.0,0.6567839502664017,0.7049304550139861,0.661472571682034,0.6542171358269121,0.6988923521571005,0.6686842121403178,0.6656379519822803,0.6929882230505501,0.6998181050638193,0.6983671221453653,0.6917517790876776,0.6258817480313245,0.6753692246220458,0.6599178806918407,0.6991243835698234,0.509736706459923,0.6753497040448978,0.5918736220246427,0.6614831785911767,0.6921339992363996,0.6001838674914473,0.7024829816991173,0.649188157031529,0.6253629792305143,0.5689588749215737,0.5954921922014802,0.6347241167147715,0.6471034341824704,0.6690997022890308,0.6506107128374818,0.6907646615250465,0.6759004957570482,0.6240199800060462,0.688397359381667,0.6002600553016295,0.4819791826776353,0.6407952234851848,0.6614063228589178
JPM,0.5912167207734957,0.6154643068007574,0.6406132377241648,0.6079534751203914,0.5880787572959559,0.5919050372881841,0.5906546022076994,0.5985642478912744,0.6567839502664017,0.0,0.5777051589510929,0.6056633813776907,0.5826964020108535,0.6072565946727132,0.6539890266245546,0.612130376087026,0.6541258006564944,0.6061825178849276,0.6562009903125702,0.5765990416321846,0.5860971148869716,0.6117664138488034,0.5930827690586293,0.6770129986886206,0.6799232010469507,0.19350418253842125,0.6822736277787163,0.5103513255553479,0.6556165702936271,0.5725407404564982,0.666791023416005,0.4931379662760968,0.521248811303405,0.6105354887866504,0.6383444646857223,0.5368787266914999,0.634868721740238,0.6367429325223836,0.5731565809789185,0.65068755524829,0.6410523706943753,0.4832649378653108,0.5641593069094653,0.6570551804380467,0.6680747989237289,0.5525312786018161,0.6619929806919095
HD,0.5244957808141245,0.5972801766479329,0.5960085072451039,0.5840860683194131,0.5900981387077396,0.5889898325594168,0.664249977819828,0.5135690938332401,0.7049304550139861,0.5777051589510929,0.0,0.6022319721277545,0.49229882776443723,0.6811418446544614,0.7017374475963783,0.5519666241373034,0.5437888121101278,0.5910412239995658,0.5228711239969067,0.6385269086946195,0.669857414297221,0.5954644299477401,0.6855903439664353,0.6173535007688857,0.6766959332439462,0.5772304920000255,0.6913777169643847,0.6946008577798063,0.6708996812391065,0.6184490651829971,0.5579891495923154,0.5892777409848281,0.6389707466600257,0.5885128458387562,0.5828583453693121,0.6906345116844551,0.6055485559897155,0.592727506670882,0.666130341620031,0.6748374434518033,0.6308758169140034,0.535531163373569,0.584720862555603,0.6664114648297411,0.6827360628417295,0.5622583354938417,0.7062065390860139
UNH,0.6745593899609282,0.6347696358407271,0.6735475680334385,0.6249044511503574,0.6182439441252201,0.6237985880896733,0.6723401681367973,0.6060901493523146,0.661472571682034,0.6056633813776907,0.6022319721277545,0.0,0.5727486198552354,0.6974016566670429,0.6734105306998026,0.6078960516045913,0.6900094866652083,0.6805848858609147,0.6630334791084844,0.5731361612280982,0.6564628700382331,0.6851346562011409,0.6708091930303369,0.6154068982895475,0.5761764717558531,0.6121775955512182,0.6144487783093051,0.6456118655929485,0.5602156328899934,0.5766728332778246,0.6210604748051318,0.6245908114569532,0.6760839548918928,0.5824468442782371,0.6103932931655159,0.6166884224881412,0.6382957171620433,0.6245292371648924,0.629133466739696,0.6899201187406842,0.608977532634082,0.6418291735930751,0.5639505070791939,0.6351694095315313,0.6397763380815659,0.6824300710123087,0.6966711572173975
MA,0.46181095984049547,0.5238455229618936,0.5326436370440776,0.49622358051865767,0.5393860638216754,0.5448130642267396,0.5658431827740554,0.264404129173798,0.6542171358269121,0.5826964020108535,0.49229882776443723,0.5727486198552354,0.0,0.6091855613538943,0.6934694117836386,0.4592891160568421,0.4554073992016588,0.4852574829131324,0.4443137470031414,0.6508518365527207,0.6880726093660003,0.5632981606415014,0.6984887678277939,0.5702979614444327,0.6233744690477312,0.577418214319713,0.6513478928916742,0.6877533141097345,0.6814324136668168,0.5375605686056822,0.4561602639506923,0.5458606406603002,0.6804467063953465,0.6000042006203791,0.5823007029380581,0.6326364831671685,0.5589141501244607,0.5738013871653039,0.66294523181912,0.6713053880192495,0.6643578028317236,0.5413275728793882,0.5713879288076829,0.6350503915079933,0.6509352653109457,0.47400941114581385,0.6852028479177231
NVDA,0.5790933294928102,0.6173681279573972,0.6360724910155116,0.5541386145619719,0.5923553689176774,0.5926875698809649,0.6749718136505309,0.5914658667820331,0.6988923521571005,0.6072565946727132,0.6811418446544614,0.6974016566670429,0.6091855613538943,0.0,0.7000094702722954,0.5425193548603119,0.5726402856643845,0.6269034757155248,0.5955902692590859,0.6497277593054707,0.655488538216193,0.7066273991501268,0.6828404361643621,0.6728756946112181,0.6883776311183732,0.5933325943602171,0.6460335120943559,0.6889387528534306,0.6708665002851223,0.6815144005233549,0.5879152617379304,0.6723968723479579,0.6633562370543054,0.7055883626527748,0.6599639176224739,0.6775764610322481,0.675549562979984,0.6347886696695784,0.6613829731499905,0.6628131017723328,0.683351111580716,0.7060153255570876,0.6923357259843979,0.6936464675881872,0.6865454923988041,0.45358867437747097,0.6988955759252349
VZ,0.6917828447865473,0.6949485288319261,0.6920442973431169,0.6757370190545096,0.6622839535349007,0.6605674811296052,0.6954033268065557,0.6835979100093145,0.6686842121403178,0.6539890266245546,0.7017374475963783,0.6734105306998026,0.6934694117836386,0.7000094702722954,0.0,0.6706045449374846,0.7033470660489707,0.6755674503703316,0.6373461564112793,0.3993639153627748,0.6008476233351094,0.6377386647246136,0.5320611185373797,0.6129857518081508,0.6454237484727288,0.6389757535073127,0.666574264124766,0.6484413343168423,0.6465622743979204,0.5618469716494531,0.6342251657521845,0.6824970999129356,0.6134987097860822,0.6069029179272516,0.6735218506113406,0.6858573073716941,0.6458370259891792,0.6802361927813095,0.6875157306427312,0.7013860980880132,0.6828057449202997,0.6502638274240569,0.6537756618768867,0.6261298861239738,0.6553702156952383,0.638127745467599,0.6170749774476948
NFLX,0.42918745233155514,0.4386738301453097,0.463853658240452,0.4363477246364784,0.47235050874452916,0.4693604335640511,0.6044774759839814,0.4864446217780139,0.6656379519822803,0.612130376087026,0.5519666241373034,0.6078960516045913,0.4592891160568421,0.5425193548603119,0.6706045449374846,0.0,0.47204636540618033,0.5557412452077491,0.5255264846401367,0.7005632140325122,0.7001534965484764,0.6811623445753546,0.703836438283465,0.6171103310417578,0.691840928957668,0.5984372956174339,0.6787509351640145,0.6933301098401838,0.6547298542042207,0.6586937373387424,0.46321765953713834,0.5471492631607002,0.6782649266730744,0.6461172547789698,0.4789059448955858,0.663991204478953,0.5992135683462604,0.6360056442536292,0.676418121205972,0.6728710491149331,0.6693755335740064,0.6203670170069585,0.6099634511696652,0.6104010755737721,0.6215282066376671,0.46839570480860887,0.663271540731523
ADBE,0.40109863668253604,0.4716771900998638,0.4614974395745502,0.4241756097636986,0.46498521366688583,0.4617999126968976,0.6742798561028894,0.43441519594640576,0.6929882230505501,0.6541258006564944,0.5437888121101278,0.6900094866652083,0.4554073992016588,0.5726402856643845,0.7033470660489707,0.47204636540618033,0.0,0.5139891774674118,0.5350739937635325,0.6574617811373864,0.6258401551221163,0.6247322295040155,0.6938381637954999,0.6040847902395843,0.6498532014648026,0.6343351645819948,0.6837578051790553,0.665761977781655,0.6765829879591818,0.6462100625789242,0.44983507786765026,0.6370708601238055,0.6832024346204345,0.6782640372015213,0.6216229203572031,0.5919891198040803,0.6142778648437597,0.5775037746658317,0.6627879062462032,0.6629704519898676,0.6874602642061995,0.616473121739347,0.605240452650907,0.6237665022489561,0.6246922918956976,0.4331514884423457,0.6854062630274146
INTC,0.4934960565675039,0.543909661404111,0.5318831766834745,0.5382678881653062,0.6088324326414573,0.6035702856301763,0.6846956859357327,0.5047803797911128,0.6998181050638193,0.6061825178849276,0.5910412239995658,0.6805848858609147,0.4852574829131324,0.6269034757155248,0.6755674503703316,0.5557412452077491,0.5139891774674118,0.0,0.5329746641602956,0.6868025133799329,0.6392912503443394,0.6443363044614071,0.6691520962348353,0.5803989725805271,0.6896872605924286,0.5772780560531663,0.6933184572806846,0.6554202583446954,0.6434976312172422,0.6331622982397453,0.5343235417107626,0.5916845453671132,0.6638825402110796,0.637383135416627,0.6118098233843859,0.6701105591051155,0.5887016068096492,0.6086874990370883,0.7056053837911577,0.6824423916938621,0.7039397181797756,0.6180720147726074,0.6083659033076841,0.7003480999671969,0.6786766718499847,0.43556409750710134,0.6917630057281431
PYPL,0.536526832976465,0.5795820974208169,0.5788464500640237,0.5168249771626267,0.5591673435629761,0.5628882493032973,0.6582774658530811,0.5066129502120168,0.6983671221453653,0.6562009903125702,0.5228711239969067,0.6630334791084844,0.4443137470031414,0.5955902692590859,0.6373461564112793,0.5255264846401367,0.5350739937635325,0.5329746641602956,0.0,0.6912649724273816,0.7025826864730965,0.5890799546865546,0.6862811313132173,0.5713833245352198,0.6955523611288991,0.6458977123446633,0.6814629675621054,0.6991595210005976,0.6949530461522969,0.6353669322737914,0.5376611107094135,0.5584155755326227,0.704516513259139,0.7035425873345577,0.6099855429026534,0.7022472706280954,0.6271999709748152,0.566478321640017,0.6606045076491089,0.687218463357789,0.611029466544454,0.5907778274276753,0.5842435832271546,0.6365958075928946,0.6856073147570936,0.5378711802083274,0.6985263012450956
T,0.6874454237427592,0.6536875718912722,0.6993907589541926,0.6641535797075896,0.706756617933866,0.7010069996221792,0.6109309139682041,0.669733528584135,0.6917517790876776,0.5765990416321846,0.6385269086946195,0.5731361612280982,0.6508518365527207,0.6497277593054707,0.3993639153627748,0.7005632140325122,0.6574617811373864,0.6868025133799329,0.6912649724273816,0.0,0.5567666776680628,0.6698637847499872,0.5308850440634925,0.5594468621047001,0.5912617758687976,0.574550631742393,0.6560681025440301,0.595081063877959,0.5977822219532928,0.5779392772580576,0.6987704513007305,0.6392409302450062,0.5637772518011176,0.5896025853414603,0.7034216100206175,0.654971716298628,0.682086348948326,0.6422846670535255,0.7008505898338158,0.659139467571024,0.6958796481318931,0.5823471620306218,0.5794537994040474,0.6515014298711347,0.6772778518825224,0.6267113852317917,0.6085295718939743
PFE,0.6270281599752897,0.6645860949202225,0.6503724493507488,0.6478258062764947,0.6470499668606293,0.6457706348760291,0.5850683777826291,0.6734392731941041,0.6258817480313245,0.5860971148869716,0.669857414297221,0.6564628700382331,0.6880726093660003,0.655488538216193,0.6008476233351094,0.7001534965484764,0.6258401551221163,0.6392912503443394,0.7025826864730965,0.5567666776680628,0.0,0.7028194812665839,0.5492864230462597,0.6485396556352039,0.6577034069593889,0.6007475894910093,0.6540033052850747,0.5913819340847426,0.5754827753455095,0.5747054722283683,0.5775431085073506,0.565123207839358,0.5814488018957444,0.650237016865494,0.6874004379970294,0.5995457733702736,0.6434382795506356,0.6338178213737629,0.6816909180841917,0.554570531115599,0.5547646100397022,0.5331441371253853,0.6100845950542307,0.6564927243699898,0.7067487764715529,0.6654567631949055,0.6922767860418936
CSCO,0.6041893433335007,0.6821285838832492,0.6956301382497168,0.699086457166239,0.6345072157229548,0.6435218152739997,0.6467565785589401,0.6250125143022108,0.6753692246220458,0.6117664138488034,0.5954644299477401,0.6851346562011409,0.5632981606415014,0.7066273991501268,0.6377386647246136,0.6811623445753546,0.6247322295040155,0.6443363044614071,0.5890799546865546,0.6698637847499872,0.7028194812665839,0.0,0.6576402062921868,0.6929048906992069,0.6718149707913339,0.652228612755277,0.6578774309309064,0.6785602372427962,0.5657141834709187,0.6252633955035537,0.6291462787965227,0.6442068830978838,0.6877642383476876,0.6866244257242472,0.6722525718706234,0.6830135495278675,0.6889097473964079,0.6139832009446139,0.7047343492204536,0.6949999865875855,0.599714741236088,0.5873702624596212,0.6066515069174291,0.6491441061219576,0.657429142187008,0.6463764865738183,0.6994217681430025
MRK,0.6964056142025625,0.6914312365948687,0.6983380109287817,0.7003329276442638,0.6844181020069353,0.690093007760061,0.5850110540473863,0.691493026069888,0.6599178806918407,0.5930827690586293,0.6855903439664353,0.6708091930303369,0.6984887678277939,0.6828404361643621,0.5320611185373797,0.703836438283465,0.6938381637954999,0.6691520962348353,0.6862811313132173,0.5308850440634925,0.5492864230462597,0.6576402062921868,0.0,0.607406394513865,0.6231936017027351,0.5973952167384277,0.5922678460420363,0.6041887658236563,0.6310081663497108,0.6358342500721987,0.666144567892887,0.6248905447318001,0.5596799540672897,0.6074225729066163,0.6597619631521286,0.6289106183447846,0.6810803517001914,0.6740757973067574,0.7025223031581049,0.6761981418549946,0.6970112349799777,0.5516173235369927,0.6436175034807914,0.6260247378164282,0.6629134193957432,0.6953644721618142,0.6736751660759019
