,MSFT,AAPL,AMZN,FB,GOOGL,GOOG,JNJ,V,PG,JPM,HD,UNH,MA,NVDA,VZ,NFLX,ADBE,INTC,PYPL,T,PFE,CSCO,MRK,CMCSA,PEP,BAC,KO,XOM,WMT,ABT,CRM,ABBV,CVX,TMO,MCD,AMGN,COST,ACN,NEE,LLY,BMY,LIN,MDT,DHR,PM,TXN,NKE
MSFT,0.0,0.45225928608912935,0.4377348962637486,0.41828273344993366,0.4583319951175351,0.4466405952481572,0.6365507398625194,0.5198798459092672,0.6724485671612221,0.5903094926976804,0.5317810953299401,0.6843343208755021,0.4682384185835415,0.5820396982604387,0.6983738369757369,0.4418935609792129,0.40798962465294825,0.4926086830649314,0.5426925186420591,0.680242923882023,0.6243827027254439,0.6039759276541667,0.6896658464913187,0.5759422612203158,0.650850023168311,0.5954321770538445,0.6893361056803398,0.6914127785999827,0.6832027977166732,0.6290920812138655,0.45784825359583375,0.5449904746680732,0.6830583344254496,0.640594658516134,0.6265846950440173,0.6514640265901034,0.5891283994631982,0.5462092433721065,0.6896786667660734,0.6903003191306777,0.6949499184872193,0.5965610865684418,0.6094239696853966,0.6321383243336248,0.6141953559705213,0.4625393311321783,0.6822354431819054
AAPL,0.45225928608912935,0.0,0.3826536044039578,0.37867158895173036,0.4877963174510798,0.4858620038792772,0.6637209053210706,0.5469572365087635,0.6881751046786131,0.6098411937664706,0.6060199259641516,0.6542163235095905,0.5510066103772583,0.6156297522906353,0.6762637469908297,0.46490521327414186,0.47471364245178244,0.5430661708103762,0.6045370295832679,0.6327248762063575,0.6588897843621968,0.6841838088303148,0.6905613671622085,0.5631106771176131,0.6775907880263006,0.5892702854611651,0.6919428468597874,0.6740190838947993,0.6970140165487961,0.6853001121384646,0.44522664284385594,0.6337660981472364,0.6817688674825917,0.6632575311230051,0.6423588052961184,0.6350712479367319,0.6611856899025935,0.5934569980448088,0.675193599345247,0.6936638113152558,0.6578945580387708,0.6280030393626208,0.6488308948431375,0.7020996011530873,0.6390954021665441,0.46015708218764223,0.6850224350390522
AMZN,0.4377348962637486,0.3826536044039578,0.0,0.3588009165372671,0.42624429364513644,0.42312991681399614,0.7038593364937242,0.5384772312062358,0.6819150094224669,0.6383706781871509,0.6025917244953399,0.6876626814646036,0.5494104115093211,0.6359618504084338,0.703543581635251,0.47964511398120613,0.46552907158152096,0.5377962499971912,0.5962646217397961,0.6879987742258238,0.6466379229977716,0.6976357558808971,0.6980492433657955,0.6184575645510322,0.6853155799192692,0.6075631749894073,0.6909035357368878,0.6831440108970169,0.6873586891089903,0.6635783995895378,0.39867260611937133,0.6550276654971482,0.7069068672082921,0.6726322344493447,0.6693730801519938,0.6647685429737823,0.6175693204902122,0.60652454793797,0.6847930366844799,0.6654788636941867,0.7053148421434909,0.6854248248650409,0.6503041133634875,0.6561010911566427,0.6178475516488752,0.5087329075741385,0.6816336401689919
FB,0.41828273344993366,0.37867158895173036,0.3588009165372671,0.0,0.3397306795503462,0.3384591005879685,0.6701356960405598,0.4639657858008015,0.6939366350748795,0.6064073351750456,0.5869962760436194,0.6326822686697888,0.5007343450399637,0.5522771437592382,0.6837620377775891,0.4361461336271695,0.4262831769899463,0.5553092488742748,0.529802878936488,0.6555735749183954,0.646155714858193,0.7012856493046856,0.7068401726281186,0.6052220363664956,0.6756602108300068,0.5706790320868041,0.6877952932539081,0.6718696186100863,0.6821043378609726,0.6609304490485571,0.4020350337689041,0.6108793384008221,0.7036997056826968,0.6537171443686831,0.6425947411481957,0.6316812188191546,0.6076908379245559,0.590223202121519,0.684227634555517,0.6919422901535957,0.6747826754086704,0.6743128662318292,0.6102004087523696,0.6685320202830579,0.674294325877464,0.44298419172207876,0.6607967484246564
GOOGL,0.4583319951175351,0.4877963174510798,0.42624429364513644,0.3397306795503462,0.0,0.057985588897115393,0.64710834633084,0.4949701233429694,0.6922805103980817,0.5862527698500615,0.5942201255093635,0.6264404564095262,0.5474206785849441,0.5918255126072537,0.6698700248447427,0.4778615638787497,0.46809424156753604,0.615662562121666,0.5706353092412526,0.7000973387760815,0.6449314439647025,0.635791395377351,0.6873584698831914,0.6786419577579311,0.630516728577491,0.5678156865790377,0.6750962959115603,0.704023321597362,0.7069844942852467,0.63190568956857,0.45702291604397655,0.6348023131670776,0.6966307108167076,0.6367817358867193,0.6426891535101806,0.6389398825473903,0.5821387285815698,0.5859517727202654,0.7069938510617709,0.6777974723919764,0.7060296577480774,0.6846604069055735,0.6159850653148503,0.6048569799029622,0.5801351932440902,0.5150282450060222,0.6841447890216589
GOOG,0.4466405952481572,0.4858620038792772,0.42312991681399614,0.3384591005879685,0.057985588897115393,0.0,0.648156804996949,0.49904202673825526,0.6948702165426213,0.5905347849060515,0.5928577193659366,0.6308473127963994,0.5508637843131248,0.592708423882,0.6669368090659901,0.47302951444563063,0.46483162136016526,0.6093036686438323,0.5718507257572515,0.6945522332019245,0.643933415240141,0.6445947331325806,0.6916379923435458,0.6779295343008557,0.6322812190764189,0.5717676328818942,0.6784809705371222,0.7019075050971363,0.705113882300076,0.6393316470637329,0.4533530181253065,0.6295844039094622,0.6950696613605252,0.6415123234491628,0.6418945545452435,0.6414994532134649,0.5828311624303429,0.5819180529482171,0.7068611796859634,0.6777650030339871,0.7060923606810487,0.6861233248021986,0.6129837276842817,0.607605540715444,0.5801700331191366,0.5148013891703734,0.6860578862638184
JNJ,0.6365507398625194,0.6637209053210706,0.7038593364937242,0.6701356960405598,0.64710834633084,0.648156804996949,0.0,0.6129967962710082,0.6484549546476364,0.5905285748338228,0.6616478729125641,0.6694631579536122,0.5518067433802646,0.6733476527600023,0.6959134595998957,0.5919460857869407,0.6720348241787575,0.6918212839043094,0.6567830052393352,0.6109007511807477,0.5845883199431982,0.6473646622145044,0.5962419056183405,0.6791889762028281,0.616548487907035,0.6228157327624563,0.6800027504536683,0.6484141395482401,0.705468747896857,0.6153813714474587,0.64383676862974,0.453721435998788,0.6521667179915951,0.6071478175959654,0.6645434197131126,0.563742302736826,0.6501026010195781,0.6382251329215527,0.6845849255027826,0.6087563270185881,0.6560425384740823,0.5900466822083802,0.5850563629471399,0.6229718833584564,0.6342893638673968,0.6643576393449386,0.6387313507242119
V,0.5198798459092672,0.5469572365087635,0.5384772312062358,0.4639657858008015,0.4949701233429694,0.49904202673825526,0.6129967962710082,0.0,0.6800138305646818,0.5935384999725127,0.5176435185416294,0.621898971932486,0.27347228579058847,0.5874735289130667,0.698847538928526,0.5046872009133773,0.4359475783976992,0.5198754540875634,0.5316221068419696,0.652840871882103,0.6696520015062354,0.6266530466251009,0.6844567293652007,0.6082063841250401,0.650830878111293,0.552395423330283,0.7044192629914577,0.6671084610056851,0.695727153592973,0.5807468994101223,0.46794232408300573,0.6095757155507933,0.6902756397516463,0.6291677234066858,0.6102344096020149,0.654969658017901,0.6251056179506873,0.6321124775722966,0.6508205472593457,0.7006932279348029,0.702614543974854,0.6308617968302055,0.5443542106359321,0.6612602459333274,0.7028745327669179,0.4527484516615668,0.6606733042331558
PG,0.6724485671612221,0.6881751046786131,0.6819150094224669,0.6939366350748795,0.6922805103980817,0.6948702165426213,0.6484549546476364,0.6800138305646818,0.0,0.6565417614194319,0.7018753997051914,0.6578518151976401,0.6460123175987427,0.7012722050540046,0.6689689723106871,0.6552973724147777,0.6902323772136343,0.6918871682642429,0.6984864933798203,0.6925972210401337,0.6253552450475367,0.6761904547691794,0.6694464741452242,0.7007335703980359,0.5134363884851861,0.6758237286817257,0.5906272486270361,0.6643247021501744,0.6910938187252804,0.6023692604354597,0.7045928416802885,0.6493599169611078,0.631964352021425,0.5688797142573857,0.5871726466159418,0.6358702974556489,0.6448800007308486,0.6695365148736827,0.6475059555600532,0.6913294664642974,0.6855622835690164,0.6231248152974276,0.6839569478226933,0.6005825120526812,0.47636802963390845,0.638772871633031,0.6612519787500049
JPM,0.5903094926976804,0.6098411937664706,0.6383706781871509,0.6064073351750456,0.5862527698500615,0.5905347849060515,0.5905285748338228,0.5935384999725127,0.6565417614194319,0.0,0.5761198160776251,0.6024533134599537,0.5728466588711669,0.6069697589992901,0.6536258980218941,0.6045936751416573,0.6531355793079305,0.6134844460831659,0.6544677029756804,0.5754499033941176,0.5858510759938765,0.6119644577535174,0.5995913934187382,0.6773848976778853,0.6804733370161865,0.19292482565751118,0.6819514496919803,0.5087447977543764,0.6558033987692135,0.573159205158883,0.6655241189945713,0.4928147138115268,0.5210891099762323,0.6093158627472999,0.6336977225930004,0.5368046426785361,0.6355040013923575,0.6368097592995082,0.5727017172316446,0.6508174715024015,0.6449835386953026,0.4801931454675347,0.5616718568002323,0.6569599622314908,0.6669865850695832,0.5526322335195283,0.6618501216389031
