,MSFT,AAPL,AMZN,FB,GOOGL,GOOG,JNJ,V,PG,JPM,HD,UNH,MA,NVDA,VZ,NFLX,ADBE,INTC,PYPL,T,PFE,CSCO,MRK,CMCSA,PEP,BAC,KO,XOM,WMT,ABT,CRM,ABBV,CVX,TMO,MCD,AMGN,COST,ACN,NEE,LLY,BMY,LIN,MDT,DHR,PM,TXN,NKE
MSFT,0.0,0.4378817501419873,0.31329398579854145,0.4052833060046695,0.3773040862458292,0.38095401761553815,0.6900397220531055,0.5847781561045523,0.6039283054583062,0.6697952543332787,0.5930919983032988,0.5900146179591625,0.5854563072934098,0.437808439869275,0.6429417911115998,0.4924512793406039,0.3489567413561378,0.6449190832534788,0.4790304232538975,0.620841030888507,0.6823828757407974,0.6466624315998789,0.6409523375967875,0.5794639131637365,0.5981192857012443,0.6546558248075944,0.6786469728294412,0.6548798394217055,0.6385959281477032,0.5685619362281061,0.4609688302010802,0.6586305751262285,0.665075894441109,0.5476882872498675,0.5974908618328384,0.6523093762993014,0.5497481996706769,0.5424986914289436,0.6499054683078305,0.6428161505644582,0.6381515822074573,0.6445941764850455,0.6865377319452582,0.6188417856356327,0.7020407597595466,0.47109070674050946,0.5625260528973873
AAPL,0.4378817501419873,0.0,0.4268773027145715,0.41229298748901483,0.48753069683643663,0.49224884357882415,0.6553744407160916,0.6432888343761396,0.6207705088290596,0.6578165349018182,0.5978804613516915,0.6203285487931677,0.6489031481233912,0.5055286921333999,0.7066609553522153,0.5500950965900435,0.48571290408185963,0.6634447228087141,0.5486895982818777,0.6271306236955071,0.7065897669991965,0.6532517670506881,0.6712319041402721,0.6775689482247043,0.5954876931707106,0.6544572181706094,0.6514914258116755,0.6441986180442394,0.6254681060098753,0.655266140504617,0.5705276284318095,0.6987973937554403,0.6500029118524894,0.5912915662492234,0.6005497353165326,0.6355976706140996,0.5496337646180212,0.6050931840296954,0.6330889075525936,0.6561243910777035,0.6758858470049323,0.6597293277833405,0.6782076586687947,0.6635328109958807,0.705392595224893,0.5791361622226047,0.6145731279980634
AMZN,0.31329398579854145,0.4268773027145715,0.0,0.35001722524619155,0.38260716732650674,0.38316628695385524,0.6588899168171396,0.6195725718028673,0.5801176589903013,0.6012518110934266,0.5828810707476916,0.5834833278467206,0.625212158696033,0.4133097007676469,0.6213921568119254,0.43120465332226054,0.2931239356960781,0.5917297945554247,0.433783787233681,0.5995704639128655,0.6579085663974416,0.6899706323646969,0.6454811648480455,0.6502106378885775,0.5975244429399761,0.6010273263005685,0.6951693654859796,0.6174981463874265,0.6357197724764645,0.610053392444825,0.5106082882660686,0.6430206756101692,0.6146791740823678,0.5031214439031008,0.5435481781720133,0.6364563306442701,0.4667642933526148,0.5786016601936399,0.6515104822573833,0.6602330115937388,0.6468305697086572,0.6718933649314267,0.6320894677480772,0.5734842449233692,0.6607294941480136,0.5031351291034069,0.5742552221746977
FB,0.4052833060046695,0.41229298748901483,0.35001722524619155,0.0,0.36037821751305227,0.3669933103287837,0.6813858216605242,0.6024912873782319,0.5952029435971672,0.6333108620681734,0.564647397926093,0.5134319442921425,0.6046797520916798,0.48568564377257195,0.7048239472761656,0.5061987323496592,0.40027070918280583,0.6694302307816643,0.4965690512544898,0.6623634686630495,0.692366220559069,0.6504513446845294,0.5863764962813224,0.6276016534351365,0.560064556762457,0.6216393184379917,0.6995210696977932,0.6281401601962977,0.6411353913292005,0.6193912737576739,0.5435067087568146,0.6201314069961179,0.6522430360253201,0.5329314682024362,0.5660533850339436,0.5626206951672229,0.49628014589861547,0.5892260441963271,0.6776518435410566,0.6161625196928106,0.6086170425747426,0.6479866630577477,0.6869254451710199,0.6025822209139323,0.6661060350162308,0.5216308027089963,0.629565562299042
GOOGL,0.3773040862458292,0.48753069683643663,0.38260716732650674,0.36037821751305227,0.0,0.039841313289329335,0.630614056383952,0.4982809898587113,0.6193547743708129,0.6589148638559237,0.6244948288560664,0.4789593636225919,0.5038939413182397,0.5218943229224073,0.659692935091656,0.47337655126133243,0.4278691675897803,0.6081800715202248,0.5523342288481118,0.6999885254971828,0.6266030771410648,0.6407909433936207,0.5373305686996461,0.5046692882985335,0.5422848657768214,0.6699654961381305,0.6016409763222669,0.6581340824612995,0.6309577060939614,0.6241454529726818,0.5475761755074997,0.5225717506784415,0.6404670040827357,0.5339534072773992,0.5776976399761787,0.5219310161871593,0.5829132570179557,0.5183821521665988,0.5916066623948957,0.6137111845494129,0.5474885496637572,0.5820875838970022,0.597446466978601,0.5847438865261314,0.6292535706320292,0.4463243701544563,0.5129539947216417
GOOG,0.38095401761553815,0.49224884357882415,0.38316628695385524,0.3669933103287837,0.039841313289329335,0.0,0.6270363666223886,0.49887929704917333,0.6192165677142273,0.6566355430331934,0.623641950268344,0.4716106303948971,0.5072098050995657,0.5234298921044408,0.6625160634460912,0.47827256642322574,0.4326812547484438,0.6073574434877871,0.5577702709950176,0.6932689840892086,0.6303031713961338,0.6403004449795651,0.5371639561499559,0.5048963319193319,0.5492907598509498,0.6658007282870984,0.6098145613161415,0.6559038771333542,0.6235215503658307,0.6282166712519165,0.551834226603569,0.52820656500823,0.6363707248437065,0.5302990260752173,0.5783204603759321,0.5165135737839314,0.5839767706179568,0.5144648714338624,0.5901020434175027,0.6174073584213319,0.5463033279575306,0.5841622701709439,0.6031292503965765,0.5829938989795188,0.6313435176807864,0.44912038813511923,0.5095923348952265
JNJ,0.6900397220531055,0.6553744407160916,0.6588899168171396,0.6813858216605242,0.630614056383952,0.6270363666223886,0.0,0.5826144347159925,0.60200433895577,0.6256388633403503,0.696098488874646,0.6309133329840616,0.6228815763933286,0.6361494494880596,0.5708661312622147,0.6759348692489306,0.6700495526298612,0.7008676799813461,0.6429550370447159,0.5394501710472144,0.5642005078674749,0.6062024121528881,0.5784422386251411,0.5588810131483565,0.5033218440750004,0.6088812045693288,0.5327762250605002,0.5793628828744074,0.5995011122082805,0.6828141916163484,0.6820336611948838,0.5849005042364104,0.5601762561283243,0.7031738996832202,0.6916007145617348,0.48680721713164754,0.688951797062143,0.5115395869519667,0.586771431236106,0.6311343196807345,0.572338349145674,0.5270129739339966,0.5306013463163294,0.6888403575425917,0.49630851343958415,0.6278700904893626,0.7052446125968859
V,0.5847781561045523,0.6432888343761396,0.6195725718028673,0.6024912873782319,0.4982809898587113,0.49887929704917333,0.5826144347159925,0.0,0.6586459021456845,0.48733088548306597,0.698506206355202,0.5261523357429774,0.211796261204111,0.6450670524000461,0.5756945427919995,0.6403605132827741,0.6036184863273314,0.6259003752479582,0.6762274441897896,0.6308182508412425,0.5773888516144186,0.5632110943115238,0.5812016446593065,0.4322442710630866,0.5175564954319765,0.5040629064060924,0.3959868547227956,0.5501363399497419,0.6239980479500313,0.7003401051841148,0.5959530945218191,0.5304027182491965,0.5173483183183641,0.7029544802575537,0.5877742803340775,0.5480970522768305,0.6606366929791362,0.4427069376625058,0.6245961605157607,0.6768593121982418,0.5733569407889131,0.45452560744706805,0.4089055940539698,0.6967385817520495,0.5772872089253046,0.5343152625843256,0.5405452871112667
PG,0.6039283054583062,0.6207705088290596,0.5801176589903013,0.5952029435971672,0.6193547743708129,0.6192165677142273,0.60200433895577,0.6586459021456845,0.0,0.654187062232479,0.48038552623514424,0.60653976859032,0.697833351135343,0.6326315788226173,0.5993371505874425,0.5788235783546064,0.5663218831328986,0.6553818934327235,0.5937135979849427,0.6735908287152127,0.6852454659092968,0.6178379456048094,0.5701462428169902,0.604800166072551,0.4314347786482062,0.6682409760971475,0.6671763738723112,0.6298055051881064,0.5008028165232367,0.4916221812510227,0.683446750948541,0.636250121806837,0.652255187189536,0.5038234737396923,0.5419501148353505,0.6170685481489445,0.4499858492996824,0.5479217393277903,0.4727970489950428,0.6951351308208965,0.6207067710710752,0.49091949656845907,0.6853479490700292,0.5180195903315298,0.591928214828332,0.5318535331983149,0.6341784520334399
JPM,0.6697952543332787,0.6578165349018182,0.6012518110934266,0.6333108620681734,0.6589148638559237,0.6566355430331934,0.6256388633403503,0.48733088548306597,0.654187062232479,0.0,0.6334206716786528,0.6434726440509693,0.4663772964914937,0.6174879433967785,0.5390786598258783,0.6006017227920304,0.5941530671978419,0.6403382640799924,0.6030659123710324,0.5218950542178904,0.5873628814487095,0.5812927151775753,0.6598360583404245,0.4829614665220629,0.6654345705958336,0.12804016992498893,0.5154318142460974,0.3876212562895899,0.6812756796085133,0.5758376387149279,0.687386339775657,0.6317699315261046,0.3876433420035363,0.5666971058592257,0.6999800993634212,0.6503967795349126,0.5860518876306468,0.5934057630007329,0.5920590448287026,0.650692312343093,0.6417917436818821,0.5072912086849292,0.3934664367992801,0.6205544895004674,0.6024503010081365,0.6527923891335251,0.5776547024772671
